"species","term_ID","term_description","observed_gene_count","background_gene_count","strength","signal","false_discovery_rate","matching_proteins_id_network","matching_proteins_labels_network","annotation","protein_name","cc_function","go_p","go_f","dataset","category_of_interest","enrichment_method","protein_db","taxon_id","assembly_name","stringdb_id"
"Aedes aegypti","GO:0050789","Regulation of biological process",91,5350,0.21,0.48,0.00014,"Q17ET2","AAEL003688","AAEL003688-PA.",NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0050789","Regulation of biological process",91,5350,0.21,0.48,0.00014,"Q17F60","AAEL003560","POU domain protein.","POU domain protein",NA,"brain development; dendrite morphogenesis; regulation of antimicrobial peptide biosynthetic process; regulation of developmental process","DNA-binding transcription activator activity, RNA polymerase II-specific; RNA polymerase II cis-regulatory region sequence-specific DNA binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0050789","Regulation of biological process",91,5350,0.21,0.48,0.00014,"Q17FE8","AAEL003407","AAEL003407-PA.",NA,NA,"cell differentiation; mRNA processing; RNA splicing","mRNA 3'-UTR binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0050789","Regulation of biological process",91,5350,0.21,0.48,0.00014,"Q17FE9","AAEL003414","AAEL003414-PA.",NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0050789","Regulation of biological process",91,5350,0.21,0.48,0.00014,"Q17FH2","AAEL003420","AAEL003420-PA.",NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0050789","Regulation of biological process",91,5350,0.21,0.48,0.00014,"Q17FK6","AAEL003375","AAEL003375-PA.",NA,NA,"cell division; negative regulation of BMP signaling pathway",NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0050789","Regulation of biological process",91,5350,0.21,0.48,0.00014,"Q17FK7","AAEL003381","AAEL003381-PA.",NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0050789","Regulation of biological process",91,5350,0.21,0.48,0.00014,"Q17FQ2","AAEL003357","AAEL003357-PA.",NA,NA,"endocytic recycling; endocytosis","guanyl-nucleotide exchange factor activity; phosphatidylinositol phosphate binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0050789","Regulation of biological process",91,5350,0.21,0.48,0.00014,"Q17FY6","AAEL003252","AAEL003252-PA.",NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0050789","Regulation of biological process",91,5350,0.21,0.48,0.00014,"Q17G33","AAEL003208","Tubby, putative; Belongs to the TUB family.",NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0050789","Regulation of biological process",91,5350,0.21,0.48,0.00014,"Q17GF1","AAEL003092","AAEL003092-PA.",NA,NA,"cell-matrix adhesion","serine-type endopeptidase inhibitor activity","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0050789","Regulation of biological process",91,5350,0.21,0.48,0.00014,"Q17GH6","AAEL003014","AAEL003014-PA.",NA,NA,"regulation of transcription by RNA polymerase II","DNA-binding transcription factor activity; RNA polymerase II cis-regulatory region sequence-specific DNA binding; zinc ion binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0050789","Regulation of biological process",91,5350,0.21,0.48,0.00014,"Q17GN3","AAEL002928","AAEL002928-PA.",NA,NA,NA,"DNA-binding transcription factor activity, RNA polymerase II-specific; RNA polymerase II transcription regulatory region sequence-specific DNA binding; zinc ion binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0050789","Regulation of biological process",91,5350,0.21,0.48,0.00014,"Q17GU4","AAEL002896","AAEL002896-PA.",NA,NA,NA,"N-methyltransferase activity; protein methyltransferase activity; S-adenosylmethionine-dependent methyltransferase activity; zinc ion binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0050789","Regulation of biological process",91,5350,0.21,0.48,0.00014,"Q17ID1","AAEL002369","AAEL002369-PA.",NA,NA,"regulation of DNA-templated transcription",NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0050789","Regulation of biological process",91,5350,0.21,0.48,0.00014,"Q17JX3","AAEL001901","AAEL001901-PA.","small monomeric GTPase",NA,NA,"GTP binding; GTPase activity","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0050789","Regulation of biological process",91,5350,0.21,0.48,0.00014,"Q17KB4","AAEL001738","AAEL001738-PA.","small monomeric GTPase",NA,NA,"GTP binding; GTPase activity","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0050789","Regulation of biological process",91,5350,0.21,0.48,0.00014,"Q17KU9","AAEL001571","AAEL001571-PA.",NA,NA,NA,"calcium channel regulator activity; GTP binding; GTPase activity","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0050789","Regulation of biological process",91,5350,0.21,0.48,0.00014,"Q17MT2","AAEL000857","AAEL000857-PA.",NA,NA,NA,"DNA-binding transcription factor activity, RNA polymerase II-specific; RNA polymerase II transcription regulatory region sequence-specific DNA binding; zinc ion binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0050789","Regulation of biological process",91,5350,0.21,0.48,0.00014,"Q17NP6","AAEL000597","AAEL000597-PA; Cadherins are calcium-dependent cell adhesion proteins.",NA,"Cadherins are calcium-dependent cell adhesion proteins","axon extension involved in axon guidance; cell migration; homophilic cell adhesion via plasma membrane adhesion molecules; ommatidial rotation; R7 cell development; R8 cell development","beta-catenin binding; cadherin binding; calcium ion binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0050789","Regulation of biological process",91,5350,0.21,0.48,0.00014,"Q17NS1","AAEL000623","AAEL000623-PA.",NA,NA,"gliogenesis","DNA-binding transcription activator activity, RNA polymerase II-specific; RNA polymerase II cis-regulatory region sequence-specific DNA binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0050789","Regulation of biological process",91,5350,0.21,0.48,0.00014,"Q1DGD9","AAEL015672","AAEL015672-PA.","Novel acetylcholine receptor chaperone",NA,"chaperone-mediated protein complex assembly; positive regulation of protein localization to cell surface",NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0050789","Regulation of biological process",91,5350,0.21,0.48,0.00014,"Q1DGJ8","AAEL015603","Ceramide kinase.",NA,NA,"ceramide metabolic process","ceramide kinase activity","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0050789","Regulation of biological process",91,5350,0.21,0.48,0.00014,"Q1HR82","AAEL013359","DEAD box ATP-dependent RNA helicase; Belongs to the DEAD box helicase family.","Eukaryotic initiation factor 4A",NA,"regulation of gene expression","ATP binding; hydrolase activity; RNA binding; RNA helicase activity; translation initiation factor activity","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"J9HTN1","GPRGHP4","GPCR Growth Hormone Releasing Hormone Family; Belongs to the G-protein coupled receptor 1 family.",NA,NA,NA,"neuromedin U receptor activity","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"J9HTV7","AAEL801114","AAEL017419-PA.","CCHC-type domain-containing protein",NA,NA,"nucleic acid binding; zinc ion binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"J9HZD6","J9HZD6_AEDAE","Phosphoinositide phospholipase C.","Phosphoinositide phospholipase C",NA,"G protein-coupled receptor signaling pathway; lipid catabolic process; phosphatidylinositol metabolic process; phosphatidylinositol-mediated signaling; release of sequestered calcium ion into cytosol","phosphatidylinositol-4,5-bisphosphate phospholipase C activity","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"J9HZV2","J9HZV2_AEDAE","AAEL017168-PA.",NA,NA,"mRNA processing; nervous system development; regulation of alternative mRNA splicing, via spliceosome; RNA splicing","mRNA binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"Q0IEC2","AAEL011420","AAEL011420-PA.",NA,NA,"mRNA processing; RNA splicing","RNA binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"Q0IFQ3","AAEL004167","AAEL004167-PA.","Branchpoint-bridging protein","Necessary for the ATP-dependent first step of spliceosome assembly. Binds to the intron branch point sequence (BPS) 5'-UACUAAC-3' of the pre-mRNA. May act as transcription repressor","mRNA splicing, via spliceosome; regulation of mRNA splicing, via spliceosome","mRNA binding; pre-mRNA branch point binding; zinc ion binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"Q16G66","AAEL014507","AAEL014507-PA.","Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase","Specifically deglycosylates the denatured form of N-linked glycoproteins in the cytoplasm and assists their proteasome-mediated degradation. Cleaves the beta-aspartyl-glucosamine (GlcNAc) of the glycan and the amide side chain of Asn, converting Asn to Asp. Prefers proteins containing high-mannose over those bearing complex type oligosaccharides. Can recognize misfolded proteins in the endoplasmic reticulum that are exported to the cytosol to be destroyed and deglycosylate them, while it has no activity toward native proteins. Deglycosylation is a prerequisite for subsequent proteasome-mediated degradation of some, but not all, misfolded glycoproteins","glycoprotein catabolic process","metal ion binding; peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase activity","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"Q16HG5","AAEL014033","AAEL014033-PA.",NA,NA,NA,"RNA binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"Q16HZ7","AAEL013847","Diacylglycerol kinase, zeta, iota.",NA,NA,"phospholipase C-activating G protein-coupled receptor signaling pathway","ATP binding; ATP-dependent diacylglycerol kinase activity","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"Q16HZ8","AAEL013849","Diacylglycerol kinase, zeta, iota.",NA,NA,"phospholipase C-activating G protein-coupled receptor signaling pathway","ATP binding; ATP-dependent diacylglycerol kinase activity","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"Q16JH7","AAEL012339","AAEL012339-PA; Belongs to the protein kinase superfamily.","cyclin-dependent kinase",NA,"G1/S transition of mitotic cell cycle; regulation of G2/M transition of mitotic cell cycle; regulation of gene expression; signal transduction","ATP binding; cyclin binding; cyclin-dependent protein serine/threonine kinase activity","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"Q16JQ3","AAEL013250","AAEL013250-PA.",NA,NA,"regulation of autophagosome maturation","GTPase activator activity","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"Q16JV4","AAEL013203","AAEL013203-PA; Belongs to the peptidase C19 family.","Ubiquitin carboxyl-terminal hydrolase 47",NA,"protein deubiquitination; proteolysis","cysteine-type deubiquitinase activity","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"Q16JZ7","GPRFZ1","GPCR Frizzled/Smoothened Family; Belongs to the G-protein coupled receptor Fz/Smo family.",NA,NA,"canonical Wnt signaling pathway; non-canonical Wnt signaling pathway","Wnt receptor activity; Wnt-protein binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"Q16K82","AAEL013086","AAEL013086-PA.",NA,NA,NA,"DNA-binding transcription activator activity, RNA polymerase II-specific; RNA polymerase II cis-regulatory region sequence-specific DNA binding; zinc ion binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"Q16LF8","AAEL012657","AAEL012657-PA.",NA,NA,"exocytosis; intracellular protein transport; neurotransmitter transport; vesicle docking; vesicle fusion","SNAP receptor activity; SNARE binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"Q16M89","AAEL012381","AAEL012381-PA.",NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"Q16MZ3","AAEL012138","AAEL012138-PB.","Delta(24)-sterol reductase","Catalyzes the reduction of the delta-24 double bond of sterol intermediates during cholesterol biosynthesis. In addition to its cholesterol-synthesizing activity, can protect cells from oxidative stress by reducing caspase 3 activity during apoptosis induced by oxidative stress. Also protects against amyloid-beta peptide-induced apoptosis","cholesterol metabolic process","Delta24(24-1) sterol reductase activity; Delta24-sterol reductase activity; FAD binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"Q16N45","AAEL012092","AAEL012092-PA.",NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"Q16NT2","AAEL011867","AAEL011867-PA.",NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"Q16PA7","AAEL011709","Diacylglycerol kinase.","Diacylglycerol kinase",NA,"phospholipase C-activating G protein-coupled receptor signaling pathway","ATP binding; ATP-dependent diacylglycerol kinase activity; metal ion binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"Q16PQ3","AAEL011576","AAEL011576-PA.",NA,NA,NA,"mRNA 3'-UTR binding; ribonucleoprotein complex binding; selenocysteine insertion sequence binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"Q16PY9","AAEL011480","AAEL011480-PA.",NA,NA,"regulation of DNA-templated transcription; transcription elongation by RNA polymerase II","RNA polymerase II complex binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"Q16Q37","AAEL011432","AAEL011432-PA.",NA,NA,"motor neuron axon guidance; negative regulation of cell adhesion; positive regulation of axonogenesis; regulation of cell migration; regulation of cell shape; sensory neuron axon guidance","semaphorin receptor activity","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"Q16QS4","AAEL011191","AAEL011191-PA.",NA,NA,"regulation of glycogen biosynthetic process","glycogen binding; protein phosphatase 1 binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"Q16TH4","AAEL010226","AAEL010226-PA.",NA,NA,NA,"DNA-binding transcription factor activity, RNA polymerase II-specific; protein dimerization activity; RNA polymerase II cis-regulatory region sequence-specific DNA binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"Q16TJ0","AAEL010222","AAEL010222-PA.","GATA-type domain-containing protein",NA,"cell fate commitment; negative regulation of transcription by RNA polymerase II; positive regulation of transcription by RNA polymerase II","DNA-binding transcription factor activity, RNA polymerase II-specific; RNA polymerase II cis-regulatory region sequence-specific DNA binding; zinc ion binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"Q16TV2","AAEL010124","Phosphoinositide phospholipase C.","Phosphoinositide phospholipase C",NA,"G protein-coupled receptor signaling pathway; lipid catabolic process; phosphatidylinositol metabolic process; phosphatidylinositol-mediated signaling; release of sequestered calcium ion into cytosol","phosphatidylinositol-4,5-bisphosphate phospholipase C activity","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"Q16U75","AAEL010015","AAEL010015-PA.",NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"Q16U83","GPRFZ7","AAEL009983-PA; Belongs to the G-protein coupled receptor Fz/Smo family.",NA,NA,"canonical Wnt signaling pathway; non-canonical Wnt signaling pathway","Wnt receptor activity; Wnt-protein binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"Q16VE7","AAEL009588","Expressed protein (HR3).","Probable nuclear hormone receptor HR3","Putative receptor whose ligand is not yet known",NA,"nuclear receptor activity; RNA polymerase II cis-regulatory region sequence-specific DNA binding; zinc ion binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"Q16VT5","AAEL009437","AAEL009437-PA.","CCR4-NOT transcription complex subunit 4","Has E3 ubiquitin ligase activity, promoting ubiquitination and degradation of target proteins. Involved in activation of the JAK/STAT pathway. Catalyzes ubiquitination of methylated RBM15. Plays a role in quality control of translation of mitochondrial outer membrane-localized mRNA. As part of the PINK1-regulated signaling, upon mitochondria damage, ubiquitinates ABCE1 and thereby recruits autophagy receptors to the mitochondrial outer membrane to initiate mitophagy","protein ubiquitination","RNA binding; ubiquitin-protein transferase activity; zinc ion binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"Q16W25","AAEL009364","AAEL009364-PA; Belongs to the protein kinase superfamily.","Cyclin-dependent kinase 12",NA,"positive regulation of transcription elongation by RNA polymerase II","ATP binding; cyclin binding; RNA polymerase II CTD heptapeptide repeat kinase activity","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"Q16W86","AAEL009300","AAEL009300-PA.","Novel acetylcholine receptor chaperone",NA,"chaperone-mediated protein complex assembly; positive regulation of protein localization to cell surface",NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"Q16WA7","AAEL009304","AAEL009304-PA; Belongs to the syntaxin family.",NA,NA,"exocytosis; intracellular protein transport; neurotransmitter transport; vesicle docking; vesicle fusion","SNAP receptor activity; SNARE binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"Q16WI5","AAEL009212","AAEL009212-PC.",NA,"Putative transcription factor required for axon growth and guidance in the central and peripheral nervous systems. Repels CNS axons away from the midline by promoting the expression of the midline repellent sli and its receptor robo","axon midline choice point recognition; dendrite morphogenesis; gonad development; larval lymph gland hemopoiesis; larval somatic muscle development; nurse cell apoptotic process; R3/R4 cell fate commitment; R7 cell development; regulation of transcription by RNA polymerase II","zinc ion binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"Q16WN0","AAEL009171","AAEL009171-PA.",NA,NA,"response to unfolded protein","DNA-binding transcription factor activity, RNA polymerase II-specific; RNA polymerase II transcription regulatory region sequence-specific DNA binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"Q16XQ1","AAEL008816","Vesicular monoamine transporter, putative.",NA,NA,"aminergic neurotransmitter loading into synaptic vesicle","serotonin:sodium:chloride symporter activity","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"Q16YV5","AAEL008421","AAEL008421-PA.",NA,NA,"adherens junction organization; calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules; cell migration; cell morphogenesis; cell-cell adhesion mediated by cadherin; cell-cell junction assembly; epithelium development; homophilic cell adhesion via plasma membrane adhesion molecules","beta-catenin binding; cadherin binding; calcium ion binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"Q16ZQ0","AAEL008122","AAEL008122-PA.",NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"Q171F2","AAEL007664","Nicotinic acetylcholine receptor subunit.",NA,"After binding acetylcholine, the AChR responds by an extensive change in conformation that affects all subunits and leads to opening of an ion-conducting channel across the plasma membrane",NA,"acetylcholine-gated monoatomic cation-selective channel activity; transmembrane signaling receptor activity","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"Q171F9","AAEL007659","AAEL007659-PA.","CTCK domain-containing protein",NA,"animal organ morphogenesis; sequestering of BMP from receptor via BMP binding","BMP binding; receptor ligand activity","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"Q174F6","AAEL006911","Microtubule-associated protein.",NA,NA,"microtubule cytoskeleton organization",NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"Q174S1","AAEL006783","Histone-lysine N-methyltransferase, H3 lysine-79 specific.","Histone-lysine N-methyltransferase, H3 lysine-79 specific","Histone methyltransferase that specifically trimethylates histone H3 to form H3K79me3. This methylation is required for telomere silencing and for the pachytene checkpoint during the meiotic cell cycle by allowing the recruitment of RAD9 to double strand breaks. Nucleosomes are preferred as substrate compared to free histone","DNA damage checkpoint signaling; DNA repair; methylation","histone H3K79 trimethyltransferase activity","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"Q175E6","AAEL006664","AAEL006664-PA.","CCR4-NOT transcription complex subunit 4","Has E3 ubiquitin ligase activity, promoting ubiquitination and degradation of target proteins. Involved in activation of the JAK/STAT pathway. Catalyzes ubiquitination of methylated RBM15. Plays a role in quality control of translation of mitochondrial outer membrane-localized mRNA. As part of the PINK1-regulated signaling, upon mitochondria damage, ubiquitinates ABCE1 and thereby recruits autophagy receptors to the mitochondrial outer membrane to initiate mitophagy","protein ubiquitination","RNA binding; ubiquitin-protein transferase activity; zinc ion binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"Q175Q0","AAEL006596","AAEL006596-PA.",NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
