"species","mirna","term_ID","term_description","observed_gene_count","background_gene_count","strength","signal","false_discovery_rate","matching_proteins_id_network","matching_proteins_labels_network","annotation","protein_name","cc_function","go_p","go_f","dataset","category_of_interest","enrichment_method","protein_db","taxon_id","assembly_name","stringdb_id"
"Aedes albopictus","aal-mir-4728-5p","GO:0010033","Response to organic substance",17,510,0.59,0.47,0.0075,"A0A182H8T1","RP20_CCG024251","B30.2/SPRY domain-containing protein.",NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","GO:0010033","Response to organic substance",17,510,0.59,0.47,0.0075,"A0A182HAA9","RP20_CCG025206","Uncharacterized protein.",NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","GO:0010033","Response to organic substance",17,510,0.59,0.47,0.0075,"A0A182HC86","RP20_CCG026423","BHLH domain-containing protein.",NA,NA,NA,"protein dimerization activity","GO Biological Process",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","GO:0010033","Response to organic substance",17,510,0.59,0.47,0.0075,"A0A182HE06","RP20_CCG018728","Uncharacterized protein.","Actin-binding cytoskeleton protein filamin",NA,"actin cytoskeleton organization","actin filament binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","GO:0010033","Response to organic substance",17,510,0.59,0.47,0.0075,"A0A182HEJ7","RP20_CCG027949","PAS domain-containing protein.",NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","CL:10081","mRNA cleavage factor complex, and Protein suppressor of sable-like",5,20,1.46,0.61,0.0059,"A0A182G2Q1","RP20_CCG001576","Cleavage and polyadenylation specificity factor subunit 5; Component of the cleavage factor Im (CFIm) complex that functions as an activator of the pre-mRNA 3'-end cleavage and polyadenylation processing required for the maturation of pre-mRNA into functional mRNAs. CFIm contributes to the recruitment of multiprotein complexes on specific sequences on the pre-mRNA 3'-end, so called cleavage and polyadenylation signals (pA signals). Most pre-mRNAs contain multiple pA signals, resulting in alternative cleavage and polyadenylation (APA) producing mRNAs with variable 3'-end formation. The  [...]","Cleavage and polyadenylation specificity factor subunit 5","Component of the cleavage factor Im (CFIm) complex that functions as an activator of the pre-mRNA 3'-end cleavage and polyadenylation processing required for the maturation of pre-mRNA into functional mRNAs. CFIm contributes to the recruitment of multiprotein complexes on specific sequences on the pre-mRNA 3'-end, so called cleavage and polyadenylation signals (pA signals). Most pre-mRNAs contain multiple pA signals, resulting in alternative cleavage and polyadenylation (APA) producing mRNAs with variable 3'-end formation. The CFIm complex acts as a key regulator of cleavage and polyadenylation site choice during APA through its binding to 5'-UGUA-3' elements localized in the 3'-untranslated region (UTR) for a huge number of pre-mRNAs","mRNA 3'-end processing","mRNA binding","Local Network Cluster String",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","CL:10081","mRNA cleavage factor complex, and Protein suppressor of sable-like",5,20,1.46,0.61,0.0059,"A0A182GIN2","RP20_CCG010567","Uncharacterized protein.",NA,NA,NA,NA,"Local Network Cluster String",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","CL:10081","mRNA cleavage factor complex, and Protein suppressor of sable-like",5,20,1.46,0.61,0.0059,"A0A182GK16","RP20_CCG011270","CPSF_A domain-containing protein.","Cleavage and polyadenylation specificity factor subunit 1",NA,NA,"nucleic acid binding","Local Network Cluster String",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","CL:10081","mRNA cleavage factor complex, and Protein suppressor of sable-like",5,20,1.46,0.61,0.0059,"A0A182GMD7","RP20_CCG012454","RRM domain-containing protein.","Cleavage and polyadenylation specificity factor subunit 6",NA,"mRNA processing","RNA binding","Local Network Cluster String",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","CL:10081","mRNA cleavage factor complex, and Protein suppressor of sable-like",5,20,1.46,0.61,0.0059,"A0A182HDC1","RP20_CCG027115","Poly(A) polymerase; Polymerase that creates the 3'-poly(A) tail of mRNA's.","Poly(A) polymerase","Polymerase that creates the 3'-poly(A) tail of mRNA's","mRNA processing; RNA 3'-end processing","ATP binding; metal ion binding; poly(A) RNA polymerase activity; RNA binding","Local Network Cluster String",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","MAP-77595","Processing of Intronless Pre-mRNAs",5,18,1.51,0.76,0.0017,"A0A182G2Q1","RP20_CCG001576","Cleavage and polyadenylation specificity factor subunit 5; Component of the cleavage factor Im (CFIm) complex that functions as an activator of the pre-mRNA 3'-end cleavage and polyadenylation processing required for the maturation of pre-mRNA into functional mRNAs. CFIm contributes to the recruitment of multiprotein complexes on specific sequences on the pre-mRNA 3'-end, so called cleavage and polyadenylation signals (pA signals). Most pre-mRNAs contain multiple pA signals, resulting in alternative cleavage and polyadenylation (APA) producing mRNAs with variable 3'-end formation. The  [...]","Cleavage and polyadenylation specificity factor subunit 5","Component of the cleavage factor Im (CFIm) complex that functions as an activator of the pre-mRNA 3'-end cleavage and polyadenylation processing required for the maturation of pre-mRNA into functional mRNAs. CFIm contributes to the recruitment of multiprotein complexes on specific sequences on the pre-mRNA 3'-end, so called cleavage and polyadenylation signals (pA signals). Most pre-mRNAs contain multiple pA signals, resulting in alternative cleavage and polyadenylation (APA) producing mRNAs with variable 3'-end formation. The CFIm complex acts as a key regulator of cleavage and polyadenylation site choice during APA through its binding to 5'-UGUA-3' elements localized in the 3'-untranslated region (UTR) for a huge number of pre-mRNAs","mRNA 3'-end processing","mRNA binding","Reactome",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","MAP-77595","Processing of Intronless Pre-mRNAs",5,18,1.51,0.76,0.0017,"A0A182GIN2","RP20_CCG010567","Uncharacterized protein.",NA,NA,NA,NA,"Reactome",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","MAP-77595","Processing of Intronless Pre-mRNAs",5,18,1.51,0.76,0.0017,"A0A182GK16","RP20_CCG011270","CPSF_A domain-containing protein.","Cleavage and polyadenylation specificity factor subunit 1",NA,NA,"nucleic acid binding","Reactome",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","MAP-77595","Processing of Intronless Pre-mRNAs",5,18,1.51,0.76,0.0017,"A0A182GMD7","RP20_CCG012454","RRM domain-containing protein.","Cleavage and polyadenylation specificity factor subunit 6",NA,"mRNA processing","RNA binding","Reactome",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","MAP-77595","Processing of Intronless Pre-mRNAs",5,18,1.51,0.76,0.0017,"A0A182HDC1","RP20_CCG027115","Poly(A) polymerase; Polymerase that creates the 3'-poly(A) tail of mRNA's.","Poly(A) polymerase","Polymerase that creates the 3'-poly(A) tail of mRNA's","mRNA processing; RNA 3'-end processing","ATP binding; metal ion binding; poly(A) RNA polymerase activity; RNA binding","Reactome",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","MAP-75067","Processing of Capped Intronless Pre-mRNA",5,29,1.3,0.59,0.0065,"A0A182G2Q1","RP20_CCG001576","Cleavage and polyadenylation specificity factor subunit 5; Component of the cleavage factor Im (CFIm) complex that functions as an activator of the pre-mRNA 3'-end cleavage and polyadenylation processing required for the maturation of pre-mRNA into functional mRNAs. CFIm contributes to the recruitment of multiprotein complexes on specific sequences on the pre-mRNA 3'-end, so called cleavage and polyadenylation signals (pA signals). Most pre-mRNAs contain multiple pA signals, resulting in alternative cleavage and polyadenylation (APA) producing mRNAs with variable 3'-end formation. The  [...]","Cleavage and polyadenylation specificity factor subunit 5","Component of the cleavage factor Im (CFIm) complex that functions as an activator of the pre-mRNA 3'-end cleavage and polyadenylation processing required for the maturation of pre-mRNA into functional mRNAs. CFIm contributes to the recruitment of multiprotein complexes on specific sequences on the pre-mRNA 3'-end, so called cleavage and polyadenylation signals (pA signals). Most pre-mRNAs contain multiple pA signals, resulting in alternative cleavage and polyadenylation (APA) producing mRNAs with variable 3'-end formation. The CFIm complex acts as a key regulator of cleavage and polyadenylation site choice during APA through its binding to 5'-UGUA-3' elements localized in the 3'-untranslated region (UTR) for a huge number of pre-mRNAs","mRNA 3'-end processing","mRNA binding","Reactome",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","MAP-75067","Processing of Capped Intronless Pre-mRNA",5,29,1.3,0.59,0.0065,"A0A182GIN2","RP20_CCG010567","Uncharacterized protein.",NA,NA,NA,NA,"Reactome",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","MAP-75067","Processing of Capped Intronless Pre-mRNA",5,29,1.3,0.59,0.0065,"A0A182GK16","RP20_CCG011270","CPSF_A domain-containing protein.","Cleavage and polyadenylation specificity factor subunit 1",NA,NA,"nucleic acid binding","Reactome",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","MAP-75067","Processing of Capped Intronless Pre-mRNA",5,29,1.3,0.59,0.0065,"A0A182GMD7","RP20_CCG012454","RRM domain-containing protein.","Cleavage and polyadenylation specificity factor subunit 6",NA,"mRNA processing","RNA binding","Reactome",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","MAP-75067","Processing of Capped Intronless Pre-mRNA",5,29,1.3,0.59,0.0065,"A0A182HDC1","RP20_CCG027115","Poly(A) polymerase; Polymerase that creates the 3'-poly(A) tail of mRNA's.","Poly(A) polymerase","Polymerase that creates the 3'-poly(A) tail of mRNA's","mRNA processing; RNA 3'-end processing","ATP binding; metal ion binding; poly(A) RNA polymerase activity; RNA binding","Reactome",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","GOCC:0005622","Intracellular",101,8504,0.14,0.36,0.0028,"A0A023ECJ9","RP20_CCG026969","HIG1 domain-containing protein.","HIG1 domain-containing protein",NA,"mitochondrial respirasome assembly",NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","GOCC:0005622","Intracellular",101,8504,0.14,0.36,0.0028,"A0A023EFS1","RP20_CCG010314","Putative fatty acid-binding protein fabp; Belongs to the calycin superfamily. Fatty-acid binding protein (FABP) family.","Fatty acid-binding protein, muscle","Binds fatty acids in a 1:1 molar ratio",NA,"lipid binding","Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","GOCC:0005622","Intracellular",101,8504,0.14,0.36,0.0028,"A0A023EIB6","RP20_CCG003697","Putative gtp-binding protein.",NA,NA,"protein transport","GTP binding; GTPase activity","Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","GOCC:0005622","Intracellular",101,8504,0.14,0.36,0.0028,"A0A023EJQ3","RP20_CCG003410","Putative secreted protein.","DNA replication complex GINS protein PSF3","Required for correct functioning of the GINS complex, a complex that plays an essential role in the initiation of DNA replication, and progression of DNA replication forks. GINS complex is a core component of CDC45-MCM-GINS (CMG) helicase, the molecular machine that unwinds template DNA during replication, and around which the replisome is built","mitotic DNA replication initiation",NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","GOCC:0005622","Intracellular",101,8504,0.14,0.36,0.0028,"A0A023EK43","RP20_CCG011742","Ferritin; Stores iron in a soluble, non-toxic, readily available form. Important for iron homeostasis. Iron is taken up in the ferrous form and deposited as ferric hydroxides after oxidation. Belongs to the ferritin family.","Ferritin","Stores iron in a soluble, non-toxic, readily available form. Important for iron homeostasis. Iron is taken up in the ferrous form and deposited as ferric hydroxides after oxidation","intracellular iron ion homeostasis; iron ion transport","ferric iron binding; ferrous iron binding; ferroxidase activity","Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","GOCC:0005622","Intracellular",101,8504,0.14,0.36,0.0028,"A0A023EMA3","RP20_CCG026959","Putative heat shock protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","GOCC:0005622","Intracellular",101,8504,0.14,0.36,0.0028,"A0A023EPY3","RP20_CCG025494","Glyceraldehyde-3-phosphate dehydrogenase.","Glyceraldehyde-3-phosphate dehydrogenase",NA,"glucose metabolic process; glycolytic process","glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity; NAD binding; NADP binding","Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","GOCC:0005622","Intracellular",101,8504,0.14,0.36,0.0028,"A0A023EQE1","RP20_CCG020920","Serine/threonine-protein phosphatase.","Serine/threonine-protein phosphatase",NA,NA,"protein serine/threonine phosphatase activity","Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","GOCC:0005622","Intracellular",101,8504,0.14,0.36,0.0028,"A0A023ETF7","RP20_CCG028645","Fam20C domain-containing protein.","FAM20 C-terminal domain-containing protein",NA,NA,"ATP binding; metal ion binding; protein serine/threonine kinase activity","Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","GOCC:0005622","Intracellular",101,8504,0.14,0.36,0.0028,"A0A182G0N5","RP20_CCG000101","GAR domain-containing protein.",NA,NA,"actin crosslink formation; microtubule bundle formation; protein localization to microtubule plus-end; regulation of microtubule polymerization or depolymerization","actin filament binding; cytoskeletal anchor activity; microtubule binding","Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","GOCC:0005622","Intracellular",101,8504,0.14,0.36,0.0028,"A0A182G0T6","RP20_CCG000220","CRAL-TRIO domain-containing protein.",NA,NA,NA,"phosphatidylinositol bisphosphate binding","Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","GOCC:0005622","Intracellular",101,8504,0.14,0.36,0.0028,"A0A182G151","RP20_CCG000437","Uncharacterized protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","GOCC:0005622","Intracellular",101,8504,0.14,0.36,0.0028,"A0A182G2A3","RP20_CCG001269","Uncharacterized protein.",NA,NA,"anatomical structure morphogenesis; cell differentiation",NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","GOCC:0005622","Intracellular",101,8504,0.14,0.36,0.0028,"A0A182G2Q1","RP20_CCG001576","Cleavage and polyadenylation specificity factor subunit 5; Component of the cleavage factor Im (CFIm) complex that functions as an activator of the pre-mRNA 3'-end cleavage and polyadenylation processing required for the maturation of pre-mRNA into functional mRNAs. CFIm contributes to the recruitment of multiprotein complexes on specific sequences on the pre-mRNA 3'-end, so called cleavage and polyadenylation signals (pA signals). Most pre-mRNAs contain multiple pA signals, resulting in alternative cleavage and polyadenylation (APA) producing mRNAs with variable 3'-end formation. The  [...]","Cleavage and polyadenylation specificity factor subunit 5","Component of the cleavage factor Im (CFIm) complex that functions as an activator of the pre-mRNA 3'-end cleavage and polyadenylation processing required for the maturation of pre-mRNA into functional mRNAs. CFIm contributes to the recruitment of multiprotein complexes on specific sequences on the pre-mRNA 3'-end, so called cleavage and polyadenylation signals (pA signals). Most pre-mRNAs contain multiple pA signals, resulting in alternative cleavage and polyadenylation (APA) producing mRNAs with variable 3'-end formation. The CFIm complex acts as a key regulator of cleavage and polyadenylation site choice during APA through its binding to 5'-UGUA-3' elements localized in the 3'-untranslated region (UTR) for a huge number of pre-mRNAs","mRNA 3'-end processing","mRNA binding","Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","GOCC:0005622","Intracellular",101,8504,0.14,0.36,0.0028,"A0A182G2Y4","RP20_CCG001707","Uncharacterized protein.",NA,NA,"fatty acid beta-oxidation; long-chain fatty acid import into peroxisome; peroxisome organization; very long-chain fatty acid catabolic process","ABC-type transporter activity; ATP binding; ATP hydrolysis activity; long-chain fatty acid transmembrane transporter activity","Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","GOCC:0005622","Intracellular",101,8504,0.14,0.36,0.0028,"A0A182G3H6","RP20_CCG002131","Transcription elongation factor SPT5.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","GOCC:0005622","Intracellular",101,8504,0.14,0.36,0.0028,"A0A182G3N7","RP20_CCG002233","Uncharacterized protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","GOCC:0005622","Intracellular",101,8504,0.14,0.36,0.0028,"A0A182G4S8","RP20_CCG002937","Exocyst complex component; Component of the exocyst complex involved in the docking of exocytic vesicles with fusion sites on the plasma membrane.","Exocyst complex component","Component of the exocyst complex involved in the docking of exocytic vesicles with fusion sites on the plasma membrane","Golgi to plasma membrane transport; intracellular protein transport; vesicle tethering involved in exocytosis",NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","GOCC:0005622","Intracellular",101,8504,0.14,0.36,0.0028,"A0A182G598","RP20_CCG003245","Uncharacterized protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","GOCC:0005622","Intracellular",101,8504,0.14,0.36,0.0028,"A0A182G5Z9","RP20_CCG003706","SH3 domain-containing protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","GOCC:0005622","Intracellular",101,8504,0.14,0.36,0.0028,"A0A182G6N6","RP20_CCG004132","Uncharacterized protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","GOCC:0005622","Intracellular",101,8504,0.14,0.36,0.0028,"A0A182G786","RP20_CCG004462","RING-CH-type domain-containing protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","GOCC:0005622","Intracellular",101,8504,0.14,0.36,0.0028,"A0A182G7F5","RP20_CCG004603","SEC7 domain-containing protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","GOCC:0005622","Intracellular",101,8504,0.14,0.36,0.0028,"A0A182GD72","RP20_CCG007886","Protein cactus (TOLL pathway signalling).",NA,NA,"cellular response to tumor necrosis factor","NF-kappaB binding","Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","GOCC:0005622","Intracellular",101,8504,0.14,0.36,0.0028,"A0A182GDI3","RP20_CCG008046","Coronin; Belongs to the WD repeat coronin family.","Coronin",NA,"actin filament organization","actin filament binding","Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","GOCC:0005622","Intracellular",101,8504,0.14,0.36,0.0028,"A0A182GDP6","RP20_CCG008130","Glycogen [starch] synthase; Transfers the glycosyl residue from UDP-Glc to the non- reducing end of alpha-1,4-glucan.","Glycogen [starch] synthase","Transfers the glycosyl residue from UDP-Glc to the non-reducing end of alpha-1,4-glucan","glycogen biosynthetic process","alpha-1,4-glucan glucosyltransferase (UDP-glucose donor) activity","Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","GOCC:0005622","Intracellular",101,8504,0.14,0.36,0.0028,"A0A182GE26","RP20_CCG008319","Serine/threonine-protein phosphatase; Belongs to the PPP phosphatase family.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","GOCC:0005622","Intracellular",101,8504,0.14,0.36,0.0028,"A0A182GE86","RP20_CCG008406","RRM domain-containing protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","GOCC:0005622","Intracellular",101,8504,0.14,0.36,0.0028,"A0A182GEC6","RP20_CCG008456","Uncharacterized protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","GOCC:0005622","Intracellular",101,8504,0.14,0.36,0.0028,"A0A182GEG3","RP20_CCG008498","ATP-dependent DNA helicase; Belongs to the helicase family. RecQ subfamily.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","GOCC:0005622","Intracellular",101,8504,0.14,0.36,0.0028,"A0A182GEP3","RP20_CCG008617","Acyl-coenzyme A oxidase; Belongs to the acyl-CoA oxidase family.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","GOCC:0005622","Intracellular",101,8504,0.14,0.36,0.0028,"A0A182GER1","RP20_CCG008646","Histone H2B; Belongs to the histone H2B family.","Histone H2B","Core component of nucleosome. Nucleosomes wrap and compact DNA into chromatin, limiting DNA accessibility to the cellular machineries which require DNA as a template. Histones thereby play a central role in transcription regulation, DNA repair, DNA replication and chromosomal stability. DNA accessibility is regulated via a complex set of post-translational modifications of histones, also called histone code, and nucleosome remodeling",NA,"DNA binding; protein heterodimerization activity; structural constituent of chromatin","Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","GOCC:0005622","Intracellular",101,8504,0.14,0.36,0.0028,"A0A182GG23","RP20_CCG009300","Uncharacterized protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","GOCC:0005622","Intracellular",101,8504,0.14,0.36,0.0028,"A0A182GH02","RP20_CCG009737","USP domain-containing protein.","ubiquitinyl hydrolase 1",NA,"protein deubiquitination","cysteine-type deubiquitinase activity","Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","GOCC:0005622","Intracellular",101,8504,0.14,0.36,0.0028,"A0A182GHU9","RP20_CCG010187","Uncharacterized protein.","E3 ubiquitin-protein ligase",NA,"DNA repair; proteasome-mediated ubiquitin-dependent protein catabolic process; protein polyubiquitination; regulation of signal transduction","ubiquitin protein ligase activity; zinc ion binding","Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","GOCC:0005622","Intracellular",101,8504,0.14,0.36,0.0028,"A0A182GIN2","RP20_CCG010567","Uncharacterized protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","GOCC:0005622","Intracellular",101,8504,0.14,0.36,0.0028,"A0A182GJ49","RP20_CCG010799","Uncharacterized protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","GOCC:0005622","Intracellular",101,8504,0.14,0.36,0.0028,"A0A182GK16","RP20_CCG011270","CPSF_A domain-containing protein.","Cleavage and polyadenylation specificity factor subunit 1",NA,NA,"nucleic acid binding","Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","GOCC:0005622","Intracellular",101,8504,0.14,0.36,0.0028,"A0A182GKR1","RP20_CCG011607","Uncharacterized protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","GOCC:0005622","Intracellular",101,8504,0.14,0.36,0.0028,"A0A182GLB9","RP20_CCG011899","KH domain-containing protein.","K Homology domain-containing protein",NA,"regulation of mRNA splicing, via spliceosome","mRNA binding","Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","GOCC:0005622","Intracellular",101,8504,0.14,0.36,0.0028,"A0A182GLI1","RP20_CCG012000","UDP-glucuronosyltransferase; Belongs to the UDP-glycosyltransferase family.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","GOCC:0005622","Intracellular",101,8504,0.14,0.36,0.0028,"A0A182GLJ0","RP20_CCG012009","Uncharacterized protein.",NA,NA,NA,"nuclear receptor activity; sequence-specific DNA binding; zinc ion binding","Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
