#node	identifier	category	term ID	term description
RP20_CCG008130	7160.A0A182GDP6	STRING clusters	CL:12928	Mixed, incl. Starch and sucrose metabolism, and Amino sugar and nucleotide sugar metabolism
RP20_CCG008130	7160.A0A182GDP6	STRING clusters	CL:12932	Starch and sucrose metabolism, and Glycoside hydrolase, family 65, central catalytic
RP20_CCG008130	7160.A0A182GDP6	STRING clusters	CL:12933	Starch and sucrose metabolism, and Glycogen breakdown (glycogenolysis)
RP20_CCG008130	7160.A0A182GDP6	STRING clusters	CL:12934	Glycogen metabolism, and Trehalose metabolic process
RP20_CCG008130	7160.A0A182GDP6	STRING clusters	CL:12939	Glycogen synthesis, and Carbohydrate phosphorylase
RP20_CCG008130	7160.A0A182GDP6	KEGG	aalb00500	Starch and sucrose metabolism
RP20_CCG008130	7160.A0A182GDP6	KEGG	aalb01100	Metabolic pathways
RP20_CCG008130	7160.A0A182GDP6	Reactome	MAP-1430728	Metabolism
RP20_CCG008130	7160.A0A182GDP6	Reactome	MAP-3322077	Glycogen synthesis
RP20_CCG008130	7160.A0A182GDP6	Reactome	MAP-71387	Metabolism of carbohydrates
RP20_CCG008130	7160.A0A182GDP6	Reactome	MAP-8982491	Glycogen metabolism
RP20_CCG008130	7160.A0A182GDP6	COMPARTMENTS	GOCC:0005622	Intracellular
RP20_CCG008130	7160.A0A182GDP6	COMPARTMENTS	GOCC:0005737	Cytoplasm
RP20_CCG008130	7160.A0A182GDP6	COMPARTMENTS	GOCC:0042587	Glycogen granule
RP20_CCG008130	7160.A0A182GDP6	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
RP20_CCG008130	7160.A0A182GDP6	UniProt Keywords	KW-0320	Glycogen biosynthesis
RP20_CCG008130	7160.A0A182GDP6	UniProt Keywords	KW-0328	Glycosyltransferase
RP20_CCG008130	7160.A0A182GDP6	UniProt Keywords	KW-0808	Transferase
RP20_CCG008130	7160.A0A182GDP6	Pfam	PF05693	Glycogen synthase
RP20_CCG008130	7160.A0A182GDP6	InterPro	IPR008631	Glycogen synthase
RP20_CCG008133	7160.A0A023EHT5	UniProt Keywords	KW-0732	Signal
RP20_CCG008228	7160.A0A182GDW5	GO Process	GO:0006139	Nucleobase-containing compound metabolic process
RP20_CCG008228	7160.A0A182GDW5	GO Process	GO:0006163	Purine nucleotide metabolic process
RP20_CCG008228	7160.A0A182GDW5	GO Process	GO:0006164	Purine nucleotide biosynthetic process
RP20_CCG008228	7160.A0A182GDW5	GO Process	GO:0006167	AMP biosynthetic process
RP20_CCG008228	7160.A0A182GDW5	GO Process	GO:0006725	Cellular aromatic compound metabolic process
RP20_CCG008228	7160.A0A182GDW5	GO Process	GO:0006753	Nucleoside phosphate metabolic process
RP20_CCG008228	7160.A0A182GDW5	GO Process	GO:0006793	Phosphorus metabolic process
RP20_CCG008228	7160.A0A182GDW5	GO Process	GO:0006796	Phosphate-containing compound metabolic process
RP20_CCG008228	7160.A0A182GDW5	GO Process	GO:0006807	Nitrogen compound metabolic process
RP20_CCG008228	7160.A0A182GDW5	GO Process	GO:0008152	Metabolic process
RP20_CCG008228	7160.A0A182GDW5	GO Process	GO:0009058	Biosynthetic process
RP20_CCG008228	7160.A0A182GDW5	GO Process	GO:0009117	Nucleotide metabolic process
RP20_CCG008228	7160.A0A182GDW5	GO Process	GO:0009123	Nucleoside monophosphate metabolic process
RP20_CCG008228	7160.A0A182GDW5	GO Process	GO:0009124	Nucleoside monophosphate biosynthetic process
RP20_CCG008228	7160.A0A182GDW5	GO Process	GO:0009126	Purine nucleoside monophosphate metabolic process
RP20_CCG008228	7160.A0A182GDW5	GO Process	GO:0009127	Purine nucleoside monophosphate biosynthetic process
RP20_CCG008228	7160.A0A182GDW5	GO Process	GO:0009150	Purine ribonucleotide metabolic process
RP20_CCG008228	7160.A0A182GDW5	GO Process	GO:0009152	Purine ribonucleotide biosynthetic process
RP20_CCG008228	7160.A0A182GDW5	GO Process	GO:0009156	Ribonucleoside monophosphate biosynthetic process
RP20_CCG008228	7160.A0A182GDW5	GO Process	GO:0009161	Ribonucleoside monophosphate metabolic process
RP20_CCG008228	7160.A0A182GDW5	GO Process	GO:0009165	Nucleotide biosynthetic process
RP20_CCG008228	7160.A0A182GDW5	GO Process	GO:0009167	Purine ribonucleoside monophosphate metabolic process
RP20_CCG008228	7160.A0A182GDW5	GO Process	GO:0009168	Purine ribonucleoside monophosphate biosynthetic process
RP20_CCG008228	7160.A0A182GDW5	GO Process	GO:0009259	Ribonucleotide metabolic process
RP20_CCG008228	7160.A0A182GDW5	GO Process	GO:0009260	Ribonucleotide biosynthetic process
RP20_CCG008228	7160.A0A182GDW5	GO Process	GO:0009987	Cellular process
RP20_CCG008228	7160.A0A182GDW5	GO Process	GO:0018130	Heterocycle biosynthetic process
RP20_CCG008228	7160.A0A182GDW5	GO Process	GO:0019438	Aromatic compound biosynthetic process
RP20_CCG008228	7160.A0A182GDW5	GO Process	GO:0019637	Organophosphate metabolic process
RP20_CCG008228	7160.A0A182GDW5	GO Process	GO:0019693	Ribose phosphate metabolic process
RP20_CCG008228	7160.A0A182GDW5	GO Process	GO:0034641	Cellular nitrogen compound metabolic process
RP20_CCG008228	7160.A0A182GDW5	GO Process	GO:0034654	Nucleobase-containing compound biosynthetic process
RP20_CCG008228	7160.A0A182GDW5	GO Process	GO:0044208	De novo AMP biosynthetic process
RP20_CCG008228	7160.A0A182GDW5	GO Process	GO:0044237	Cellular metabolic process
RP20_CCG008228	7160.A0A182GDW5	GO Process	GO:0044238	Primary metabolic process
RP20_CCG008228	7160.A0A182GDW5	GO Process	GO:0044249	Cellular biosynthetic process
RP20_CCG008228	7160.A0A182GDW5	GO Process	GO:0044271	Cellular nitrogen compound biosynthetic process
RP20_CCG008228	7160.A0A182GDW5	GO Process	GO:0044281	Small molecule metabolic process
RP20_CCG008228	7160.A0A182GDW5	GO Process	GO:0046033	AMP metabolic process
RP20_CCG008228	7160.A0A182GDW5	GO Process	GO:0046390	Ribose phosphate biosynthetic process
RP20_CCG008228	7160.A0A182GDW5	GO Process	GO:0046483	Heterocycle metabolic process
RP20_CCG008228	7160.A0A182GDW5	GO Process	GO:0055086	Nucleobase-containing small molecule metabolic process
RP20_CCG008228	7160.A0A182GDW5	GO Process	GO:0071704	Organic substance metabolic process
RP20_CCG008228	7160.A0A182GDW5	GO Process	GO:0072521	Purine-containing compound metabolic process
RP20_CCG008228	7160.A0A182GDW5	GO Process	GO:0072522	Purine-containing compound biosynthetic process
RP20_CCG008228	7160.A0A182GDW5	GO Process	GO:0090407	Organophosphate biosynthetic process
RP20_CCG008228	7160.A0A182GDW5	GO Process	GO:1901135	Carbohydrate derivative metabolic process
RP20_CCG008228	7160.A0A182GDW5	GO Process	GO:1901137	Carbohydrate derivative biosynthetic process
RP20_CCG008228	7160.A0A182GDW5	GO Process	GO:1901293	Nucleoside phosphate biosynthetic process
RP20_CCG008228	7160.A0A182GDW5	GO Process	GO:1901360	Organic cyclic compound metabolic process
RP20_CCG008228	7160.A0A182GDW5	GO Process	GO:1901362	Organic cyclic compound biosynthetic process
RP20_CCG008228	7160.A0A182GDW5	GO Process	GO:1901564	Organonitrogen compound metabolic process
RP20_CCG008228	7160.A0A182GDW5	GO Process	GO:1901566	Organonitrogen compound biosynthetic process
RP20_CCG008228	7160.A0A182GDW5	GO Process	GO:1901576	Organic substance biosynthetic process
RP20_CCG008228	7160.A0A182GDW5	GO Function	GO:0000166	Nucleotide binding
RP20_CCG008228	7160.A0A182GDW5	GO Function	GO:0000287	Magnesium ion binding
RP20_CCG008228	7160.A0A182GDW5	GO Function	GO:0003824	Catalytic activity
RP20_CCG008228	7160.A0A182GDW5	GO Function	GO:0004019	Adenylosuccinate synthase activity
RP20_CCG008228	7160.A0A182GDW5	GO Function	GO:0005488	Binding
RP20_CCG008228	7160.A0A182GDW5	GO Function	GO:0005525	GTP binding
RP20_CCG008228	7160.A0A182GDW5	GO Function	GO:0016874	Ligase activity
RP20_CCG008228	7160.A0A182GDW5	GO Function	GO:0016879	Ligase activity, forming carbon-nitrogen bonds
RP20_CCG008228	7160.A0A182GDW5	GO Function	GO:0017076	Purine nucleotide binding
RP20_CCG008228	7160.A0A182GDW5	GO Function	GO:0019001	Guanyl nucleotide binding
RP20_CCG008228	7160.A0A182GDW5	GO Function	GO:0032553	Ribonucleotide binding
RP20_CCG008228	7160.A0A182GDW5	GO Function	GO:0032555	Purine ribonucleotide binding
RP20_CCG008228	7160.A0A182GDW5	GO Function	GO:0032561	Guanyl ribonucleotide binding
RP20_CCG008228	7160.A0A182GDW5	GO Function	GO:0035639	Purine ribonucleoside triphosphate binding
RP20_CCG008228	7160.A0A182GDW5	GO Function	GO:0036094	Small molecule binding
RP20_CCG008228	7160.A0A182GDW5	GO Function	GO:0043167	Ion binding
RP20_CCG008228	7160.A0A182GDW5	GO Function	GO:0043168	Anion binding
RP20_CCG008228	7160.A0A182GDW5	GO Function	GO:0043169	Cation binding
RP20_CCG008228	7160.A0A182GDW5	GO Function	GO:0046872	Metal ion binding
RP20_CCG008228	7160.A0A182GDW5	GO Function	GO:0097159	Organic cyclic compound binding
RP20_CCG008228	7160.A0A182GDW5	GO Function	GO:0097367	Carbohydrate derivative binding
RP20_CCG008228	7160.A0A182GDW5	GO Function	GO:1901265	Nucleoside phosphate binding
RP20_CCG008228	7160.A0A182GDW5	GO Function	GO:1901363	Heterocyclic compound binding
RP20_CCG008228	7160.A0A182GDW5	GO Component	GO:0005622	Intracellular anatomical structure
RP20_CCG008228	7160.A0A182GDW5	GO Component	GO:0005737	Cytoplasm
RP20_CCG008228	7160.A0A182GDW5	GO Component	GO:0110165	Cellular anatomical entity
RP20_CCG008228	7160.A0A182GDW5	STRING clusters	CL:10775	Mixed, incl. Carbon metabolism, and Cellular amino acid catabolic process
RP20_CCG008228	7160.A0A182GDW5	STRING clusters	CL:10777	Mixed, incl. Carbon metabolism, and Pyruvate metabolism and Citric Acid (TCA) cycle
RP20_CCG008228	7160.A0A182GDW5	STRING clusters	CL:10967	Mixed, incl. Glycine, serine and threonine metabolism, and Purine ribonucleoside monophosphate biosynthesis
RP20_CCG008228	7160.A0A182GDW5	STRING clusters	CL:10968	Mixed, incl. Hydroxymethyl-, formyl- and related transferase activity, and Folic acid-containing compound metabolic process
RP20_CCG008228	7160.A0A182GDW5	STRING clusters	CL:10969	Hydroxymethyl-, formyl- and related transferase activity, and Folic acid-containing compound metabolic process
RP20_CCG008228	7160.A0A182GDW5	STRING clusters	CL:10972	One carbon pool by folate, and Purine ribonucleoside monophosphate biosynthesis
RP20_CCG008228	7160.A0A182GDW5	STRING clusters	CL:10974	Hydroxymethyl-, formyl- and related transferase activity, and Tetrahydrofolate interconversion
RP20_CCG008228	7160.A0A182GDW5	STRING clusters	CL:10976	Purine ribonucleoside monophosphate biosynthesis
RP20_CCG008228	7160.A0A182GDW5	KEGG	aalb00230	Purine metabolism
RP20_CCG008228	7160.A0A182GDW5	KEGG	aalb00250	Alanine, aspartate and glutamate metabolism
RP20_CCG008228	7160.A0A182GDW5	KEGG	aalb01100	Metabolic pathways
RP20_CCG008228	7160.A0A182GDW5	Reactome	MAP-1430728	Metabolism
RP20_CCG008228	7160.A0A182GDW5	Reactome	MAP-15869	Metabolism of nucleotides
RP20_CCG008228	7160.A0A182GDW5	Reactome	MAP-73817	Purine ribonucleoside monophosphate biosynthesis
RP20_CCG008228	7160.A0A182GDW5	Reactome	MAP-8956320	Nucleotide biosynthesis
RP20_CCG008228	7160.A0A182GDW5	COMPARTMENTS	GOCC:0005622	Intracellular
RP20_CCG008228	7160.A0A182GDW5	COMPARTMENTS	GOCC:0005737	Cytoplasm
RP20_CCG008228	7160.A0A182GDW5	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
RP20_CCG008228	7160.A0A182GDW5	UniProt Keywords	KW-0342	GTP-binding
RP20_CCG008228	7160.A0A182GDW5	UniProt Keywords	KW-0436	Ligase
RP20_CCG008228	7160.A0A182GDW5	UniProt Keywords	KW-0460	Magnesium
RP20_CCG008228	7160.A0A182GDW5	UniProt Keywords	KW-0479	Metal-binding
RP20_CCG008228	7160.A0A182GDW5	UniProt Keywords	KW-0547	Nucleotide-binding
RP20_CCG008228	7160.A0A182GDW5	UniProt Keywords	KW-0658	Purine biosynthesis
RP20_CCG008228	7160.A0A182GDW5	UniProt Keywords	KW-0963	Cytoplasm
RP20_CCG008228	7160.A0A182GDW5	InterPro	IPR001114	Adenylosuccinate synthetase
RP20_CCG008228	7160.A0A182GDW5	InterPro	IPR018220	Adenylosuccinate synthase, GTP-binding site
RP20_CCG008228	7160.A0A182GDW5	InterPro	IPR027417	P-loop containing nucleoside triphosphate hydrolase
RP20_CCG008228	7160.A0A182GDW5	InterPro	IPR033128	Adenylosuccinate synthase, active site
RP20_CCG008228	7160.A0A182GDW5	InterPro	IPR042109	Adenylosuccinate synthetase, domain 1
RP20_CCG008228	7160.A0A182GDW5	InterPro	IPR042110	Adenylosuccinate synthetase, domain 2
RP20_CCG008228	7160.A0A182GDW5	InterPro	IPR042111	Adenylosuccinate synthetase, domain 3
RP20_CCG008228	7160.A0A182GDW5	SMART	SM00788	Adenylosuccinate synthetase
RP20_CCG008258	7160.A0A182GDY7	GO Process	GO:0006807	Nitrogen compound metabolic process
RP20_CCG008258	7160.A0A182GDY7	GO Process	GO:0008152	Metabolic process
RP20_CCG008258	7160.A0A182GDY7	GO Process	GO:0008582	Regulation of synaptic assembly at neuromuscular junction
RP20_CCG008258	7160.A0A182GDY7	GO Process	GO:0016567	Protein ubiquitination
RP20_CCG008258	7160.A0A182GDY7	GO Process	GO:0019538	Protein metabolic process
RP20_CCG008258	7160.A0A182GDY7	GO Process	GO:0032446	Protein modification by small protein conjugation
RP20_CCG008258	7160.A0A182GDY7	GO Process	GO:0036211	Protein modification process
RP20_CCG008258	7160.A0A182GDY7	GO Process	GO:0040008	Regulation of growth
RP20_CCG008258	7160.A0A182GDY7	GO Process	GO:0043170	Macromolecule metabolic process
RP20_CCG008258	7160.A0A182GDY7	GO Process	GO:0043412	Macromolecule modification
RP20_CCG008258	7160.A0A182GDY7	GO Process	GO:0044087	Regulation of cellular component biogenesis
RP20_CCG008258	7160.A0A182GDY7	GO Process	GO:0044238	Primary metabolic process
RP20_CCG008258	7160.A0A182GDY7	GO Process	GO:0045886	Negative regulation of synaptic assembly at neuromuscular junction
RP20_CCG008258	7160.A0A182GDY7	GO Process	GO:0045926	Negative regulation of growth
RP20_CCG008258	7160.A0A182GDY7	GO Process	GO:0048519	Negative regulation of biological process
RP20_CCG008258	7160.A0A182GDY7	GO Process	GO:0048523	Negative regulation of cellular process
RP20_CCG008258	7160.A0A182GDY7	GO Process	GO:0048638	Regulation of developmental growth
RP20_CCG008258	7160.A0A182GDY7	GO Process	GO:0048640	Negative regulation of developmental growth
RP20_CCG008258	7160.A0A182GDY7	GO Process	GO:0050789	Regulation of biological process
RP20_CCG008258	7160.A0A182GDY7	GO Process	GO:0050793	Regulation of developmental process
RP20_CCG008258	7160.A0A182GDY7	GO Process	GO:0050794	Regulation of cellular process
RP20_CCG008258	7160.A0A182GDY7	GO Process	GO:0050803	Regulation of synapse structure or activity
RP20_CCG008258	7160.A0A182GDY7	GO Process	GO:0050807	Regulation of synapse organization
RP20_CCG008258	7160.A0A182GDY7	GO Process	GO:0051093	Negative regulation of developmental process
RP20_CCG008258	7160.A0A182GDY7	GO Process	GO:0051128	Regulation of cellular component organization
RP20_CCG008258	7160.A0A182GDY7	GO Process	GO:0051129	Negative regulation of cellular component organization
RP20_CCG008258	7160.A0A182GDY7	GO Process	GO:0051239	Regulation of multicellular organismal process
RP20_CCG008258	7160.A0A182GDY7	GO Process	GO:0051241	Negative regulation of multicellular organismal process
RP20_CCG008258	7160.A0A182GDY7	GO Process	GO:0051960	Regulation of nervous system development
RP20_CCG008258	7160.A0A182GDY7	GO Process	GO:0051961	Negative regulation of nervous system development
RP20_CCG008258	7160.A0A182GDY7	GO Process	GO:0051963	Regulation of synapse assembly
RP20_CCG008258	7160.A0A182GDY7	GO Process	GO:0051964	Negative regulation of synapse assembly
RP20_CCG008258	7160.A0A182GDY7	GO Process	GO:0065007	Biological regulation
RP20_CCG008258	7160.A0A182GDY7	GO Process	GO:0065008	Regulation of biological quality
RP20_CCG008258	7160.A0A182GDY7	GO Process	GO:0070647	Protein modification by small protein conjugation or removal
RP20_CCG008258	7160.A0A182GDY7	GO Process	GO:0071704	Organic substance metabolic process
RP20_CCG008258	7160.A0A182GDY7	GO Process	GO:1901564	Organonitrogen compound metabolic process
RP20_CCG008258	7160.A0A182GDY7	GO Process	GO:1901888	Regulation of cell junction assembly
RP20_CCG008258	7160.A0A182GDY7	GO Process	GO:1901889	Negative regulation of cell junction assembly
RP20_CCG008258	7160.A0A182GDY7	GO Process	GO:1904396	Regulation of neuromuscular junction development
RP20_CCG008258	7160.A0A182GDY7	GO Process	GO:1904397	Negative regulation of neuromuscular junction development
RP20_CCG008258	7160.A0A182GDY7	GO Process	GO:1905809	Negative regulation of synapse organization
RP20_CCG008258	7160.A0A182GDY7	GO Process	GO:2000026	Regulation of multicellular organismal development
RP20_CCG008258	7160.A0A182GDY7	GO Function	GO:0003779	Actin binding
RP20_CCG008258	7160.A0A182GDY7	GO Function	GO:0005488	Binding
RP20_CCG008258	7160.A0A182GDY7	GO Function	GO:0005515	Protein binding
RP20_CCG008258	7160.A0A182GDY7	GO Function	GO:0008092	Cytoskeletal protein binding
RP20_CCG008258	7160.A0A182GDY7	GO Component	GO:0000151	Ubiquitin ligase complex
RP20_CCG008258	7160.A0A182GDY7	GO Component	GO:0031461	cullin-RING ubiquitin ligase complex
RP20_CCG008258	7160.A0A182GDY7	GO Component	GO:0031463	Cul3-RING ubiquitin ligase complex
RP20_CCG008258	7160.A0A182GDY7	GO Component	GO:0032991	Protein-containing complex
RP20_CCG008258	7160.A0A182GDY7	GO Component	GO:0140535	Intracellular protein-containing complex
RP20_CCG008258	7160.A0A182GDY7	GO Component	GO:1902494	Catalytic complex
RP20_CCG008258	7160.A0A182GDY7	GO Component	GO:1990234	Transferase complex
RP20_CCG008258	7160.A0A182GDY7	STRING clusters	CL:2390	Mixed, incl. Zinc finger, FLYWCH-type, and BBSome
RP20_CCG008258	7160.A0A182GDY7	STRING clusters	CL:2391	Mixed, incl. Zinc finger, FLYWCH-type, and BBSome
RP20_CCG008258	7160.A0A182GDY7	STRING clusters	CL:2394	Mixed, incl. BBSome, and Zinc finger, FLYWCH-type
RP20_CCG008258	7160.A0A182GDY7	STRING clusters	CL:2399	Mixed, incl. BBSome, and Zinc finger, FLYWCH-type
RP20_CCG008258	7160.A0A182GDY7	STRING clusters	CL:2404	Mixed, incl. BBSome, and Zinc finger, FLYWCH-type
RP20_CCG008258	7160.A0A182GDY7	STRING clusters	CL:2409	Mixed, incl. BBSome, and BTB And C-terminal Kelch
RP20_CCG008258	7160.A0A182GDY7	STRING clusters	CL:2472	Mixed, incl. Sequestosome-1, UBA domain, and Basic leucine zipper domain, Maf-type
RP20_CCG008258	7160.A0A182GDY7	Reactome	MAP-1280218	Adaptive Immune System
RP20_CCG008258	7160.A0A182GDY7	Reactome	MAP-168256	Immune System
RP20_CCG008258	7160.A0A182GDY7	Reactome	MAP-392499	Metabolism of proteins
RP20_CCG008258	7160.A0A182GDY7	Reactome	MAP-597592	Post-translational protein modification
RP20_CCG008258	7160.A0A182GDY7	Reactome	MAP-8951664	Neddylation
RP20_CCG008258	7160.A0A182GDY7	Reactome	MAP-983168	Antigen processing: Ubiquitination & Proteasome degradation
RP20_CCG008258	7160.A0A182GDY7	Reactome	MAP-983169	Class I MHC mediated antigen processing & presentation
RP20_CCG008258	7160.A0A182GDY7	COMPARTMENTS	GOCC:0000151	Ubiquitin ligase complex
RP20_CCG008258	7160.A0A182GDY7	COMPARTMENTS	GOCC:0005622	Intracellular
RP20_CCG008258	7160.A0A182GDY7	COMPARTMENTS	GOCC:0031461	cullin-RING ubiquitin ligase complex
RP20_CCG008258	7160.A0A182GDY7	COMPARTMENTS	GOCC:0031463	Cul3-RING ubiquitin ligase complex
RP20_CCG008258	7160.A0A182GDY7	COMPARTMENTS	GOCC:0032991	Protein-containing complex
RP20_CCG008258	7160.A0A182GDY7	COMPARTMENTS	GOCC:1902494	Catalytic complex
RP20_CCG008258	7160.A0A182GDY7	COMPARTMENTS	GOCC:1990234	Transferase complex
RP20_CCG008258	7160.A0A182GDY7	InterPro	IPR011705	BTB/Kelch-associated
RP20_CCG008258	7160.A0A182GDY7	SMART	SM00875	BTB And C-terminal Kelch
RP20_CCG008318	7160.A0A182GE25	GO Process	GO:0001654	Eye development
RP20_CCG008318	7160.A0A182GE25	GO Process	GO:0006508	Proteolysis
RP20_CCG008318	7160.A0A182GE25	GO Process	GO:0006807	Nitrogen compound metabolic process
RP20_CCG008318	7160.A0A182GE25	GO Process	GO:0007275	Multicellular organism development
RP20_CCG008318	7160.A0A182GE25	GO Process	GO:0007423	Sensory organ development
RP20_CCG008318	7160.A0A182GE25	GO Process	GO:0008152	Metabolic process
RP20_CCG008318	7160.A0A182GE25	GO Process	GO:0009653	Anatomical structure morphogenesis
RP20_CCG008318	7160.A0A182GE25	GO Process	GO:0009887	Animal organ morphogenesis
RP20_CCG008318	7160.A0A182GE25	GO Process	GO:0009892	Negative regulation of metabolic process
RP20_CCG008318	7160.A0A182GE25	GO Process	GO:0009894	Regulation of catabolic process
RP20_CCG008318	7160.A0A182GE25	GO Process	GO:0009895	Negative regulation of catabolic process
RP20_CCG008318	7160.A0A182GE25	GO Process	GO:0009966	Regulation of signal transduction
RP20_CCG008318	7160.A0A182GE25	GO Process	GO:0009967	Positive regulation of signal transduction
RP20_CCG008318	7160.A0A182GE25	GO Process	GO:0009987	Cellular process
RP20_CCG008318	7160.A0A182GE25	GO Process	GO:0010605	Negative regulation of macromolecule metabolic process
RP20_CCG008318	7160.A0A182GE25	GO Process	GO:0010646	Regulation of cell communication
RP20_CCG008318	7160.A0A182GE25	GO Process	GO:0010647	Positive regulation of cell communication
RP20_CCG008318	7160.A0A182GE25	GO Process	GO:0016579	Protein deubiquitination
RP20_CCG008318	7160.A0A182GE25	GO Process	GO:0019222	Regulation of metabolic process
RP20_CCG008318	7160.A0A182GE25	GO Process	GO:0019538	Protein metabolic process
RP20_CCG008318	7160.A0A182GE25	GO Process	GO:0023051	Regulation of signaling
RP20_CCG008318	7160.A0A182GE25	GO Process	GO:0023056	Positive regulation of signaling
RP20_CCG008318	7160.A0A182GE25	GO Process	GO:0030111	Regulation of Wnt signaling pathway
RP20_CCG008318	7160.A0A182GE25	GO Process	GO:0030154	Cell differentiation
RP20_CCG008318	7160.A0A182GE25	GO Process	GO:0030162	Regulation of proteolysis
RP20_CCG008318	7160.A0A182GE25	GO Process	GO:0030177	Positive regulation of Wnt signaling pathway
RP20_CCG008318	7160.A0A182GE25	GO Process	GO:0031323	Regulation of cellular metabolic process
RP20_CCG008318	7160.A0A182GE25	GO Process	GO:0031324	Negative regulation of cellular metabolic process
RP20_CCG008318	7160.A0A182GE25	GO Process	GO:0031329	Regulation of cellular catabolic process
RP20_CCG008318	7160.A0A182GE25	GO Process	GO:0031330	Negative regulation of cellular catabolic process
RP20_CCG008318	7160.A0A182GE25	GO Process	GO:0031647	Regulation of protein stability
RP20_CCG008318	7160.A0A182GE25	GO Process	GO:0032434	Regulation of proteasomal ubiquitin-dependent protein catabolic process
RP20_CCG008318	7160.A0A182GE25	GO Process	GO:0032435	Negative regulation of proteasomal ubiquitin-dependent protein catabolic process
RP20_CCG008318	7160.A0A182GE25	GO Process	GO:0032501	Multicellular organismal process
RP20_CCG008318	7160.A0A182GE25	GO Process	GO:0032502	Developmental process
RP20_CCG008318	7160.A0A182GE25	GO Process	GO:0036211	Protein modification process
RP20_CCG008318	7160.A0A182GE25	GO Process	GO:0042058	Regulation of epidermal growth factor receptor signaling pathway
RP20_CCG008318	7160.A0A182GE25	GO Process	GO:0042176	Regulation of protein catabolic process
RP20_CCG008318	7160.A0A182GE25	GO Process	GO:0042177	Negative regulation of protein catabolic process
RP20_CCG008318	7160.A0A182GE25	GO Process	GO:0043170	Macromolecule metabolic process
RP20_CCG008318	7160.A0A182GE25	GO Process	GO:0043408	Regulation of MAPK cascade
RP20_CCG008318	7160.A0A182GE25	GO Process	GO:0043410	Positive regulation of MAPK cascade
RP20_CCG008318	7160.A0A182GE25	GO Process	GO:0043412	Macromolecule modification
RP20_CCG008318	7160.A0A182GE25	GO Process	GO:0044238	Primary metabolic process
RP20_CCG008318	7160.A0A182GE25	GO Process	GO:0045595	Regulation of cell differentiation
RP20_CCG008318	7160.A0A182GE25	GO Process	GO:0045664	Regulation of neuron differentiation
RP20_CCG008318	7160.A0A182GE25	GO Process	GO:0045742	Positive regulation of epidermal growth factor receptor signaling pathway
RP20_CCG008318	7160.A0A182GE25	GO Process	GO:0045861	Negative regulation of proteolysis
RP20_CCG008318	7160.A0A182GE25	GO Process	GO:0046532	Regulation of photoreceptor cell differentiation
RP20_CCG008318	7160.A0A182GE25	GO Process	GO:0046626	Regulation of insulin receptor signaling pathway
RP20_CCG008318	7160.A0A182GE25	GO Process	GO:0046628	Positive regulation of insulin receptor signaling pathway
RP20_CCG008318	7160.A0A182GE25	GO Process	GO:0048513	Animal organ development
RP20_CCG008318	7160.A0A182GE25	GO Process	GO:0048518	Positive regulation of biological process
RP20_CCG008318	7160.A0A182GE25	GO Process	GO:0048519	Negative regulation of biological process
RP20_CCG008318	7160.A0A182GE25	GO Process	GO:0048522	Positive regulation of cellular process
RP20_CCG008318	7160.A0A182GE25	GO Process	GO:0048523	Negative regulation of cellular process
RP20_CCG008318	7160.A0A182GE25	GO Process	GO:0048583	Regulation of response to stimulus
RP20_CCG008318	7160.A0A182GE25	GO Process	GO:0048584	Positive regulation of response to stimulus
RP20_CCG008318	7160.A0A182GE25	GO Process	GO:0048592	Eye morphogenesis
RP20_CCG008318	7160.A0A182GE25	GO Process	GO:0048731	System development
RP20_CCG008318	7160.A0A182GE25	GO Process	GO:0048749	Compound eye development
RP20_CCG008318	7160.A0A182GE25	GO Process	GO:0048856	Anatomical structure development
RP20_CCG008318	7160.A0A182GE25	GO Process	GO:0048869	Cellular developmental process
RP20_CCG008318	7160.A0A182GE25	GO Process	GO:0048880	Sensory system development
RP20_CCG008318	7160.A0A182GE25	GO Process	GO:0050789	Regulation of biological process
RP20_CCG008318	7160.A0A182GE25	GO Process	GO:0050793	Regulation of developmental process
RP20_CCG008318	7160.A0A182GE25	GO Process	GO:0050794	Regulation of cellular process
RP20_CCG008318	7160.A0A182GE25	GO Process	GO:0050821	Protein stabilization
RP20_CCG008318	7160.A0A182GE25	GO Process	GO:0051171	Regulation of nitrogen compound metabolic process
RP20_CCG008318	7160.A0A182GE25	GO Process	GO:0051172	Negative regulation of nitrogen compound metabolic process
RP20_CCG008318	7160.A0A182GE25	GO Process	GO:0051246	Regulation of protein metabolic process
RP20_CCG008318	7160.A0A182GE25	GO Process	GO:0051248	Negative regulation of protein metabolic process
RP20_CCG008318	7160.A0A182GE25	GO Process	GO:0060255	Regulation of macromolecule metabolic process
RP20_CCG008318	7160.A0A182GE25	GO Process	GO:0060828	Regulation of canonical Wnt signaling pathway
RP20_CCG008318	7160.A0A182GE25	GO Process	GO:0061136	Regulation of proteasomal protein catabolic process
RP20_CCG008318	7160.A0A182GE25	GO Process	GO:0065007	Biological regulation
RP20_CCG008318	7160.A0A182GE25	GO Process	GO:0065008	Regulation of biological quality
RP20_CCG008318	7160.A0A182GE25	GO Process	GO:0070372	Regulation of ERK1 and ERK2 cascade
