"uniprot_id","protein_name","species","mirna","mirna_expression","common_mirna","term_ID","term_description","observed_gene_count","background_gene_count","strength","signal","false_discovery_rate","matching_proteins_labels_network","annotation_stringdb","protein_name_uniprot","cc_function_uniprot","go_p_uniprot","go_f_uniprot","description_eggnog","preferred_name_eggnog","pfams_eggnog","interpro_description_ips","signature_description_ips","dataset","category_of_interest","enrichment_method","protein_db","taxon_id","assembly_name","stringdb_id"
"Q17L13","SCAPER","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0032501","Multicellular organismal process",148,3712,0.25,0.79,2.55e-11,"AAEL001482",NA,NA,NA,NA,NA,"S phase cyclin A-associated protein in the endoplasmic reticulum","SCAPER","SCAPER_N,zf-met",NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17L66","Eif4enif1","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0032501","Multicellular organismal process",148,3712,0.25,0.79,2.55e-11,"AAEL001468",NA,NA,NA,"negative regulation of translation","mRNA binding","Nucleocytoplasmic shuttling protein for mRNA cap-binding EIF4E","Eif4enif1","EIF4E-T","Eukaryotic translation initiation factor 4E binding protein","Nucleocytoplasmic shuttling protein for mRNA cap-binding EIF4E","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17L67","Eif4enif1","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0032501","Multicellular organismal process",148,3712,0.25,0.79,2.55e-11,"AAEL001454",NA,NA,NA,"negative regulation of translation","mRNA binding","Nucleocytoplasmic shuttling protein for mRNA cap-binding EIF4E","Eif4enif1","EIF4E-T","Eukaryotic translation initiation factor 4E binding protein","Nucleocytoplasmic shuttling protein for mRNA cap-binding EIF4E","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17LA6","Q17LA6","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0032501","Multicellular organismal process",148,3712,0.25,0.79,2.55e-11,"AAEL001437",NA,NA,NA,"post-embryonic development; regulation of developmental process; regulation of DNA-templated transcription; regulation of multicellular organismal process",NA,"Domain B in dwarfin family proteins",NA,"MH2","SMAD domain, Dwarfin-type","MH2 domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17LI9","CCDC39","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0032501","Multicellular organismal process",148,3712,0.25,0.79,2.55e-11,"AAEL001340",NA,"Coiled-coil domain-containing protein 39","Required for assembly of dynein regulatory complex (DRC) and inner dynein arm (IDA) complexes, which are responsible for ciliary beat regulation, thereby playing a central role in motility in cilia and flagella. Probably acts together with CCDC40 to form a molecular ruler that determines the 96 nanometer (nm) repeat length and arrangements of components in cilia and flagella. Not required for outer dynein arm complexes assembly","cilium-dependent cell motility; epithelial cilium movement involved in determination of left/right asymmetry; inner dynein arm assembly",NA,"Coiled-coil domain-containing protein 39","CCDC39",NA,"Coiled-coil domain-containing protein 39","Coiled-coil domain-containing protein 39","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17MI1","CALR","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0032501","Multicellular organismal process",148,3712,0.25,0.79,2.55e-11,"AAEL001005","Calreticulin.","Calreticulin","Molecular calcium-binding chaperone promoting folding, oligomeric assembly and quality control in the ER via the calreticulin/calnexin cycle. This lectin may interact transiently with almost all of the monoglucosylated glycoproteins that are synthesized in the ER","ERAD pathway; protein folding","calcium ion binding; carbohydrate binding; unfolded protein binding","Calreticulin","CALR","Calreticulin","Calreticulin/calnexin","Calreticulin family","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17MT6","ARK","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0032501","Multicellular organismal process",148,3712,0.25,0.79,2.55e-11,"ARK","Apaf-1 Related Killer.",NA,NA,"apoptotic process","ADP binding","WD40 repeats",NA,"ANAPC4_WD40,CARD,NB-ARC,WD40","NB-ARC","NB-ARC domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17MX1","Q17MX1","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0032501","Multicellular organismal process",148,3712,0.25,0.79,2.55e-11,"AAEL000868",NA,NA,NA,NA,NA,"Domain present in PSD-95, Dlg, and ZO-1/2.",NA,"PDZ","PDZ domain","PDZ domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17MX6","DFNB31","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0032501","Multicellular organismal process",148,3712,0.25,0.79,2.55e-11,"AAEL000908",NA,NA,NA,NA,NA,"Domain present in PSD-95, Dlg, and ZO-1/2.","DFNB31","PDZ","PDZ domain","PDZ domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17MX7","Q17MX7","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0032501","Multicellular organismal process",148,3712,0.25,0.79,2.55e-11,"AAEL000891",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17N01","uzip","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0032501","Multicellular organismal process",148,3712,0.25,0.79,2.55e-11,"AAEL000860",NA,NA,NA,NA,NA,NA,"uzip","DUF3421",NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17NC1","MSI1","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0032501","Multicellular organismal process",148,3712,0.25,0.79,2.55e-11,"AAEL000729",NA,NA,NA,"regulation of translation","mRNA binding","nucleic acid binding","MSI1","RRM_1",NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17NE5","ELF2","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0032501","Multicellular organismal process",148,3712,0.25,0.79,2.55e-11,"AAEL000741","Ecdysone-induced protein 74EF (ETS transcription factor E74A).",NA,NA,"autophagy; cell differentiation; regulation of development, heterochronic","DNA-binding transcription activator activity, RNA polymerase II-specific; sequence-specific DNA binding","erythroblast transformation specific domain","ELF2","Elf-1_N,Ets","Ets domain","Ets-domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17NG8","PYGB","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0032501","Multicellular organismal process",148,3712,0.25,0.79,2.55e-11,"AAEL000703","Alpha-1,4 glucan phosphorylase; Phosphorylase is an important allosteric enzyme in carbohydrate metabolism. Enzymes from different sources differ in their regulatory mechanisms and in their natural substrates. However, all known phosphorylases share catalytic and structural properties.","Alpha-1,4 glucan phosphorylase","Allosteric enzyme that catalyzes the rate-limiting step in glycogen catabolism, the phosphorolytic cleavage of glycogen to produce glucose-1-phosphate, and plays a central role in maintaining cellular and organismal glucose homeostasis","glycogen catabolic process","glycogen phosphorylase activity; pyridoxal phosphate binding","Phosphorylase is an important allosteric enzyme in carbohydrate metabolism. Enzymes from different sources differ in their regulatory mechanisms and in their natural substrates. However, all known phosphorylases share catalytic and structural properties","PYGB","Phosphorylase","Glycosyl transferase, family 35","Carbohydrate phosphorylase","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17NJ1","TOLL8","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0032501","Multicellular organismal process",148,3712,0.25,0.79,2.55e-11,"TOLL8",NA,NA,NA,"axis elongation; convergent extension; neuron development; regulation of macromolecule biosynthetic process; signal transduction",NA,"Toll - interleukin 1 - resistance",NA,"LRR_5,LRR_8,TIR,TIR_2","Leucine-rich repeat","Leucine rich repeat","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17NP6","hmr-1","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0032501","Multicellular organismal process",148,3712,0.25,0.79,2.55e-11,"AAEL000597","AAEL000597-PA; Cadherins are calcium-dependent cell adhesion proteins.",NA,"Cadherins are calcium-dependent cell adhesion proteins","axon extension involved in axon guidance; cell migration; homophilic cell adhesion via plasma membrane adhesion molecules; ommatidial rotation; R7 cell development; R8 cell development","beta-catenin binding; cadherin binding; calcium ion binding","Cadherins are calcium-dependent cell adhesion proteins","hmr-1","Cadherin,Cadherin_C,EGF,Laminin_G_2,hEGF","DE-cadherin-like, Ig-like domain","DE-cadherin, Ig-like domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17NT7","DNR1","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0032501","Multicellular organismal process",148,3712,0.25,0.79,2.55e-11,"DNR1",NA,"RING-type E3 ubiquitin transferase",NA,"animal organ morphogenesis; neuron differentiation; protein ubiquitination; ubiquitin-dependent protein catabolic process","ubiquitin protein ligase activity; zinc ion binding","FERM C-terminal PH-like domain","dnr1","FERM_C,FERM_M,FERM_N,zf-C3HC4_3","FERM central domain","FERM central domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17PG3","RYK","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0032501","Multicellular organismal process",148,3712,0.25,0.79,2.55e-11,"AAEL000324","Tyrosine-protein kinase drl.","receptor protein-tyrosine kinase",NA,"axon guidance; cell surface receptor protein tyrosine kinase signaling pathway; positive regulation of neuron projection development; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction; salivary gland morphogenesis","ATP binding; protein heterodimerization activity; protein tyrosine kinase activity","WIF domain","RYK","Pkinase_Tyr,WIF","WIF domain","WIF domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17PN7","VPRBP","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0032501","Multicellular organismal process",148,3712,0.25,0.79,2.55e-11,"AAEL000276",NA,"DDB1- and CUL4-associated factor 1",NA,"chromatin organization; protein ubiquitination","ATP binding; protein serine/threonine kinase activity","Lissencephaly type-1-like homology motif","VPRBP","LisH",NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17PT9","KCNA2","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0032501","Multicellular organismal process",148,3712,0.25,0.79,2.55e-11,"AAEL000242","AAEL000242-PA; Belongs to the potassium channel family.",NA,NA,"action potential; protein homooligomerization; sleep","delayed rectifier potassium channel activity","Belongs to the potassium channel family","KCNA2","BTB_2,Ion_trans,K_channel_TID","Potassium channel tetramerisation-type BTB domain","BTB/POZ domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17PU2","DYX1C1","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0032501","Multicellular organismal process",148,3712,0.25,0.79,2.55e-11,"AAEL000247",NA,"Dynein axonemal assembly factor 4",NA,"cilium movement; inner dynein arm assembly; nervous system development; outer dynein arm assembly",NA,"TPR repeat","DYX1C1","CS,TPR_8","CS domain","CS domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q1HR69","HSPA5","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0032501","Multicellular organismal process",148,3712,0.25,0.79,2.55e-11,"Q1HR69_AEDAE","Heat shock cognate 70; Belongs to the heat shock protein 70 family.",NA,NA,NA,"ATP binding; ATP-dependent protein folding chaperone","MreB/Mbl protein","HSPA5","HSP70","Heat shock protein 70 family","Hsp70 protein","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"J9EAF0","J9EAF0","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048468","Cell development",78,1407,0.39,0.97,1.01e-10,"J9EAF0_AEDAE",NA,NA,NA,"protein processing","metalloendopeptidase activity","Peptidase family M13",NA,"Peptidase_M13,Peptidase_M13_N","Peptidase M13, N-terminal domain","Peptidase family M13","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"J9EAN8","nrv2","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048468","Cell development",78,1407,0.39,0.97,1.01e-10,"J9EAN8_AEDAE",NA,NA,"This is the non-catalytic component of the active enzyme, which catalyzes the hydrolysis of ATP coupled with the exchange of Na(+) and K(+) ions across the plasma membrane. The beta subunit regulates, through assembly of alpha/beta heterodimers, the number of sodium pumps transported to the plasma membrane","intracellular potassium ion homeostasis; intracellular sodium ion homeostasis; potassium ion import across plasma membrane; sodium ion export across plasma membrane","ATPase activator activity","Sodium / potassium ATPase beta chain","nrv2","Na_K-ATPase","Sodium/potassium-transporting ATPase subunit beta","Sodium / potassium ATPase beta chain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q0IG29","SMYD4","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048468","Cell development",78,1407,0.39,0.97,1.01e-10,"AAEL003527",NA,"Protein-lysine N-methyltransferase SMYD4","Protein-lysine N-methyltransferase. Monomethylates PRMT5, modulating its transcriptional activity. May also act as a histone methyltransferase. Plays a critical role in cardiac development. Acts as a key epigenetic regulator of gene expression during cardiac development via its dual activities as a methyltransferase and negative regulator of HDAC1","compound eye photoreceptor development; methylation","histone deacetylase binding; N-methyltransferase activity; protein methyltransferase activity; S-adenosylmethionine-dependent methyltransferase activity; zinc ion binding","SET domain","SMYD4","SET,zf-MYND","Zinc finger, MYND-type","MYND finger","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16FK4","LRBA","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048468","Cell development",78,1407,0.39,0.97,1.01e-10,"AAEL014730",NA,NA,NA,"protein localization","protein kinase binding","Neurobeachin","LRBA","Beach,DUF1088,DUF4704,Laminin_G_3,PH_BEACH,WD40","Neurobeachin, beta-propeller domain","Neurobeachin beta propeller domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16GK5","MEGF8","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048468","Cell development",78,1407,0.39,0.97,1.01e-10,"AAEL014347",NA,NA,NA,"animal organ development; system development","calcium ion binding","Plexin repeat","MEGF8","CUB,EGF_3,EGF_CA,Kelch_1,Kelch_3,Kelch_4,Laminin_EGF,PSI","Plexin repeat","Plexin repeat","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16GL8","Tl","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048468","Cell development",78,1407,0.39,0.97,1.01e-10,"AAEL014337","Mitotic protein phosphatase 1 regulator, putative.",NA,NA,NA,NA,"Toll-like Receptor","Tl","LRRNT,LRR_5,LRR_8,TIR","Leucine-rich repeat","Leucine rich repeat","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16I15","chinmo","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048468","Cell development",78,1407,0.39,0.97,1.01e-10,"AAEL013830","Bmp-induced factor.",NA,NA,"animal organ development; developmental process involved in reproduction; neuron development; regulation of transcription by RNA polymerase II","zinc ion binding","Broad-Complex, Tramtrack and Bric a brac","chinmo","BTB,zf-C2H2,zf-C2H2_4","Zinc finger C2H2-type","Zinc finger, C2H2 type","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16I88","Q16I88","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048468","Cell development",78,1407,0.39,0.97,1.01e-10,"AAEL013758",NA,NA,NA,NA,NA,"CD80-like C2-set immunoglobulin domain",NA,"C2-set_2,Ig_3,V-set,ig","CD80-like, immunoglobulin C2-set","CD80-like C2-set immunoglobulin domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16IN4","EGFLAM","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048468","Cell development",78,1407,0.39,0.97,1.01e-10,"AAEL013602",NA,NA,NA,NA,NA,"Laminin G domain","EGFLAM","EGF,Laminin_G_1,Laminin_G_2,fn3,hEGF","Laminin G domain","Laminin G domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16JN7","Q16JN7","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048468","Cell development",78,1407,0.39,0.97,1.01e-10,"AAEL013268",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16L96","MAP2K1","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048468","Cell development",78,1407,0.39,0.97,1.01e-10,"AAEL012723","AAEL012723-PA; Belongs to the protein kinase superfamily.","mitogen-activated protein kinase kinase",NA,NA,"ATP binding; MAP kinase kinase activity; protein serine/threonine kinase activity; protein tyrosine kinase activity","protein kinase kinase","MAP2K1","Pkinase","Protein kinase domain","Protein kinase domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16LX7","ATRN","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048468","Cell development",78,1407,0.39,0.97,1.01e-10,"AAEL012493",NA,NA,NA,"animal organ development; system development",NA,"Plexin repeat","ATRN","CUB,EGF_2,Kelch_1,Kelch_3,Kelch_4,Kelch_5,Kelch_6,Laminin_EGF,Lectin_C,PSI","Attractin/MKLN-like, beta-propeller domain","Attractin/LZTR1 beta-propeller","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16N83","CPEB2","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048468","Cell development",78,1407,0.39,0.97,1.01e-10,"AAEL012065","Cytoplasmic polyadenylation element binding protein (cpeb).",NA,NA,"negative regulation of cytoplasmic translation; spermatogenesis","mRNA 3'-UTR binding; mRNA regulatory element binding translation repressor activity; ribosome binding; translation factor activity, RNA binding","Cytoplasmic polyadenylation element binding protein","CPEB2","CEBP_ZZ,RRM_7","RNA recognition motif domain","RNA recognition motif","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16N85","EPC1","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048468","Cell development",78,1407,0.39,0.97,1.01e-10,"AAEL012057","Enhancer of polycomb-like protein.","Enhancer of polycomb-like protein",NA,"regulation of transcription by RNA polymerase II",NA,"Enhancer of polycomb","EPC1","EPL1,E_Pc_C","Enhancer of polycomb-like, N-terminal","Enhancer of polycomb-like","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16NB0","CEP152","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048468","Cell development",78,1407,0.39,0.97,1.01e-10,"AAEL012031",NA,NA,NA,NA,NA,"Centrosomal protein","CEP152",NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16NC7","MKLN1","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048468","Cell development",78,1407,0.39,0.97,1.01e-10,"AAEL012019",NA,"F5/8 type C domain-containing protein",NA,NA,NA,"Muskelin N-terminus","MKLN1","Kelch_1,Kelch_3,Muskelin_N",NA,"KLHDC2/KLHL20/DRC7 Kelch-repeats domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16PP6","Q16PP6","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048468","Cell development",78,1407,0.39,0.97,1.01e-10,"AAEL011565",NA,NA,NA,"signal transduction",NA,"It is involved in the biological process described with signal transduction",NA,"Ank_2,Ank_3,Ank_4,Ank_5,Death,ZU5","Ankyrin repeat","Ankyrin repeat","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16R23","add-1","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048468","Cell development",78,1407,0.39,0.97,1.01e-10,"AAEL011105",NA,NA,NA,NA,"actin filament binding","Class II Aldolase and Adducin N-terminal domain","add-1","Aldolase_II","Class II aldolase/adducin N-terminal","Class II Aldolase and Adducin N-terminal domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16R65","LDB2","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048468","Cell development",78,1407,0.39,0.97,1.01e-10,"AAEL011058","Lim domain binding protein.",NA,NA,NA,"LIM domain binding","Lim domain binding protein","LDB2","LIM_bind","LIM interaction domain","LIM interaction domain (LID)","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16RM1","HECA","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048468","Cell development",78,1407,0.39,0.97,1.01e-10,"AAEL010908",NA,NA,NA,NA,NA,"Headcase protein","HECA","HECA,Headcase","Headcase, middle domain","Headcase protein","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16RU6","MAP3K13","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048468","Cell development",78,1407,0.39,0.97,1.01e-10,"AAEL010835","Mitogen-activated protein kinase kinase kinase.","Mitogen-activated protein kinase kinase kinase dlk-1",NA,"intracellular signal transduction; regulation of macromolecule metabolic process; regulation of primary metabolic process; response to stress","ATP binding; protein serine/threonine kinase activity","Mitogen-activated protein kinase kinase kinase","MAP3K13","Pkinase,Pkinase_Tyr","Serine-threonine/tyrosine-protein kinase, catalytic domain","Protein tyrosine and serine/threonine kinase","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16SB0","PAK3","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048468","Cell development",78,1407,0.39,0.97,1.01e-10,"AAEL010643",NA,NA,NA,NA,NA,"P21-Rho-binding domain","PAK3","PBD,Pkinase","CRIB domain","P21-Rho-binding domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16TM2","IL16","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048468","Cell development",78,1407,0.39,0.97,1.01e-10,"AAEL010198",NA,NA,NA,NA,NA,"Domain present in PSD-95, Dlg, and ZO-1/2.","IL16","PDZ","PDZ domain","PDZ domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16U87","IL16","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048468","Cell development",78,1407,0.39,0.97,1.01e-10,"AAEL009988",NA,NA,NA,NA,NA,"Domain present in PSD-95, Dlg, and ZO-1/2.","IL16","PDZ","PDZ domain","PDZ domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16U90","Q16U90","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048468","Cell development",78,1407,0.39,0.97,1.01e-10,"AAEL009987",NA,NA,NA,NA,"zinc ion binding","Tudor domain",NA,"TUDOR","Tudor domain","Tudor domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16W03","RAP1A","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048468","Cell development",78,1407,0.39,0.97,1.01e-10,"AAEL009377",NA,"small monomeric GTPase",NA,"epidermis development; Rap protein signal transduction","GTP binding; GTPase activity","Ras subfamily of RAS small GTPases","RAP1A","Ras","Small GTPase","Ras family","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16WF1","Nrt","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048468","Cell development",78,1407,0.39,0.97,1.01e-10,"AAEL009240",NA,"Carboxylesterase type B domain-containing protein",NA,NA,"hydrolase activity","alpha/beta hydrolase fold","Nrt","COesterase","Carboxylesterase, type B","Carboxylesterase family","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16WM1","SLIT2","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048468","Cell development",78,1407,0.39,0.97,1.01e-10,"AAEL009175",NA,NA,NA,"axon guidance; digestive tract development; embryonic morphogenesis; embryonic organ development; epithelial cell migration; formation of animal organ boundary; gland development; glial cell migration; mesoderm development; negative chemotaxis; regulation of cell-cell adhesion; regulation of multicellular organismal process; reproductive structure development; sex differentiation","calcium ion binding; heparin binding; Roundabout binding","C-terminal cystine knot-like domain (CTCK)","SLIT2","EGF,LRRCT,LRRNT,LRR_8,Laminin_G_1,Laminin_G_2,hEGF","Leucine-rich repeat","Leucine Rich Repeat","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16XA3","Q16XA3","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048468","Cell development",78,1407,0.39,0.97,1.01e-10,"AAEL008948",NA,NA,NA,NA,"acyltransferase activity, transferring groups other than amino-acyl groups","Conserved hypothetical protein",NA,"Acyl_transf_3","Acyltransferase 3 domain","Acyltransferase domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16XT3","epi-1","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048468","Cell development",78,1407,0.39,0.97,1.01e-10,"AAEL008773",NA,"Laminin A chain",NA,"animal organ morphogenesis; axon development; basement membrane organization; cell migration; respiratory system development; response to stress; substrate adhesion-dependent cell spreading; tissue development",NA,"Laminin Domain II","epi-1","Laminin_B,Laminin_EGF,Laminin_G_2,Laminin_I,Laminin_II,Laminin_N","Laminin IV","Laminin B (Domain IV)","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16YG3","PTPN11","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048468","Cell development",78,1407,0.39,0.97,1.01e-10,"AAEL008554",NA,"protein-tyrosine-phosphatase",NA,"cell differentiation; intracellular signal transduction; mitotic cell cycle","non-membrane spanning protein tyrosine phosphatase activity; phosphotyrosine residue binding","Src homology 2 domains","PTPN11","SH2,Y_phosphatase","SH2 domain","SH2 domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
