"uniprot_id","species","mirna","mirna_expression","common_mirna","term_ID","term_description","observed_gene_count","background_gene_count","strength","signal","false_discovery_rate","matching_proteins_labels_network","annotation_stringdb","protein_name_uniprot","cc_function_uniprot","go_p_uniprot","go_f_uniprot","description_eggnog","preferred_name_eggnog","pfams_eggnog","interpro_description_ips","signature_description_ips","dataset","category_of_interest","enrichment_method","protein_db","taxon_id","assembly_name","stringdb_id","log10_fdr","term_wrapped"
"Q16GL8","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0032501","Multicellular organismal process",148,3712,0.25,0.79,2.55e-11,"AAEL014337","Mitotic protein phosphatase 1 regulator, putative.",NA,NA,NA,NA,"Toll-like Receptor","Tl","LRRNT,LRR_5,LRR_8,TIR","Leucine-rich repeat","Leucine rich repeat","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",10.593459819566,"Multicellular organismal
process"
"Q16I88","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0032501","Multicellular organismal process",148,3712,0.25,0.79,2.55e-11,"AAEL013758",NA,NA,NA,NA,NA,"CD80-like C2-set immunoglobulin domain",NA,"C2-set_2,Ig_3,V-set,ig","CD80-like, immunoglobulin C2-set","CD80-like C2-set immunoglobulin domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",10.593459819566,"Multicellular organismal
process"
"Q16MK4","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0032501","Multicellular organismal process",148,3712,0.25,0.79,2.55e-11,"AAEL012273",NA,NA,NA,"hematopoietic progenitor cell differentiation",NA,"Armadillo repeat-containing protein 6","ARMC6","Arm","LRRK2, ARM repeat domain","LRRK2 ARM repeat","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",10.593459819566,"Multicellular organismal
process"
"Q170K8","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0032501","Multicellular organismal process",148,3712,0.25,0.79,2.55e-11,"AAEL007876","Tyrosine protein kinase with ig domain; Belongs to the protein kinase superfamily. Tyr protein kinase family.","Tyrosine-protein kinase-like otk","Acts as a calcium-dependent, homophilic cell adhesion molecule that regulates neural recognition during the development of the nervous system. Component of the repulsive Plexin signaling response to regulate motor axon guidance at the embryonic stage. Also component of a receptor complex that is required in the adult visual system to innervate the lamina layer; specific targeting of R1-R6 axons","cell surface receptor protein tyrosine kinase signaling pathway; neurogenesis; positive regulation of neuron projection development; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","ATP binding; metal ion binding; transmembrane receptor protein tyrosine kinase activity","Tyrosine protein kinase with ig domain","PTK7","I-set,Ig_3,Pkinase_Tyr","Immunoglobulin I-set","Immunoglobulin I-set domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",10.593459819566,"Multicellular organismal
process"
"Q171J8","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0032501","Multicellular organismal process",148,3712,0.25,0.79,2.55e-11,"TOLL1A","Toll-like receptor; Belongs to the Toll-like receptor family.",NA,NA,"toll-like receptor signaling pathway","signaling receptor activity","Toll-like Receptor","Tl","LRRNT,LRR_5,LRR_8,TIR","Toll/interleukin-1 receptor homology (TIR) domain","TIR domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",10.593459819566,"Multicellular organismal
process"
"Q178N5","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0032501","Multicellular organismal process",148,3712,0.25,0.79,2.55e-11,"AAEL005832",NA,"Programmed cell death protein 4",NA,"negative regulation of DNA-templated transcription",NA,"Programmed cell death","PDCD4","MA3","Initiation factor eIF-4 gamma, MA3","MA3 domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",10.593459819566,"Multicellular organismal
process"
"Q17DL2","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0032501","Multicellular organismal process",148,3712,0.25,0.79,2.55e-11,"AAEL004133",NA,NA,NA,"cell-cell adhesion","cell adhesion molecule binding","Echinoid","igcm-1","C2-set_2,I-set,Ig_3,V-set,fn3,ig","Immunoglobulin V-set domain","Immunoglobulin V-set domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",10.593459819566,"Multicellular organismal
process"
"Q17G69","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0032501","Multicellular organismal process",148,3712,0.25,0.79,2.55e-11,"AAEL003169",NA,NA,NA,"cell-cell adhesion","cell adhesion molecule binding","Immunoglobulin C-2 Type","igcm-1","C2-set_2,I-set,Ig_3,V-set,fn3",NA,"Immunoglobulin domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",10.593459819566,"Multicellular organismal
process"
"Q17G70","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0032501","Multicellular organismal process",148,3712,0.25,0.79,2.55e-11,"AAEL003167",NA,NA,NA,"cell-cell adhesion","cell adhesion molecule binding","CD80-like C2-set immunoglobulin domain","igcm-1","C2-set_2,I-set,Ig_3,V-set,fn3","Immunoglobulin V-set domain","Immunoglobulin V-set domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",10.593459819566,"Multicellular organismal
process"
"Q17MT6","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0032501","Multicellular organismal process",148,3712,0.25,0.79,2.55e-11,"ARK","Apaf-1 Related Killer.",NA,NA,"apoptotic process","ADP binding","WD40 repeats",NA,"ANAPC4_WD40,CARD,NB-ARC,WD40","NB-ARC","NB-ARC domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",10.593459819566,"Multicellular organismal
process"
"Q17NJ1","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0032501","Multicellular organismal process",148,3712,0.25,0.79,2.55e-11,"TOLL8",NA,NA,NA,"signal transduction",NA,"Toll - interleukin 1 - resistance",NA,"LRR_5,LRR_8,TIR,TIR_2","Leucine-rich repeat","Leucine rich repeat","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",10.593459819566,"Multicellular organismal
process"
"Q16GL8","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048468","Cell development",78,1407,0.39,0.97,1.01e-10,"AAEL014337","Mitotic protein phosphatase 1 regulator, putative.",NA,NA,NA,NA,"Toll-like Receptor","Tl","LRRNT,LRR_5,LRR_8,TIR","Leucine-rich repeat","Leucine rich repeat","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",9.99567862621736,"Cell development"
"Q16I88","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048468","Cell development",78,1407,0.39,0.97,1.01e-10,"AAEL013758",NA,NA,NA,NA,NA,"CD80-like C2-set immunoglobulin domain",NA,"C2-set_2,Ig_3,V-set,ig","CD80-like, immunoglobulin C2-set","CD80-like C2-set immunoglobulin domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",9.99567862621736,"Cell development"
"Q170K8","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048468","Cell development",78,1407,0.39,0.97,1.01e-10,"AAEL007876","Tyrosine protein kinase with ig domain; Belongs to the protein kinase superfamily. Tyr protein kinase family.","Tyrosine-protein kinase-like otk","Acts as a calcium-dependent, homophilic cell adhesion molecule that regulates neural recognition during the development of the nervous system. Component of the repulsive Plexin signaling response to regulate motor axon guidance at the embryonic stage. Also component of a receptor complex that is required in the adult visual system to innervate the lamina layer; specific targeting of R1-R6 axons","cell surface receptor protein tyrosine kinase signaling pathway; neurogenesis; positive regulation of neuron projection development; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","ATP binding; metal ion binding; transmembrane receptor protein tyrosine kinase activity","Tyrosine protein kinase with ig domain","PTK7","I-set,Ig_3,Pkinase_Tyr","Immunoglobulin I-set","Immunoglobulin I-set domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",9.99567862621736,"Cell development"
"Q171J8","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048468","Cell development",78,1407,0.39,0.97,1.01e-10,"TOLL1A","Toll-like receptor; Belongs to the Toll-like receptor family.",NA,NA,"toll-like receptor signaling pathway","signaling receptor activity","Toll-like Receptor","Tl","LRRNT,LRR_5,LRR_8,TIR","Toll/interleukin-1 receptor homology (TIR) domain","TIR domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",9.99567862621736,"Cell development"
"Q178N5","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048468","Cell development",78,1407,0.39,0.97,1.01e-10,"AAEL005832",NA,"Programmed cell death protein 4",NA,"negative regulation of DNA-templated transcription",NA,"Programmed cell death","PDCD4","MA3","Initiation factor eIF-4 gamma, MA3","MA3 domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",9.99567862621736,"Cell development"
"Q17DL2","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048468","Cell development",78,1407,0.39,0.97,1.01e-10,"AAEL004133",NA,NA,NA,"cell-cell adhesion","cell adhesion molecule binding","Echinoid","igcm-1","C2-set_2,I-set,Ig_3,V-set,fn3,ig","Immunoglobulin V-set domain","Immunoglobulin V-set domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",9.99567862621736,"Cell development"
"Q17G69","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048468","Cell development",78,1407,0.39,0.97,1.01e-10,"AAEL003169",NA,NA,NA,"cell-cell adhesion","cell adhesion molecule binding","Immunoglobulin C-2 Type","igcm-1","C2-set_2,I-set,Ig_3,V-set,fn3",NA,"Immunoglobulin domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",9.99567862621736,"Cell development"
"Q17MT6","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048468","Cell development",78,1407,0.39,0.97,1.01e-10,"ARK","Apaf-1 Related Killer.",NA,NA,"apoptotic process","ADP binding","WD40 repeats",NA,"ANAPC4_WD40,CARD,NB-ARC,WD40","NB-ARC","NB-ARC domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",9.99567862621736,"Cell development"
"Q17NJ1","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048468","Cell development",78,1407,0.39,0.97,1.01e-10,"TOLL8",NA,NA,NA,"signal transduction",NA,"Toll - interleukin 1 - resistance",NA,"LRR_5,LRR_8,TIR,TIR_2","Leucine-rich repeat","Leucine rich repeat","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",9.99567862621736,"Cell development"
"Q16MK4","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048513","Animal organ development",75,1346,0.4,0.96,2.35e-10,"AAEL012273",NA,NA,NA,"hematopoietic progenitor cell differentiation",NA,"Armadillo repeat-containing protein 6","ARMC6","Arm","LRRK2, ARM repeat domain","LRRK2 ARM repeat","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",9.62893213772826,"Animal organ development"
"Q170K8","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048513","Animal organ development",75,1346,0.4,0.96,2.35e-10,"AAEL007876","Tyrosine protein kinase with ig domain; Belongs to the protein kinase superfamily. Tyr protein kinase family.","Tyrosine-protein kinase-like otk","Acts as a calcium-dependent, homophilic cell adhesion molecule that regulates neural recognition during the development of the nervous system. Component of the repulsive Plexin signaling response to regulate motor axon guidance at the embryonic stage. Also component of a receptor complex that is required in the adult visual system to innervate the lamina layer; specific targeting of R1-R6 axons","cell surface receptor protein tyrosine kinase signaling pathway; neurogenesis; positive regulation of neuron projection development; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","ATP binding; metal ion binding; transmembrane receptor protein tyrosine kinase activity","Tyrosine protein kinase with ig domain","PTK7","I-set,Ig_3,Pkinase_Tyr","Immunoglobulin I-set","Immunoglobulin I-set domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",9.62893213772826,"Animal organ development"
"Q171J8","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048513","Animal organ development",75,1346,0.4,0.96,2.35e-10,"TOLL1A","Toll-like receptor; Belongs to the Toll-like receptor family.",NA,NA,"toll-like receptor signaling pathway","signaling receptor activity","Toll-like Receptor","Tl","LRRNT,LRR_5,LRR_8,TIR","Toll/interleukin-1 receptor homology (TIR) domain","TIR domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",9.62893213772826,"Animal organ development"
"Q17DL2","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048513","Animal organ development",75,1346,0.4,0.96,2.35e-10,"AAEL004133",NA,NA,NA,"cell-cell adhesion","cell adhesion molecule binding","Echinoid","igcm-1","C2-set_2,I-set,Ig_3,V-set,fn3,ig","Immunoglobulin V-set domain","Immunoglobulin V-set domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",9.62893213772826,"Animal organ development"
"Q17G69","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048513","Animal organ development",75,1346,0.4,0.96,2.35e-10,"AAEL003169",NA,NA,NA,"cell-cell adhesion","cell adhesion molecule binding","Immunoglobulin C-2 Type","igcm-1","C2-set_2,I-set,Ig_3,V-set,fn3",NA,"Immunoglobulin domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",9.62893213772826,"Animal organ development"
"Q17MT6","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048513","Animal organ development",75,1346,0.4,0.96,2.35e-10,"ARK","Apaf-1 Related Killer.",NA,NA,"apoptotic process","ADP binding","WD40 repeats",NA,"ANAPC4_WD40,CARD,NB-ARC,WD40","NB-ARC","NB-ARC domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",9.62893213772826,"Animal organ development"
"Q16GL8","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0007399","Nervous system development",67,1132,0.42,0.99,3.79e-10,"AAEL014337","Mitotic protein phosphatase 1 regulator, putative.",NA,NA,NA,NA,"Toll-like Receptor","Tl","LRRNT,LRR_5,LRR_8,TIR","Leucine-rich repeat","Leucine rich repeat","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",9.42136079003193,"Nervous system development"
"Q16I88","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0007399","Nervous system development",67,1132,0.42,0.99,3.79e-10,"AAEL013758",NA,NA,NA,NA,NA,"CD80-like C2-set immunoglobulin domain",NA,"C2-set_2,Ig_3,V-set,ig","CD80-like, immunoglobulin C2-set","CD80-like C2-set immunoglobulin domain","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",9.42136079003193,"Nervous system development"
"Q170K8","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0007399","Nervous system development",67,1132,0.42,0.99,3.79e-10,"AAEL007876","Tyrosine protein kinase with ig domain; Belongs to the protein kinase superfamily. Tyr protein kinase family.","Tyrosine-protein kinase-like otk","Acts as a calcium-dependent, homophilic cell adhesion molecule that regulates neural recognition during the development of the nervous system. Component of the repulsive Plexin signaling response to regulate motor axon guidance at the embryonic stage. Also component of a receptor complex that is required in the adult visual system to innervate the lamina layer; specific targeting of R1-R6 axons","cell surface receptor protein tyrosine kinase signaling pathway; neurogenesis; positive regulation of neuron projection development; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","ATP binding; metal ion binding; transmembrane receptor protein tyrosine kinase activity","Tyrosine protein kinase with ig domain","PTK7","I-set,Ig_3,Pkinase_Tyr","Immunoglobulin I-set","Immunoglobulin I-set domain","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",9.42136079003193,"Nervous system development"
"Q171J8","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0007399","Nervous system development",67,1132,0.42,0.99,3.79e-10,"TOLL1A","Toll-like receptor; Belongs to the Toll-like receptor family.",NA,NA,"toll-like receptor signaling pathway","signaling receptor activity","Toll-like Receptor","Tl","LRRNT,LRR_5,LRR_8,TIR","Toll/interleukin-1 receptor homology (TIR) domain","TIR domain","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",9.42136079003193,"Nervous system development"
"Q17MT6","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0007399","Nervous system development",67,1132,0.42,0.99,3.79e-10,"ARK","Apaf-1 Related Killer.",NA,NA,"apoptotic process","ADP binding","WD40 repeats",NA,"ANAPC4_WD40,CARD,NB-ARC,WD40","NB-ARC","NB-ARC domain","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",9.42136079003193,"Nervous system development"
"Q17NJ1","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0007399","Nervous system development",67,1132,0.42,0.99,3.79e-10,"TOLL8",NA,NA,NA,"signal transduction",NA,"Toll - interleukin 1 - resistance",NA,"LRR_5,LRR_8,TIR,TIR_2","Leucine-rich repeat","Leucine rich repeat","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",9.42136079003193,"Nervous system development"
"Q16GL8","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0022008","Neurogenesis",58,941,0.44,0.97,3.48e-09,"AAEL014337","Mitotic protein phosphatase 1 regulator, putative.",NA,NA,NA,NA,"Toll-like Receptor","Tl","LRRNT,LRR_5,LRR_8,TIR","Leucine-rich repeat","Leucine rich repeat","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",8.45842075605342,"Neurogenesis"
"Q16I88","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0022008","Neurogenesis",58,941,0.44,0.97,3.48e-09,"AAEL013758",NA,NA,NA,NA,NA,"CD80-like C2-set immunoglobulin domain",NA,"C2-set_2,Ig_3,V-set,ig","CD80-like, immunoglobulin C2-set","CD80-like C2-set immunoglobulin domain","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",8.45842075605342,"Neurogenesis"
"Q170K8","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0022008","Neurogenesis",58,941,0.44,0.97,3.48e-09,"AAEL007876","Tyrosine protein kinase with ig domain; Belongs to the protein kinase superfamily. Tyr protein kinase family.","Tyrosine-protein kinase-like otk","Acts as a calcium-dependent, homophilic cell adhesion molecule that regulates neural recognition during the development of the nervous system. Component of the repulsive Plexin signaling response to regulate motor axon guidance at the embryonic stage. Also component of a receptor complex that is required in the adult visual system to innervate the lamina layer; specific targeting of R1-R6 axons","cell surface receptor protein tyrosine kinase signaling pathway; neurogenesis; positive regulation of neuron projection development; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","ATP binding; metal ion binding; transmembrane receptor protein tyrosine kinase activity","Tyrosine protein kinase with ig domain","PTK7","I-set,Ig_3,Pkinase_Tyr","Immunoglobulin I-set","Immunoglobulin I-set domain","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",8.45842075605342,"Neurogenesis"
"Q171J8","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0022008","Neurogenesis",58,941,0.44,0.97,3.48e-09,"TOLL1A","Toll-like receptor; Belongs to the Toll-like receptor family.",NA,NA,"toll-like receptor signaling pathway","signaling receptor activity","Toll-like Receptor","Tl","LRRNT,LRR_5,LRR_8,TIR","Toll/interleukin-1 receptor homology (TIR) domain","TIR domain","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",8.45842075605342,"Neurogenesis"
"Q17MT6","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0022008","Neurogenesis",58,941,0.44,0.97,3.48e-09,"ARK","Apaf-1 Related Killer.",NA,NA,"apoptotic process","ADP binding","WD40 repeats",NA,"ANAPC4_WD40,CARD,NB-ARC,WD40","NB-ARC","NB-ARC domain","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",8.45842075605342,"Neurogenesis"
"Q17NJ1","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0022008","Neurogenesis",58,941,0.44,0.97,3.48e-09,"TOLL8",NA,NA,NA,"signal transduction",NA,"Toll - interleukin 1 - resistance",NA,"LRR_5,LRR_8,TIR,TIR_2","Leucine-rich repeat","Leucine rich repeat","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",8.45842075605342,"Neurogenesis"
"Q170K8","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0009887","Animal organ morphogenesis",51,779,0.47,0.99,9.3e-09,"AAEL007876","Tyrosine protein kinase with ig domain; Belongs to the protein kinase superfamily. Tyr protein kinase family.","Tyrosine-protein kinase-like otk","Acts as a calcium-dependent, homophilic cell adhesion molecule that regulates neural recognition during the development of the nervous system. Component of the repulsive Plexin signaling response to regulate motor axon guidance at the embryonic stage. Also component of a receptor complex that is required in the adult visual system to innervate the lamina layer; specific targeting of R1-R6 axons","cell surface receptor protein tyrosine kinase signaling pathway; neurogenesis; positive regulation of neuron projection development; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","ATP binding; metal ion binding; transmembrane receptor protein tyrosine kinase activity","Tyrosine protein kinase with ig domain","PTK7","I-set,Ig_3,Pkinase_Tyr","Immunoglobulin I-set","Immunoglobulin I-set domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",8.03151705144606,"Animal organ morphogenesis"
"Q17DL2","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0009887","Animal organ morphogenesis",51,779,0.47,0.99,9.3e-09,"AAEL004133",NA,NA,NA,"cell-cell adhesion","cell adhesion molecule binding","Echinoid","igcm-1","C2-set_2,I-set,Ig_3,V-set,fn3,ig","Immunoglobulin V-set domain","Immunoglobulin V-set domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",8.03151705144606,"Animal organ morphogenesis"
"Q17G69","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0009887","Animal organ morphogenesis",51,779,0.47,0.99,9.3e-09,"AAEL003169",NA,NA,NA,"cell-cell adhesion","cell adhesion molecule binding","Immunoglobulin C-2 Type","igcm-1","C2-set_2,I-set,Ig_3,V-set,fn3",NA,"Immunoglobulin domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",8.03151705144606,"Animal organ morphogenesis"
"Q17MT6","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0009887","Animal organ morphogenesis",51,779,0.47,0.99,9.3e-09,"ARK","Apaf-1 Related Killer.",NA,NA,"apoptotic process","ADP binding","WD40 repeats",NA,"ANAPC4_WD40,CARD,NB-ARC,WD40","NB-ARC","NB-ARC domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",8.03151705144606,"Animal organ morphogenesis"
"Q16GL8","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048699","Generation of neurons",55,887,0.44,0.96,9.3e-09,"AAEL014337","Mitotic protein phosphatase 1 regulator, putative.",NA,NA,NA,NA,"Toll-like Receptor","Tl","LRRNT,LRR_5,LRR_8,TIR","Leucine-rich repeat","Leucine rich repeat","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",8.03151705144606,"Generation of neurons"
"Q16I88","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048699","Generation of neurons",55,887,0.44,0.96,9.3e-09,"AAEL013758",NA,NA,NA,NA,NA,"CD80-like C2-set immunoglobulin domain",NA,"C2-set_2,Ig_3,V-set,ig","CD80-like, immunoglobulin C2-set","CD80-like C2-set immunoglobulin domain","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",8.03151705144606,"Generation of neurons"
"Q170K8","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048699","Generation of neurons",55,887,0.44,0.96,9.3e-09,"AAEL007876","Tyrosine protein kinase with ig domain; Belongs to the protein kinase superfamily. Tyr protein kinase family.","Tyrosine-protein kinase-like otk","Acts as a calcium-dependent, homophilic cell adhesion molecule that regulates neural recognition during the development of the nervous system. Component of the repulsive Plexin signaling response to regulate motor axon guidance at the embryonic stage. Also component of a receptor complex that is required in the adult visual system to innervate the lamina layer; specific targeting of R1-R6 axons","cell surface receptor protein tyrosine kinase signaling pathway; neurogenesis; positive regulation of neuron projection development; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","ATP binding; metal ion binding; transmembrane receptor protein tyrosine kinase activity","Tyrosine protein kinase with ig domain","PTK7","I-set,Ig_3,Pkinase_Tyr","Immunoglobulin I-set","Immunoglobulin I-set domain","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",8.03151705144606,"Generation of neurons"
"Q171J8","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048699","Generation of neurons",55,887,0.44,0.96,9.3e-09,"TOLL1A","Toll-like receptor; Belongs to the Toll-like receptor family.",NA,NA,"toll-like receptor signaling pathway","signaling receptor activity","Toll-like Receptor","Tl","LRRNT,LRR_5,LRR_8,TIR","Toll/interleukin-1 receptor homology (TIR) domain","TIR domain","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",8.03151705144606,"Generation of neurons"
"Q17MT6","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048699","Generation of neurons",55,887,0.44,0.96,9.3e-09,"ARK","Apaf-1 Related Killer.",NA,NA,"apoptotic process","ADP binding","WD40 repeats",NA,"ANAPC4_WD40,CARD,NB-ARC,WD40","NB-ARC","NB-ARC domain","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",8.03151705144606,"Generation of neurons"
"Q17NJ1","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048699","Generation of neurons",55,887,0.44,0.96,9.3e-09,"TOLL8",NA,NA,NA,"signal transduction",NA,"Toll - interleukin 1 - resistance",NA,"LRR_5,LRR_8,TIR,TIR_2","Leucine-rich repeat","Leucine rich repeat","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",8.03151705144606,"Generation of neurons"
