species,term_ID,term_description,observed_gene_count,background_gene_count,strength,signal,false_discovery_rate,matching_proteins_id_network,matching_proteins_labels_network,annotation,dataset,category_of_interest,enrichment_method,protein_db,taxon_id,assembly_name,stringdb_id,protein_name,gene_primary,cc_function,go_p,go_f
Aedes aegypti,GO:0009887,Animal organ morphogenesis,61,779,0.49,1.16,1.69e-11,Q16LU2,AAEL012517,AAEL012517-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,NA
Aedes aegypti,GO:0009887,Animal organ morphogenesis,61,779,0.49,1.16,1.69e-11,Q16LX7,AAEL012493,AAEL012493-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,animal organ development; system development,NA
Aedes aegypti,GO:0009887,Animal organ morphogenesis,61,779,0.49,1.16,1.69e-11,Q16R65,AAEL011058,Lim domain binding protein.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,LIM domain binding
Aedes aegypti,GO:0009887,Animal organ morphogenesis,61,779,0.49,1.16,1.69e-11,Q16RM1,AAEL010908,AAEL010908-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,NA
Aedes aegypti,GO:0009887,Animal organ morphogenesis,61,779,0.49,1.16,1.69e-11,Q16SB0,AAEL010643,AAEL010643-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,NA
Aedes aegypti,GO:0009887,Animal organ morphogenesis,61,779,0.49,1.16,1.69e-11,Q16TM2,AAEL010198,AAEL010198-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,NA
Aedes aegypti,GO:0009887,Animal organ morphogenesis,61,779,0.49,1.16,1.69e-11,Q16U87,AAEL009988,AAEL009988-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,NA
Aedes aegypti,GO:0009887,Animal organ morphogenesis,61,779,0.49,1.16,1.69e-11,Q16W03,AAEL009377,AAEL009377-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,small monomeric GTPase,5571900,NA,Rap protein signal transduction,GTP binding; GTPase activity
Aedes aegypti,GO:0009887,Animal organ morphogenesis,61,779,0.49,1.16,1.69e-11,Q16WM1,AAEL009175,AAEL009175-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,animal organ development; axon guidance; negative chemotaxis,calcium ion binding; heparin binding; Roundabout binding
Aedes aegypti,GO:0009887,Animal organ morphogenesis,61,779,0.49,1.16,1.69e-11,Q16WV5,AAEL009085,AAEL009085-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,5571449,NA,negative regulation of endocytic recycling; small GTPase-mediated signal transduction,GTPase activator activity
Aedes aegypti,GO:0009887,Animal organ morphogenesis,61,779,0.49,1.16,1.69e-11,Q16XT3,AAEL008773,AAEL008773-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,Laminin A chain,NA,NA,animal organ morphogenesis; cell adhesion; system development; tissue development,NA
Aedes aegypti,GO:0009887,Animal organ morphogenesis,61,779,0.49,1.16,1.69e-11,Q16Y82,AAEL008622,AAEL008622-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,Stress-activated protein kinase JNK,NA,"Responds to activation by environmental stress and pro-inflammatory cytokines by phosphorylating a number of transcription factors, and thus regulates transcriptional activity",NA,ATP binding; MAP kinase activity; protein serine kinase activity
Aedes aegypti,GO:0009887,Animal organ morphogenesis,61,779,0.49,1.16,1.69e-11,Q16YG3,AAEL008554,AAEL008554-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,protein-tyrosine-phosphatase,NA,NA,cell differentiation; intracellular signal transduction; mitotic cell cycle,non-membrane spanning protein tyrosine phosphatase activity; phosphotyrosine residue binding
Aedes aegypti,GO:0009887,Animal organ morphogenesis,61,779,0.49,1.16,1.69e-11,Q16YG8,AAEL008528,AAEL008528-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,protein-tyrosine-phosphatase,NA,NA,anatomical structure morphogenesis; intracellular signal transduction; mitotic cell cycle; neuron development,non-membrane spanning protein tyrosine phosphatase activity; phosphotyrosine residue binding
Aedes aegypti,GO:0009887,Animal organ morphogenesis,61,779,0.49,1.16,1.69e-11,Q170K4,AAEL007888,"Protein 4.1 homolog (Coracle protein), putative.",GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,Moesin/ezrin/radixin homolog 1,NA,NA,actomyosin structure organization; animal organ morphogenesis; neuron differentiation,actin binding; structural molecule activity
Aedes aegypti,GO:0009887,Animal organ morphogenesis,61,779,0.49,1.16,1.69e-11,Q170K8,AAEL007876,Tyrosine protein kinase with ig domain; Belongs to the protein kinase superfamily. Tyr protein kinase family.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,Tyrosine-protein kinase-like otk,NA,"Acts as a calcium-dependent, homophilic cell adhesion molecule that regulates neural recognition during the development of the nervous system. Component of the repulsive Plexin signaling response to regulate motor axon guidance at the embryonic stage. Also component of a receptor complex that is required in the adult visual system to innervate the lamina layer; specific targeting of R1-R6 axons",cell surface receptor protein tyrosine kinase signaling pathway; neurogenesis; positive regulation of neuron projection development; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction,ATP binding; metal ion binding; transmembrane receptor protein tyrosine kinase activity
Aedes aegypti,GO:0009887,Animal organ morphogenesis,61,779,0.49,1.16,1.69e-11,Q172L3,AAEL007331,AAEL007331-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,animal organ development; system development,NA
Aedes aegypti,GO:0009887,Animal organ morphogenesis,61,779,0.49,1.16,1.69e-11,Q174W8,GPRFZ2,AAEL006778-PA; Belongs to the G-protein coupled receptor Fz/Smo family.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,GPRFZ2,NA,canonical Wnt signaling pathway; non-canonical Wnt signaling pathway,Wnt receptor activity; Wnt-protein binding
Aedes aegypti,GO:0009887,Animal organ morphogenesis,61,779,0.49,1.16,1.69e-11,Q177R3,AAEL006057,AAEL006057-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,regulation of translation,mRNA binding
Aedes aegypti,GO:0009887,Animal organ morphogenesis,61,779,0.49,1.16,1.69e-11,Q177S2,AAEL006038,AAEL006038-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,cytoskeleton organization; regulation of cell shape; regulation of transcription by RNA polymerase II,NA
Aedes aegypti,GO:0009887,Animal organ morphogenesis,61,779,0.49,1.16,1.69e-11,Q17BY7,AAEL004737,Lim domain binding protein.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,LIM domain binding
Aedes aegypti,GO:0009887,Animal organ morphogenesis,61,779,0.49,1.16,1.69e-11,Q17C93,AAEL004651,Multiple ankyrin repeats single kh domain protein.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,innate immune response,NA
Aedes aegypti,GO:0009887,Animal organ morphogenesis,61,779,0.49,1.16,1.69e-11,Q17DL2,AAEL004133,AAEL004133-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,cell-cell adhesion,cell adhesion molecule binding
Aedes aegypti,GO:0009887,Animal organ morphogenesis,61,779,0.49,1.16,1.69e-11,Q17E44,AAEL003953,"Map/microtubule affinity-regulating kinase 2,4.",GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,MAP/microtubule affinity-regulating kinase 3,NA,"Serine/threonine-protein kinase. Involved in the specific phosphorylation of microtubule-associated proteins for MAP2 and MAP4. Phosphorylates the microtubule-associated protein MAPT/TAU. Phosphorylates CDC25C on 'Ser-216'. Regulates localization and activity of some histone deacetylases by mediating phosphorylation of HDAC7, promoting subsequent interaction between HDAC7 and 14-3-3 and export from the nucleus. Regulates localization and activity of MITF by mediating its phosphorylation, promoting subsequent interaction between MITF and 14-3-3 and retention in the cytosol. Negatively regulates the Hippo signaling pathway and antagonizes the phosphorylation of LATS1. Cooperates with DLG5 to inhibit the kinase activity of STK3/MST2 toward LATS1. Phosphorylates PKP2 and KSR1",intracellular signal transduction; microtubule cytoskeleton organization,ATP binding; protein serine/threonine kinase activity
Aedes aegypti,GO:0009887,Animal organ morphogenesis,61,779,0.49,1.16,1.69e-11,Q17EP7,AAEL003731,"Nuclear body associated kinase, putative.",GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,non-specific serine/threonine protein kinase,NA,NA,NA,ATP binding; protein serine/threonine kinase activity; protein tyrosine kinase activity
Aedes aegypti,GO:0009887,Animal organ morphogenesis,61,779,0.49,1.16,1.69e-11,Q17F07,AAEL003609,AAEL003609-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,protein localization,protein kinase binding
Aedes aegypti,GO:0009887,Animal organ morphogenesis,61,779,0.49,1.16,1.69e-11,Q17F08,AAEL003592,AAEL003592-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,protein localization,protein kinase binding
Aedes aegypti,GO:0009887,Animal organ morphogenesis,61,779,0.49,1.16,1.69e-11,Q17G69,AAEL003169,AAEL003169-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,cell-cell adhesion,cell adhesion molecule binding
Aedes aegypti,GO:0009887,Animal organ morphogenesis,61,779,0.49,1.16,1.69e-11,Q17GP3,AAEL002938,Skd/vacuolar sorting; Belongs to the AAA ATPase family.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,vesicle-fusing ATPase,110673991,NA,endosomal transport; vacuole organization,ATP binding; ATP hydrolysis activity
Aedes aegypti,GO:0009887,Animal organ morphogenesis,61,779,0.49,1.16,1.69e-11,Q17HA9,AAEL002754,AAEL002754-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,cell-cell adhesion,cell adhesion molecule binding
Aedes aegypti,GO:0009887,Animal organ morphogenesis,61,779,0.49,1.16,1.69e-11,Q17HS6,AAEL002594,AAEL002594-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,non-specific serine/threonine protein kinase,NA,NA,NA,ATP binding; protein serine/threonine kinase activity
Aedes aegypti,GO:0009887,Animal organ morphogenesis,61,779,0.49,1.16,1.69e-11,Q17IA0,AAEL002411,AAEL002411-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,positive regulation of Wnt signaling pathway,signaling receptor activity
Aedes aegypti,GO:0009887,Animal organ morphogenesis,61,779,0.49,1.16,1.69e-11,Q17IK5,AAEL002321,AAEL002321-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,"DNA-binding transcription factor activity, RNA polymerase II-specific; RNA polymerase II cis-regulatory region sequence-specific DNA binding"
Aedes aegypti,GO:0009887,Animal organ morphogenesis,61,779,0.49,1.16,1.69e-11,Q17J33,AAEL002171,Ubiquitin specific proteinase.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,NA
Aedes aegypti,GO:0009887,Animal organ morphogenesis,61,779,0.49,1.16,1.69e-11,Q17K20,AAEL001832,AAEL001832-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,positive regulation of epidermal growth factor receptor signaling pathway; positive regulation of fibroblast growth factor receptor signaling pathway; signal transduction,NA
Aedes aegypti,GO:0009887,Animal organ morphogenesis,61,779,0.49,1.16,1.69e-11,Q17K67,AAEL001780,Homeobox protein distal-less dlx.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,"DNA-binding transcription factor activity, RNA polymerase II-specific; RNA polymerase II cis-regulatory region sequence-specific DNA binding"
Aedes aegypti,GO:0009887,Animal organ morphogenesis,61,779,0.49,1.16,1.69e-11,Q17K68,AAEL001776,AAEL001776-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,NA
Aedes aegypti,GO:0009887,Animal organ morphogenesis,61,779,0.49,1.16,1.69e-11,Q17LA6,AAEL001437,AAEL001437-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,post-embryonic development; regulation of developmental process; regulation of DNA-templated transcription; regulation of multicellular organismal process,NA
Aedes aegypti,GO:0009887,Animal organ morphogenesis,61,779,0.49,1.16,1.69e-11,Q17MT6,ARK,Apaf-1 Related Killer.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,ARK,NA,apoptotic process,ADP binding
Aedes aegypti,GO:0009887,Animal organ morphogenesis,61,779,0.49,1.16,1.69e-11,Q17MX1,AAEL000868,AAEL000868-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,NA
Aedes aegypti,GO:0009887,Animal organ morphogenesis,61,779,0.49,1.16,1.69e-11,Q17MX6,AAEL000908,AAEL000908-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,NA
Aedes aegypti,GO:0009887,Animal organ morphogenesis,61,779,0.49,1.16,1.69e-11,Q17MX7,AAEL000891,AAEL000891-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,NA
Aedes aegypti,GO:0009887,Animal organ morphogenesis,61,779,0.49,1.16,1.69e-11,Q17NC1,AAEL000729,AAEL000729-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,regulation of translation,mRNA binding
Aedes aegypti,GO:0009887,Animal organ morphogenesis,61,779,0.49,1.16,1.69e-11,Q17NE5,AAEL000741,Ecdysone-induced protein 74EF (ETS transcription factor E74A).,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,cell differentiation,"DNA-binding transcription factor activity, RNA polymerase II-specific; sequence-specific DNA binding"
Aedes aegypti,GO:0009887,Animal organ morphogenesis,61,779,0.49,1.16,1.69e-11,Q17NP6,AAEL000597,AAEL000597-PA; Cadherins are calcium-dependent cell adhesion proteins.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,Cadherins are calcium-dependent cell adhesion proteins,animal organ morphogenesis; cell migration; establishment of planar polarity; establishment or maintenance of cell polarity; homophilic cell adhesion via plasma membrane adhesion molecules; neuron projection development,beta-catenin binding; cadherin binding; calcium ion binding
Aedes aegypti,GO:0009887,Animal organ morphogenesis,61,779,0.49,1.16,1.69e-11,Q17PG3,AAEL000324,Tyrosine-protein kinase drl.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,receptor protein-tyrosine kinase,NA,NA,axonogenesis; cell surface receptor protein tyrosine kinase signaling pathway; positive regulation of neuron projection development; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction,ATP binding; protein kinase activity
Aedes aegypti,GO:0030182,Neuron differentiation,63,824,0.48,1.14,1.69e-11,Q0IE98,AAEL012979,AAEL012979-PA.,GO Biological Process,neuro,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,NA
Aedes aegypti,GO:0030182,Neuron differentiation,63,824,0.48,1.14,1.69e-11,Q0IE99,AAEL012977,AAEL012977-PA.,GO Biological Process,neuro,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,protein kinase activity
Aedes aegypti,GO:0030182,Neuron differentiation,63,824,0.48,1.14,1.69e-11,Q0IFC5,AAEL005895,AAEL005895-PA.,GO Biological Process,neuro,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,axonogenesis; central nervous system development,heparin binding; transition metal ion binding
Aedes aegypti,GO:0030182,Neuron differentiation,63,824,0.48,1.14,1.69e-11,Q0IG29,AAEL003527,AAEL003527-PA.,GO Biological Process,neuro,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,SET and MYND domain-containing protein 4,NA,Plays a critical role in cardiac development. Acts as a key epigenetic regulator of gene expression during cardiac development via its dual activities as a methyltransferase and negative regulator of HDAC1,compound eye photoreceptor development; methylation,histone deacetylase binding; N-methyltransferase activity; protein methyltransferase activity; S-adenosylmethionine-dependent methyltransferase activity; zinc ion binding
Aedes aegypti,GO:0030182,Neuron differentiation,63,824,0.48,1.14,1.69e-11,Q16FK4,AAEL014730,AAEL014730-PA.,GO Biological Process,neuro,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,protein localization,protein kinase binding
Aedes aegypti,GO:0030182,Neuron differentiation,63,824,0.48,1.14,1.69e-11,Q16GL8,AAEL014337,"Mitotic protein phosphatase 1 regulator, putative.",GO Biological Process,neuro,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,NA
Aedes aegypti,GO:0030182,Neuron differentiation,63,824,0.48,1.14,1.69e-11,Q16I15,AAEL013830,Bmp-induced factor.,GO Biological Process,neuro,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,animal organ development; developmental process involved in reproduction; neuron development; regulation of transcription by RNA polymerase II,zinc ion binding
Aedes aegypti,GO:0030182,Neuron differentiation,63,824,0.48,1.14,1.69e-11,Q16I88,AAEL013758,AAEL013758-PA.,GO Biological Process,neuro,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,NA
Aedes aegypti,GO:0030182,Neuron differentiation,63,824,0.48,1.14,1.69e-11,Q16IN4,AAEL013602,AAEL013602-PA.,GO Biological Process,neuro,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,NA
Aedes aegypti,GO:0030182,Neuron differentiation,63,824,0.48,1.14,1.69e-11,Q16L96,AAEL012723,AAEL012723-PA; Belongs to the protein kinase superfamily.,GO Biological Process,neuro,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,mitogen-activated protein kinase kinase,5576696,NA,MAPK cascade,ATP binding; protein serine/threonine kinase activity; protein serine/threonine/tyrosine kinase activity; protein tyrosine kinase activity
Aedes aegypti,GO:0030182,Neuron differentiation,63,824,0.48,1.14,1.69e-11,Q16LU2,AAEL012517,AAEL012517-PA.,GO Biological Process,neuro,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,NA
Aedes aegypti,GO:0030182,Neuron differentiation,63,824,0.48,1.14,1.69e-11,Q16LX7,AAEL012493,AAEL012493-PA.,GO Biological Process,neuro,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,animal organ development; system development,NA
Aedes aegypti,GO:0030182,Neuron differentiation,63,824,0.48,1.14,1.69e-11,Q16M53,AAEL012420,AAEL012420-PA.,GO Biological Process,neuro,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,post-transcriptional regulation of gene expression,mRNA 3'-UTR binding
Aedes aegypti,GO:0030182,Neuron differentiation,63,824,0.48,1.14,1.69e-11,Q16M54,AAEL012416,AAEL012416-PA.,GO Biological Process,neuro,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,NA
Aedes aegypti,GO:0030182,Neuron differentiation,63,824,0.48,1.14,1.69e-11,Q16N85,AAEL012057,Enhancer of polycomb-like protein.,GO Biological Process,neuro,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,Enhancer of polycomb-like protein,NA,NA,regulation of transcription by RNA polymerase II,NA
Aedes aegypti,GO:0030182,Neuron differentiation,63,824,0.48,1.14,1.69e-11,Q16PP6,AAEL011565,AAEL011565-PA.,GO Biological Process,neuro,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,signal transduction,NA
Aedes aegypti,GO:0030182,Neuron differentiation,63,824,0.48,1.14,1.69e-11,Q16R23,AAEL011105,AAEL011105-PB.,GO Biological Process,neuro,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,actin filament binding
Aedes aegypti,GO:0030182,Neuron differentiation,63,824,0.48,1.14,1.69e-11,Q16R65,AAEL011058,Lim domain binding protein.,GO Biological Process,neuro,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,LIM domain binding
Aedes aegypti,GO:0030182,Neuron differentiation,63,824,0.48,1.14,1.69e-11,Q16RU6,AAEL010835,Mitogen-activated protein kinase kinase kinase.,GO Biological Process,neuro,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,Mitogen-activated protein kinase kinase kinase dlk-1,NA,NA,response to stress,ATP binding; protein serine/threonine kinase activity
Aedes aegypti,GO:0030182,Neuron differentiation,63,824,0.48,1.14,1.69e-11,Q16SB0,AAEL010643,AAEL010643-PA.,GO Biological Process,neuro,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,NA
Aedes aegypti,GO:0030182,Neuron differentiation,63,824,0.48,1.14,1.69e-11,Q16W03,AAEL009377,AAEL009377-PA.,GO Biological Process,neuro,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,small monomeric GTPase,5571900,NA,Rap protein signal transduction,GTP binding; GTPase activity
Aedes aegypti,GO:0030182,Neuron differentiation,63,824,0.48,1.14,1.69e-11,Q16WF1,AAEL009240,AAEL009240-PA.,GO Biological Process,neuro,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,Carboxylesterase type B domain-containing protein,5571711,NA,NA,NA
Aedes aegypti,GO:0030182,Neuron differentiation,63,824,0.48,1.14,1.69e-11,Q16WM1,AAEL009175,AAEL009175-PA.,GO Biological Process,neuro,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,animal organ development; axon guidance; negative chemotaxis,calcium ion binding; heparin binding; Roundabout binding
Aedes aegypti,GO:0030182,Neuron differentiation,63,824,0.48,1.14,1.69e-11,Q16XT3,AAEL008773,AAEL008773-PA.,GO Biological Process,neuro,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,Laminin A chain,NA,NA,animal organ morphogenesis; cell adhesion; system development; tissue development,NA
Aedes aegypti,GO:0030182,Neuron differentiation,63,824,0.48,1.14,1.69e-11,Q16Y82,AAEL008622,AAEL008622-PA.,GO Biological Process,neuro,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,Stress-activated protein kinase JNK,NA,"Responds to activation by environmental stress and pro-inflammatory cytokines by phosphorylating a number of transcription factors, and thus regulates transcriptional activity",NA,ATP binding; MAP kinase activity; protein serine kinase activity
Aedes aegypti,GO:0030182,Neuron differentiation,63,824,0.48,1.14,1.69e-11,Q16YG3,AAEL008554,AAEL008554-PA.,GO Biological Process,neuro,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,protein-tyrosine-phosphatase,NA,NA,cell differentiation; intracellular signal transduction; mitotic cell cycle,non-membrane spanning protein tyrosine phosphatase activity; phosphotyrosine residue binding
Aedes aegypti,GO:0030182,Neuron differentiation,63,824,0.48,1.14,1.69e-11,Q16YG8,AAEL008528,AAEL008528-PA.,GO Biological Process,neuro,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,protein-tyrosine-phosphatase,NA,NA,anatomical structure morphogenesis; intracellular signal transduction; mitotic cell cycle; neuron development,non-membrane spanning protein tyrosine phosphatase activity; phosphotyrosine residue binding
Aedes aegypti,GO:0030182,Neuron differentiation,63,824,0.48,1.14,1.69e-11,Q16YZ8,AAEL008362,AAEL008362-PA.,GO Biological Process,neuro,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,glycosaminoglycan binding; N-acetylglucosamine-6-sulfatase activity
Aedes aegypti,GO:0030182,Neuron differentiation,63,824,0.48,1.14,1.69e-11,Q16YZ9,AAEL008372,"Sulfatase-1, sulf-1.",GO Biological Process,neuro,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,glycosaminoglycan binding; N-acetylglucosamine-6-sulfatase activity
Aedes aegypti,GO:0030182,Neuron differentiation,63,824,0.48,1.14,1.69e-11,Q170K4,AAEL007888,"Protein 4.1 homolog (Coracle protein), putative.",GO Biological Process,neuro,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,Moesin/ezrin/radixin homolog 1,NA,NA,actomyosin structure organization; animal organ morphogenesis; neuron differentiation,actin binding; structural molecule activity
Aedes aegypti,GO:0030182,Neuron differentiation,63,824,0.48,1.14,1.69e-11,Q170K8,AAEL007876,Tyrosine protein kinase with ig domain; Belongs to the protein kinase superfamily. Tyr protein kinase family.,GO Biological Process,neuro,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,Tyrosine-protein kinase-like otk,NA,"Acts as a calcium-dependent, homophilic cell adhesion molecule that regulates neural recognition during the development of the nervous system. Component of the repulsive Plexin signaling response to regulate motor axon guidance at the embryonic stage. Also component of a receptor complex that is required in the adult visual system to innervate the lamina layer; specific targeting of R1-R6 axons",cell surface receptor protein tyrosine kinase signaling pathway; neurogenesis; positive regulation of neuron projection development; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction,ATP binding; metal ion binding; transmembrane receptor protein tyrosine kinase activity
Aedes aegypti,GO:0030182,Neuron differentiation,63,824,0.48,1.14,1.69e-11,Q171J8,TOLL1A,Toll-like receptor; Belongs to the Toll-like receptor family.,GO Biological Process,neuro,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,TOLL1A,NA,toll-like receptor signaling pathway,signaling receptor activity
