"species","term_ID","term_description","observed_gene_count","background_gene_count","strength","signal","false_discovery_rate","matching_proteins_id_network","matching_proteins_labels_network","dataset","category_of_interest","enrichment_method","protein_db","taxon_id","assembly_name","stringdb_id"
"Aedes aegypti","GO:0007528","Neuromuscular junction development",12,90,0.72,0.71,0.00046,"7159.Q16FK4,7159.Q16IW8,7159.Q16LS6,7159.Q16ND4,7159.Q16PP6,7159.Q174K3,7159.Q17AG5,7159.Q17CG1,7159.Q17E44,7159.Q17F07,7159.Q17F08,7159.Q17GF2","AAEL014730,AAEL013529,AAEL012541,AAEL012002,AAEL011565,AAEL006876,AAEL005302,AAEL004549,AAEL003953,AAEL003609,AAEL003592,AAEL003109","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0045664","Regulation of neuron differentiation",12,92,0.71,0.7,0.00055,"7159.Q0C7B1,7159.Q16RM1,7159.Q16W03,7159.Q16XQ1,7159.Q16Y82,7159.Q16YG3,7159.Q16YG8,7159.Q177S2,7159.Q17C93,7159.Q17DL2,7159.Q17G69,7159.Q17IC7","AAEL000093,AAEL010908,AAEL009377,AAEL008816,AAEL008622,AAEL008554,AAEL008528,AAEL006038,AAEL004651,AAEL004133,AAEL003169,AAEL002390","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0050808","Synapse organization",17,191,0.54,0.61,0.00084,"7159.Q0IFC5,7159.Q16FK4,7159.Q16IW8,7159.Q16LS6,7159.Q16ND4,7159.Q16PP6,7159.Q171J8,7159.Q174K3,7159.Q174W8,7159.Q17AG5,7159.Q17CG1,7159.Q17E44,7159.Q17F07,7159.Q17F08,7159.Q17GF2,7159.Q17IA0,7159.Q17M42","AAEL005895,AAEL014730,AAEL013529,AAEL012541,AAEL012002,AAEL011565,TOLL1A,AAEL006876,GPRFZ2,AAEL005302,AAEL004549,AAEL003953,AAEL003609,AAEL003592,AAEL003109,AAEL002411,AAEL001104","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0006935","Chemotaxis",23,322,0.45,0.57,0.00086,"7159.Q16I88,7159.Q16N85,7159.Q16R23,7159.Q16R65,7159.Q16SB0,7159.Q16WF1,7159.Q16WM1,7159.Q16XT3,7159.Q16Y82,7159.Q16YZ8,7159.Q16YZ9,7159.Q170K8,7159.Q171J8,7159.Q174W8,7159.Q17BY7,7159.Q17C39,7159.Q17HG6,7159.Q17HS6,7159.Q17I67,7159.Q17MX6,7159.Q17MX7,7159.Q17N01,7159.Q17PG3","AAEL013758,AAEL012057,AAEL011105,AAEL011058,AAEL010643,AAEL009240,AAEL009175,AAEL008773,AAEL008622,AAEL008362,AAEL008372,AAEL007876,TOLL1A,GPRFZ2,AAEL004737,AAEL004717,AAEL002690,AAEL002594,AAEL002451,AAEL000908,AAEL000891,AAEL000860,AAEL000324","GO Biological Process","co2","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0097485","Neuron projection guidance",22,305,0.45,0.55,0.0011,"7159.Q16I88,7159.Q16N85,7159.Q16R23,7159.Q16R65,7159.Q16SB0,7159.Q16WF1,7159.Q16WM1,7159.Q16XT3,7159.Q16Y82,7159.Q16YZ8,7159.Q16YZ9,7159.Q170K8,7159.Q174W8,7159.Q17BY7,7159.Q17C39,7159.Q17HG6,7159.Q17HS6,7159.Q17I67,7159.Q17MX6,7159.Q17MX7,7159.Q17N01,7159.Q17PG3","AAEL013758,AAEL012057,AAEL011105,AAEL011058,AAEL010643,AAEL009240,AAEL009175,AAEL008773,AAEL008622,AAEL008362,AAEL008372,AAEL007876,GPRFZ2,AAEL004737,AAEL004717,AAEL002690,AAEL002594,AAEL002451,AAEL000908,AAEL000891,AAEL000860,AAEL000324","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0050803","Regulation of synapse structure or activity",17,198,0.53,0.58,0.0012,"7159.Q16M53,7159.Q16M54,7159.Q16PP6,7159.Q16RU6,7159.Q16SB0,7159.Q16WV5,7159.Q16XT3,7159.Q16Z01,7159.Q17GF2,7159.Q17HS6,7159.Q17L66,7159.Q17L67,7159.Q17M42,7159.Q17MX6,7159.Q17MX7,7159.Q17P09,7159.Q17PT9","AAEL012420,AAEL012416,AAEL011565,AAEL010835,AAEL010643,AAEL009085,AAEL008773,AAEL008371,AAEL003109,AAEL002594,AAEL001468,AAEL001454,AAEL001104,AAEL000908,AAEL000891,AAEL000489,AAEL000242","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0007276","Gamete generation",43,866,0.29,0.47,0.0016,"7159.J9EAF0,7159.Q16II4,7159.Q16II5,7159.Q16JN7,7159.Q16L96,7159.Q16M53,7159.Q16M54,7159.Q16N83,7159.Q16NB0,7159.Q16NC7,7159.Q16QJ6,7159.Q16R23,7159.Q16RN4,7159.Q16RU6,7159.Q16TM2,7159.Q16U87,7159.Q16U90,7159.Q16W03,7159.Q16XA3,7159.Q16Y82,7159.Q16YG3,7159.Q16YG8,7159.Q16ZB6,7159.Q170V1,7159.Q174K3,7159.Q176R2,7159.Q177R3,7159.Q178N5,7159.Q17BK4,7159.Q17BN5,7159.Q17C93,7159.Q17D24,7159.Q17DL2,7159.Q17E44,7159.Q17G69,7159.Q17I67,7159.Q17JY3,7159.Q17L13,7159.Q17L66,7159.Q17L67,7159.Q17MT6,7159.Q17NC1,7159.Q17NE5","J9EAF0_AEDAE,AAEL013651,AAEL013654,AAEL013268,AAEL012723,AAEL012420,AAEL012416,AAEL012065,AAEL012031,AAEL012019,AAEL011261,AAEL011105,AAEL010892,AAEL010835,AAEL010198,AAEL009988,AAEL009987,AAEL009377,AAEL008948,AAEL008622,AAEL008554,AAEL008528,AAEL008248,AAEL007791,AAEL006876,PIWI7,AAEL006057,AAEL005832,AAEL004934,AAEL004900,AAEL004651,AAEL004351,AAEL004133,AAEL003953,AAEL003169,AAEL002451,AAEL001861,AAEL001482,AAEL001468,AAEL001454,ARK,AAEL000729,AAEL000741","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:1901700","Response to oxygen-containing compound",22,320,0.43,0.52,0.0019,"7159.Q16EP6,7159.Q16I75,7159.Q16IW8,7159.Q16L96,7159.Q16LS6,7159.Q16M53,7159.Q16M54,7159.Q16QU1,7159.Q16SB0,7159.Q16W03,7159.Q16XQ1,7159.Q16Y82,7159.Q177S2,7159.Q17C29,7159.Q17CG1,7159.Q17DB6,7159.Q17HS6,7159.Q17IC7,7159.Q17K23,7159.Q17NG8,7159.Q17PT9,7159.Q1HRW3","AAEL015071,AAEL013770,AAEL013529,AAEL012723,AAEL012541,AAEL012420,AAEL012416,GPRgr11,AAEL010643,AAEL009377,AAEL008816,AAEL008622,AAEL006038,AAEL004715,AAEL004549,AAEL004255,AAEL002594,AAEL002390,AAEL001798,AAEL000703,AAEL000242,AAEL002487","GO Biological Process","co2","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0007411","Axon guidance",21,298,0.44,0.52,0.002,"7159.Q16I88,7159.Q16R23,7159.Q16R65,7159.Q16SB0,7159.Q16WF1,7159.Q16WM1,7159.Q16XT3,7159.Q16Y82,7159.Q16YZ8,7159.Q16YZ9,7159.Q170K8,7159.Q174W8,7159.Q17BY7,7159.Q17C39,7159.Q17HG6,7159.Q17HS6,7159.Q17I67,7159.Q17MX6,7159.Q17MX7,7159.Q17N01,7159.Q17PG3","AAEL013758,AAEL011105,AAEL011058,AAEL010643,AAEL009240,AAEL009175,AAEL008773,AAEL008622,AAEL008362,AAEL008372,AAEL007876,GPRFZ2,AAEL004737,AAEL004717,AAEL002690,AAEL002594,AAEL002451,AAEL000908,AAEL000891,AAEL000860,AAEL000324","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0008039","Synaptic target recognition",9,64,0.74,0.58,0.0028,"7159.Q16I88,7159.Q16LX7,7159.Q16WM1,7159.Q16YZ8,7159.Q16YZ9,7159.Q171J8,7159.Q172L3,7159.Q174W8,7159.Q17HG6","AAEL013758,AAEL012493,AAEL009175,AAEL008362,AAEL008372,TOLL1A,AAEL007331,GPRFZ2,AAEL002690","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0035071","Salivary gland cell autophagic cell death",6,25,0.97,0.61,0.0034,"7159.Q16RM1,7159.Q16SB0,7159.Q177S2,7159.Q17HS6,7159.Q17MT6,7159.Q17NE5","AAEL010908,AAEL010643,AAEL006038,AAEL002594,ARK,AAEL000741","GO Biological Process","other","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0007614","Short-term memory",7,38,0.86,0.58,0.0038,"7159.Q0IFC5,7159.Q16FK4,7159.Q16PP6,7159.Q16Z01,7159.Q17F07,7159.Q17F08,7159.Q17IA0","AAEL005895,AAEL014730,AAEL011565,AAEL008371,AAEL003609,AAEL003592,AAEL002411","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0050919","Negative chemotaxis",7,40,0.84,0.55,0.0049,"7159.Q16I88,7159.Q16WM1,7159.Q16YZ8,7159.Q16YZ9,7159.Q171J8,7159.Q174W8,7159.Q17HG6","AAEL013758,AAEL009175,AAEL008362,AAEL008372,TOLL1A,GPRFZ2,AAEL002690","GO Biological Process","co2","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0070050","Neuron cellular homeostasis",6,31,0.88,0.51,0.0083,"7159.Q16GV0,7159.Q16H88,7159.Q16PP6,7159.Q16TV9,7159.Q179X5,7159.Q17MT6","AAEL014258,AAEL014109,AAEL011565,AAEL010106,AAEL005463,ARK","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0007173","Epidermal growth factor receptor signaling pathway",6,32,0.87,0.49,0.0095,"7159.Q0IE98,7159.Q0IE99,7159.Q16L96,7159.Q16LU2,7159.Q16YG3,7159.Q16YG8","AAEL012979,AAEL012977,AAEL012723,AAEL012517,AAEL008554,AAEL008528","GO Biological Process","other","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0030424","Axon",30,291,0.61,1.04,3.3e-07,"7159.J9EAN8,7159.Q0IFC5,7159.Q16IW8,7159.Q16LS6,7159.Q16M53,7159.Q16M54,7159.Q16N83,7159.Q16PP6,7159.Q16RM1,7159.Q16RU6,7159.Q16WF1,7159.Q16WM1,7159.Q16XQ1,7159.Q16Y82,7159.Q16Z01,7159.Q170K8,7159.Q170V1,7159.Q174K3,7159.Q179N7,7159.Q179X5,7159.Q17B43,7159.Q17B44,7159.Q17C39,7159.Q17CG1,7159.Q17E44,7159.Q17GI1,7159.Q17L66,7159.Q17L67,7159.Q17M42,7159.Q17MX1","J9EAN8_AEDAE,AAEL005895,AAEL013529,AAEL012541,AAEL012420,AAEL012416,AAEL012065,AAEL011565,AAEL010908,AAEL010835,AAEL009240,AAEL009175,AAEL008816,AAEL008622,AAEL008371,AAEL007876,AAEL007791,AAEL006876,AAEL005581,AAEL005463,AAEL005099,AAEL005089,AAEL004717,AAEL004549,AAEL003953,AAEL003013,AAEL001468,AAEL001454,AAEL001104,AAEL000868","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0043005","Neuron projection",44,571,0.48,0.91,3.3e-07,"7159.J9EAN8,7159.Q0IFC5,7159.Q16FV7,7159.Q16IW8,7159.Q16JU1,7159.Q16KP5,7159.Q16LS6,7159.Q16M53,7159.Q16M54,7159.Q16N83,7159.Q16NP6,7159.Q16NS4,7159.Q16PP6,7159.Q16RM1,7159.Q16RU6,7159.Q16TV9,7159.Q16TX6,7159.Q16UU9,7159.Q16WF1,7159.Q16WM1,7159.Q16XQ1,7159.Q16Y82,7159.Q16Z01,7159.Q170K8,7159.Q170V1,7159.Q174K3,7159.Q179N7,7159.Q179X5,7159.Q17B43,7159.Q17B44,7159.Q17C39,7159.Q17CG1,7159.Q17E44,7159.Q17GI1,7159.Q17J05,7159.Q17J06,7159.Q17K95,7159.Q17L66,7159.Q17L67,7159.Q17M42,7159.Q17MX1,7159.Q17MX6,7159.Q17MX7,7159.Q17PU2","J9EAN8_AEDAE,AAEL005895,AAEL014620,AAEL013529,AAEL013216,GPRALS3,AAEL012541,AAEL012420,AAEL012416,AAEL012065,AAEL011910,AAEL011870,AAEL011565,AAEL010908,AAEL010835,AAEL010106,AAEL010093,AAEL009786,AAEL009240,AAEL009175,AAEL008816,AAEL008622,AAEL008371,AAEL007876,AAEL007791,AAEL006876,AAEL005581,AAEL005463,AAEL005099,AAEL005089,AAEL004717,AAEL004549,AAEL003953,AAEL003013,AAEL002188,AAEL002220,AAEL001760,AAEL001468,AAEL001454,AAEL001104,AAEL000868,AAEL000908,AAEL000891,AAEL000247","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0043679","Axon terminus",15,99,0.77,0.94,2.35e-05,"7159.Q16IW8,7159.Q16LS6,7159.Q16M53,7159.Q16M54,7159.Q16N83,7159.Q16PP6,7159.Q16XQ1,7159.Q170V1,7159.Q179N7,7159.Q179X5,7159.Q17CG1,7159.Q17E44,7159.Q17L66,7159.Q17L67,7159.Q17M42","AAEL013529,AAEL012541,AAEL012420,AAEL012416,AAEL012065,AAEL011565,AAEL008816,AAEL007791,AAEL005581,AAEL005463,AAEL004549,AAEL003953,AAEL001468,AAEL001454,AAEL001104","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0150034","Distal axon",17,139,0.68,0.85,4.3e-05,"7159.Q16IW8,7159.Q16LS6,7159.Q16M53,7159.Q16M54,7159.Q16N83,7159.Q16PP6,7159.Q16XQ1,7159.Q170V1,7159.Q179N7,7159.Q179X5,7159.Q17C39,7159.Q17CG1,7159.Q17E44,7159.Q17L66,7159.Q17L67,7159.Q17M42,7159.Q17MX1","AAEL013529,AAEL012541,AAEL012420,AAEL012416,AAEL012065,AAEL011565,AAEL008816,AAEL007791,AAEL005581,AAEL005463,AAEL004717,AAEL004549,AAEL003953,AAEL001468,AAEL001454,AAEL001104,AAEL000868","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0045202","Synapse",28,362,0.48,0.72,5.44e-05,"7159.Q0IEP7,7159.Q16IW8,7159.Q16JQ4,7159.Q16LS6,7159.Q16M53,7159.Q16M54,7159.Q16N83,7159.Q16PP6,7159.Q16R23,7159.Q16RU6,7159.Q16SB0,7159.Q16TV9,7159.Q16WA7,7159.Q16XQ1,7159.Q16XT3,7159.Q16Z01,7159.Q170V1,7159.Q179N7,7159.Q179X5,7159.Q17CG1,7159.Q17E44,7159.Q17HS6,7159.Q17L66,7159.Q17L67,7159.Q17M42,7159.Q17MX1,7159.Q17MX6,7159.Q17MX7","AAEL008354,AAEL013529,AAEL013252,AAEL012541,AAEL012420,AAEL012416,AAEL012065,AAEL011565,AAEL011105,AAEL010835,AAEL010643,AAEL010106,AAEL009304,AAEL008816,AAEL008773,AAEL008371,AAEL007791,AAEL005581,AAEL005463,AAEL004549,AAEL003953,AAEL002594,AAEL001468,AAEL001454,AAEL001104,AAEL000868,AAEL000908,AAEL000891","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0098793","Presynapse",18,187,0.58,0.68,3e-04,"7159.Q16IW8,7159.Q16LS6,7159.Q16M53,7159.Q16M54,7159.Q16N83,7159.Q16PP6,7159.Q16TV9,7159.Q16XQ1,7159.Q16XT3,7159.Q16Z01,7159.Q170V1,7159.Q179N7,7159.Q179X5,7159.Q17CG1,7159.Q17E44,7159.Q17L66,7159.Q17L67,7159.Q17M42","AAEL013529,AAEL012541,AAEL012420,AAEL012416,AAEL012065,AAEL011565,AAEL010106,AAEL008816,AAEL008773,AAEL008371,AAEL007791,AAEL005581,AAEL005463,AAEL004549,AAEL003953,AAEL001468,AAEL001454,AAEL001104","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0043195","Terminal bouton",12,88,0.73,0.71,5e-04,"7159.Q16IW8,7159.Q16LS6,7159.Q16M53,7159.Q16M54,7159.Q16PP6,7159.Q16XQ1,7159.Q179X5,7159.Q17CG1,7159.Q17E44,7159.Q17L66,7159.Q17L67,7159.Q17M42","AAEL013529,AAEL012541,AAEL012420,AAEL012416,AAEL011565,AAEL008816,AAEL005463,AAEL004549,AAEL003953,AAEL001468,AAEL001454,AAEL001104","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0036477","Somatodendritic compartment",22,306,0.45,0.53,0.0017,"7159.Q0IFC5,7159.Q16FK4,7159.Q16FV7,7159.Q16JQ4,7159.Q16JU1,7159.Q16N83,7159.Q16NP6,7159.Q16RM1,7159.Q16TV9,7159.Q16TX6,7159.Q16Y82,7159.Q16Z01,7159.Q170V1,7159.Q174K3,7159.Q179X5,7159.Q17B43,7159.Q17B44,7159.Q17C39,7159.Q17F07,7159.Q17F08,7159.Q17K95,7159.Q17M42","AAEL005895,AAEL014730,AAEL014620,AAEL013252,AAEL013216,AAEL012065,AAEL011910,AAEL010908,AAEL010106,AAEL010093,AAEL008622,AAEL008371,AAEL007791,AAEL006876,AAEL005463,AAEL005099,AAEL005089,AAEL004717,AAEL003609,AAEL003592,AAEL001760,AAEL001104","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0071598","Neuronal ribonucleoprotein granule",5,13,1.18,0.63,0.0036,"7159.Q16M53,7159.Q16M54,7159.Q16NS4,7159.Q17L66,7159.Q17L67","AAEL012420,AAEL012416,AAEL011870,AAEL001468,AAEL001454","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0031594","Neuromuscular junction",11,96,0.65,0.53,0.0041,"7159.Q16M53,7159.Q16M54,7159.Q16PP6,7159.Q16RU6,7159.Q16SB0,7159.Q16XQ1,7159.Q17E44,7159.Q17HS6,7159.Q17L66,7159.Q17L67,7159.Q17M42","AAEL012420,AAEL012416,AAEL011565,AAEL010835,AAEL010643,AAEL008816,AAEL003953,AAEL002594,AAEL001468,AAEL001454,AAEL001104","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0044297","Cell body",15,173,0.53,0.5,0.0041,"7159.Q0IFC5,7159.Q16FK4,7159.Q16FV7,7159.Q16JQ4,7159.Q16N83,7159.Q16NP6,7159.Q16TV9,7159.Q170V1,7159.Q174K3,7159.Q17B43,7159.Q17B44,7159.Q17C39,7159.Q17F07,7159.Q17F08,7159.Q17K95","AAEL005895,AAEL014730,AAEL014620,AAEL013252,AAEL012065,AAEL011910,AAEL010106,AAEL007791,AAEL006876,AAEL005099,AAEL005089,AAEL004717,AAEL003609,AAEL003592,AAEL001760","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0005154","Epidermal growth factor receptor binding",5,10,1.29,0.58,0.0061,"7159.Q0IE98,7159.Q0IE99,7159.Q16LU2,7159.Q17DL2,7159.Q17G69","AAEL012979,AAEL012977,AAEL012517,AAEL004133,AAEL003169","GO Molecular Function","other","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","KW-0245","EGF-like domain",10,62,0.8,0.58,0.0034,"7159.Q0IE98,7159.Q16GK5,7159.Q16KQ8,7159.Q16KQ9,7159.Q16KR1,7159.Q16LX7,7159.Q16UK9,7159.Q16WM1,7159.Q172L3,7159.Q17NP6","AAEL012979,AAEL014347,AAEL012905,AAEL012910,AAEL012909,AAEL012493,AAEL009869,AAEL009175,AAEL007331,AAEL000597","Annotated Keywords Uniprot","other","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
