URL,fasta_header,uniprot_id,kegg_id,identity
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CQ16XT5%7CQ16XT5%5FAEDAE,tr|Q16XT5|Q16XT5_AEDAE,Q16XT5,aga:5667313,87
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CQ17L13%7CQ17L13%5FAEDAE,tr|Q17L13|Q17L13_AEDAE,Q17L13,aag:5570926,99
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CQ16VA2%7CQ16VA2%5FAEDAE,tr|Q16VA2|Q16VA2_AEDAE,Q16VA2,,
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CQ16F46%7CQ16F46%5FAEDAE,tr|Q16F46|Q16F46_AEDAE,Q16F46,aag:5565618,93
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CQ17J24%7CQ17J24%5FAEDAE,tr|Q17J24|Q17J24_AEDAE,Q17J24,aag:5580078,96
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CQ16VM1%7CQ16VM1%5FAEDAE,tr|Q16VM1|Q16VM1_AEDAE,Q16VM1,aag:5572102,83
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CQ16QS7%7CQ16QS7%5FAEDAE,tr|Q16QS7|Q16QS7_AEDAE,Q16QS7,aag:23687616,95
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CQ16FV7%7CQ16FV7%5FAEDAE,tr|Q16FV7|Q16FV7_AEDAE,Q16FV7,,
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CQ17EP7%7CQ17EP7%5FAEDAE,tr|Q17EP7|Q17EP7_AEDAE,Q17EP7,aag:5578843,99
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CQ179X5%7CQ179X5%5FAEDAE,tr|Q179X5|Q179X5_AEDAE,Q179X5,aga:1280509,96
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CQ174R8%7CQ174R8%5FAEDAE,tr|Q174R8|Q174R8_AEDAE,Q174R8,aag:5579942,96
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CQ174S1%7CQ174S1%5FAEDAE,tr|Q174S1|Q174S1_AEDAE,Q174S1,aag:5579940,93
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CQ17DB6%7CQ17DB6%5FAEDAE,tr|Q17DB6|Q17DB6_AEDAE,Q17DB6,aag:5578584,98
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CQ179Z3%7CQ179Z3%5FAEDAE,tr|Q179Z3|Q179Z3_AEDAE,Q179Z3,aag:5566523,100
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CQ16GL8%7CQ16GL8%5FAEDAE,tr|Q16GL8|Q16GL8_AEDAE,Q16GL8,aag:5564186,100
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CQ1DGK7%7CQ1DGK7%5FAEDAE,tr|Q1DGK7|Q1DGK7_AEDAE,Q1DGK7,aag:5579310,100
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CQ0IE99%7CQ0IE99%5FAEDAE,tr|Q0IE99|Q0IE99_AEDAE,Q0IE99,aag:5577077,100
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CQ16TM2%7CQ16TM2%5FAEDAE,tr|Q16TM2|Q16TM2_AEDAE,Q16TM2,aag:5572713,80
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CQ16KQ9%7CQ16KQ9%5FAEDAE,tr|Q16KQ9|Q16KQ9_AEDAE,Q16KQ9,aag:5576948,85
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CQ176T6%7CQ176T6%5FAEDAE,tr|Q176T6|Q176T6_AEDAE,Q176T6,aag:5567692,100
