#queryIndex	queryItem	stringId	identity	bitscore	preferredName	annotation
225	tr|Q16VZ1|Q16VZ1_AEDAE	7159.Q16VZ3	99.3	507.7	AAEL009400	AAEL009400-PA.
226	tr|Q17J27|Q17J27_AEDAE	7159.Q17J27	100	490.3	AAEL002169	AAEL002169-PA.
227	tr|Q17NP6|Q17NP6_AEDAE	7159.Q17NP6	100	3600.4	AAEL000597	AAEL000597-PA; Cadherins are calcium-dependent cell adhesion proteins.
228	tr|A0A1S4FRX2|A0A1S4FRX2_AEDAE	7159.Q16RP7	100	1522.3	AAEL010883	AAEL010883-PA.
229	UPI000B775F28	7159.Q17K67	94.8	356.7	AAEL001780	Homeobox protein distal-less dlx.
230	tr|Q16LS6|Q16LS6_AEDAE	7159.Q16LS6	100	340.1	AAEL012541	AAEL012541-PA.
231	tr|Q16TX6|Q16TX6_AEDAE	7159.Q16TX6	100	739.2	AAEL010093	AAEL010093-PA.
232	tr|Q16JU1|Q16JU1_AEDAE	7159.Q16JU1	100	737.3	AAEL013216	AAEL013216-PA.
233	UPI000B76CE63	7159.Q17PN7	97	2690.6	AAEL000276	AAEL000276-PA.
235	tr|A0A0N8ERY6|A0A0N8ERY6_AEDAE	7159.Q0IGF7	91.8	300.1	AAEL000397	AAEL000397-PA.
236	tr|Q16YK1|Q16YK1_AEDAE	7159.Q16YK1	100	958	AAEL008507	AAEL008507-PA.
237	UPI0006453699	7159.Q1DGF8	100	244.2	AAEL015650	AAEL015650-PA.
238	tr|A0A1S4FJR2|A0A1S4FJR2_AEDAE	7159.Q16YG8	100	951	AAEL008528	AAEL008528-PA.
239	UPI000B7731B6	7159.Q17K95	99.6	483.8	AAEL001760	AAEL001760-PA.
239	UPI000B7731B6	7159.Q17K95	90	398.7	AAEL001760	AAEL001760-PA.
240	UPI000B78BD16	7159.Q17F08	99.8	2484.1	AAEL003592	AAEL003592-PA.
241	tr|Q16I88|Q16I88_AEDAE	7159.Q16I88	100	474.2	AAEL013758	AAEL013758-PA.
242	UPI000B79780A	7159.Q16QJ6	99.2	1328.5	AAEL011261	AAEL011261-PA.
243	UPI000B799F2E	7159.Q174K3	100	943.7	AAEL006876	AAEL006876-PA.
244	UPI000B77BA20	7159.Q16VM1	78.6	1680.6	AAEL009515	AAEL009515-PA.
245	tr|Q16H74|Q16H74_AEDAE	7159.Q16H74	100	725.3	AAEL014132	AAEL014132-PA.
246	UPI000B781210	7159.Q172G9	85	283.1	AAEL007388	AAEL007388-PA.
247	tr|Q17MG5|Q17MG5_AEDAE	7159.Q17MG5	100	628.6	AAEL001031	AAEL001031-PA.
248	UPI00043BBE6F	7159.Q16QU1	97.2	681.4	GPRgr11	AAEL011174-PA.
249	tr|A0A1S4F488|A0A1S4F488_AEDAE	7159.Q17FU9	88.8	104.4	AAEL003290	AAEL003290-PA.
250	UPI000B7837F3	7159.Q177H4	94.9	1526.9	AAEL006152	AAEL006152-PA.
251	tr|Q17K67|Q17K67_AEDAE	7159.Q17K67	100	393.7	AAEL001780	Homeobox protein distal-less dlx.
252	tr|Q17NG1|Q17NG1_AEDAE	7159.Q17NG1	100	1692.6	AAEL000682	AAEL000682-PA.
253	tr|A0A1S4F4I9|A0A1S4F4I9_AEDAE	7159.Q17FE8	100	288.5	AAEL003407	AAEL003407-PA.
254	UPI000B7947ED	7159.Q16LQ3	99.9	1703	AAEL012561	Prominin (prom) protein.
255	UPI000B77991F	7159.Q17D24	96.1	784.6	AAEL004351	AAEL004351-PC; Belongs to the protein kinase superfamily.
256	UPI000B795AA0	7159.Q16U87	86.2	1681	AAEL009988	AAEL009988-PA.
257	tr|Q16NS4|Q16NS4_AEDAE	7159.Q16NS4	100	533.9	AAEL011870	AAEL011870-PA.
258	tr|Q1HQG4|Q1HQG4_AEDAE	7159.Q1HQG4	100	292	AAEL012169	Predicted membrane protein.
259	tr|A0A1S4G685|A0A1S4G685_AEDAE	7159.J9HIM6	98.7	895.2	J9HIM6_AEDAE	AAEL017462-PB.
260	UPI000B77BE50	7159.Q17KU1	91.9	798.1	AAEL001567	Myocyte-specific enhancer factor 2d.
261	tr|Q16WV5|Q16WV5_AEDAE	7159.Q16WV5	100	981.5	AAEL009085	AAEL009085-PA.
262	tr|Q16YP6|Q16YP6_AEDAE	7159.Q16YP6	100	180.3	AAEL008470	AAEL008470-PA.
263	tr|Q16II4|Q16II4_AEDAE	7159.Q16II4	100	350.9	AAEL013651	AAEL013651-PA.
264	tr|Q16TD8|Q16TD8_AEDAE	7159.Q16TD8	100	451.4	AAEL006369	AAEL006369-PA.
265	tr|Q17HP2|Q17HP2_AEDAE	7159.Q17HP2	100	2098.2	AAEL002628	AAEL002628-PA.
266	UPI00043BD2C6	7159.Q16H74	92.6	708.4	AAEL014132	AAEL014132-PA.
268	UPI000B77D200	7159.Q16RP7	99.9	1462.2	AAEL010883	AAEL010883-PA.
269	UPI00043BC9AC	7159.Q16VP6	99.5	322.8	AAEL009484	AAEL009484-PA.
270	tr|Q17IL0|Q17IL0_AEDAE	7159.Q17IL0	100	487.3	AAEL002287	Trans-prenyltransferase.
271	tr|Q16W03|Q16W03_AEDAE	7159.Q16W03	100	364.8	AAEL009377	AAEL009377-PA.
272	tr|Q16LX7|Q16LX7_AEDAE	7159.Q16LX7	100	2515.7	AAEL012493	AAEL012493-PA.
273	tr|Q16XY9|Q16XY9_AEDAE	7159.Q16XY9	100	1513.8	AAEL008722	AAEL008722-PA.
274	UPI000B79728B	7159.Q16ND4	98.4	887.1	AAEL012002	Beta-1,4-galactosyltransferase.
275	tr|Q17J05|Q17J05_AEDAE	7159.Q17J05	100	137.9	AAEL002188	AAEL002188-PA.
276	tr|Q16UC4|Q16UC4_AEDAE	7159.Q16UC4	100	610.9	AAEL009947	Homeotic antennapedia protein, putative.
277	tr|Q17K23|Q17K23_AEDAE	7159.Q17K23	100	367.1	AAEL001798	AAEL001798-PA.
278	UPI000B79719A	7159.Q17E44	95.3	1489.9	AAEL003953	Map/microtubule affinity-regulating kinase 2,4.
279	tr|Q16P14|Q16P14_AEDAE	7159.Q16P14	100	1771.5	AAEL011800	Protein tweety homolog; Probable chloride channel.
280	tr|Q16VP5|Q16VP5_AEDAE	7159.Q16VP6	99.5	322.8	AAEL009484	AAEL009484-PA.
281	tr|Q17KI5|Q17KI5_AEDAE	7159.Q17KI5	100	738.4	AAEL001680	AAEL001680-PA.
282	UPI000B77F966	7159.Q16G89	99.8	2111.3	AAEL014485	AAEL014485-PA.
284	tr|Q16XQ1|Q16XQ1_AEDAE	7159.Q16XQ1	100	865.5	AAEL008816	Vesicular monoamine transporter, putative.
285	UPI000B79764A	7159.Q16UC4	88.9	521.5	AAEL009947	Homeotic antennapedia protein, putative.
286	tr|A0A1S4FJ63|A0A1S4FJ63_AEDAE	7159.Q16Z71	100	838.2	GPRDIH1	AAEL008292-PA; Belongs to the G-protein coupled receptor 2 family.
287	tr|A0A0P6JSR0|A0A0P6JSR0_AEDAE	7159.Q17HS6	72.2	687.6	AAEL002594	AAEL002594-PA.
288	tr|Q16MG8|Q16MG8_AEDAE	7159.Q16MG8	100	1191	AAEL012307	AAEL012307-PA.
289	UPI000B77A19A	7159.Q178X8	98.8	618.2	AAEL005741	Forkhead protein/ forkhead protein domain.
290	UPI000B77C03A	7159.Q17EB3	96.3	751.5	AAEL003861	AAEL003861-PA.
291	tr|Q17CM5|Q17CM5_AEDAE	7159.Q17CM5	100	419.1	AAEL004525	AAEL004525-PA.
292	tr|Q0C745|Q0C745_AEDAE	7159.Q0C745	100	1082	AAEL000065	AAEL000065-PA.
293	UPI000B781E4B	7159.Q17E44	87.7	1011.5	AAEL003953	Map/microtubule affinity-regulating kinase 2,4.
294	UPI00043B9ACD	7159.Q17K95	100	2617.4	AAEL001760	AAEL001760-PA.
295	tr|Q171Z5|Q171Z5_AEDAE	7159.Q171Z5	100	1176.4	AAEL007483	AAEL007483-PA.
296	tr|Q0IFA2|Q0IFA2_AEDAE	7159.Q0IFA2	100	788.5	AAEL006399	AAEL006399-PA.
297	tr|Q16NB0|Q16NB0_AEDAE	7159.Q16NB0	100	1588.5	AAEL012031	AAEL012031-PA.
298	tr|Q17EP1|Q17EP1_AEDAE	7159.Q17EP1	100	2030	AAEL003733	AAEL003733-PA; Belongs to the peptidase C19 family.
299	tr|Q16EE7|Q16EE7_AEDAE	7159.Q16EE7	100	496.1	AAEL015235	AAEL015235-PA; Belongs to the band 7/mec-2 family. Flotillin subfamily.
300	tr|Q16NC7|Q16NC7_AEDAE	7159.Q16NC7	100	1569.3	AAEL012019	AAEL012019-PA.
301	tr|A0A1S4F2T8|A0A1S4F2T8_AEDAE	7159.Q17H51	99.1	205.7	AAEL002813	ATP synthase-coupling factor 6, mitochondrial; Mitochondrial membrane ATP synthase (F(1)F(0) ATP synthase or Complex V) produces ATP from ADP in the presence of a proton gradient across the membrane which is generated by electron transport complexes of the respiratory chain; Belongs to the eukaryotic ATPase subunit F6 family.
302	tr|Q0IE98|Q0IE98_AEDAE	7159.Q0IE98	100	210.3	AAEL012979	AAEL012979-PA.
303	tr|Q17PA7|Q17PA7_AEDAE	7159.Q17PA7	100	620.2	AAEL000431	AAEL000431-PA.
304	UPI000B77C51E	7159.Q17HP2	80	1402.5	AAEL002628	AAEL002628-PA.
305	tr|Q16WU5|Q16WU5_AEDAE	7159.Q16WU6	99.7	697.2	AAEL009092	AAEL009092-PA.
306	UPI000B78E2FE	7159.Q17C93	94.7	524.6	AAEL004651	Multiple ankyrin repeats single kh domain protein.
308	UPI000B78940C	7159.Q17LA6	98.2	704.9	AAEL001437	AAEL001437-PA.
309	UPI000B79710F	7159.Q17IL0	100	486.9	AAEL002287	Trans-prenyltransferase.
310	tr|Q17GJ0|Q17GJ0_AEDAE	7159.Q17GJ0	100	177.9	AAEL003001	AAEL003001-PA.
312	tr|Q16K77|Q16K77_AEDAE	7159.Q16R65	99.5	747.3	AAEL011058	Lim domain binding protein.
313	tr|Q1HQV2|Q1HQV2_AEDAE	7159.Q17GP4	99.7	426.8	AAEL002936	AAEL002936-PA.
314	tr|Q17AC7|Q17AC7_AEDAE	7159.Q17AC7	100	542.7	AAEL005315	AAEL005315-PA.
315	tr|A0A0P6IXL7|A0A0P6IXL7_AEDAE	7159.Q174S1	91.5	2560.8	AAEL006783	Histone-lysine N-methyltransferase, H3 lysine-79 specific.
316	tr|Q17BN5|Q17BN5_AEDAE	7159.Q17BN5	100	637.9	AAEL004900	AAEL004900-PA; Belongs to the FPP/GGPP synthase family.
317	UPI000B779EA2	7159.Q0C7B1	93.1	1667.9	AAEL000093	AAEL000093-PA.
318	UPI000B770E97	7159.Q17B43	84.3	1628.2	AAEL005099	Rap GTPase-activating protein.
319	UPI000B791A7D	7159.Q16U87	85.3	1604.7	AAEL009988	AAEL009988-PA.
320	UPI000B78BA47	7159.Q16PA7	37.4	229.2	AAEL011709	Diacylglycerol kinase.
321	UPI000B76FC03	7159.Q170K4	90.9	2012.3	AAEL007888	Protein 4.1 homolog (Coracle protein), putative.
322	tr|A0A1S4FJQ9|A0A1S4FJQ9_AEDAE	7159.Q16YG8	100	951	AAEL008528	AAEL008528-PA.
323	UPI000B78750E	7159.Q16UC4	97.2	582.8	AAEL009947	Homeotic antennapedia protein, putative.
324	tr|Q1HRN7|Q1HRN7_AEDAE	7159.Q1HRN7	100	349.4	AAEL007441	Translocon-associated complex TRAP gamma subunit.
325	UPI000B7754CE	7159.Q17EP1	81	1621.7	AAEL003733	AAEL003733-PA; Belongs to the peptidase C19 family.
326	tr|Q16ZB6|Q16ZB6_AEDAE	7159.Q16ZB6	100	1089.3	AAEL008248	Eukaryotic translation initiation factor 2A; Functions in the early steps of protein synthesis of a small number of specific mRNAs. Acts by directing the binding of methionyl- tRNAi to 40S ribosomal subunits. In contrast to the eIF-2 complex, it binds methionyl-tRNAi to 40S subunits in a codon-dependent manner, whereas the eIF-2 complex binds methionyl-tRNAi to 40S subunits in a GTP-dependent manner.
328	UPI000B7821AD	7159.Q16P14	96.5	934.1	AAEL011800	Protein tweety homolog; Probable chloride channel.
329	UPI000B792507	7159.Q0IFC5	98.3	1095.9	AAEL005895	AAEL005895-PA.
330	tr|Q174F7|Q174F7_AEDAE	7159.Q174F7	100	759.2	AAEL006912	Acetyl-coa acetyltransferase 2; Belongs to the thiolase-like superfamily. Thiolase family.
331	UPI000B76D21F	7159.Q0IFC5	99.2	1103.2	AAEL005895	AAEL005895-PA.
332	tr|Q179N7|Q179N7_AEDAE	7159.Q179N7	100	1324.7	AAEL005581	Transporter; Belongs to the sodium:neurotransmitter symporter (SNF) (TC 2.A.22) family.
333	tr|Q0IEV0|Q0IEV0_AEDAE	7159.Q0IEV0	100	1664	AAEL007995	AAEL007995-PA.
334	tr|Q16P38|Q16P38_AEDAE	7159.Q16P38	100	439.1	AAEL011773	AAEL011773-PA.
335	tr|Q5IFI8|Q5IFI8_AEDAE	7159.Q176B9	99.9	907.9	AAEL006447	GATA transcription factor (GATAb).
336	UPI000B77B119	7159.Q17MT6	99.9	1982.2	ARK	Apaf-1 Related Killer.
337	tr|Q16VZ3|Q16VZ3_AEDAE	7159.Q16VZ3	100	652.9	AAEL009400	AAEL009400-PA.
338	UPI000B773009	7159.Q17F08	90.6	2629.7	AAEL003592	AAEL003592-PA.
339	tr|Q17JF6|Q17JF6_AEDAE	7159.Q17JF6	100	235.7	AAEL001959	AAEL001959-PA.
340	UPI000B795A59	7159.Q17LA6	99.6	710.7	AAEL001437	AAEL001437-PA.
341	tr|Q16G14|Q16G14_AEDAE	7159.Q16G14	100	632.5	AAEL014557	AAEL014557-PA.
342	tr|Q16PW9|Q16PW9_AEDAE	7159.Q16PW9	100	1173.7	AAEL011495	AAEL011495-PA.
343	tr|Q170K8|Q170K8_AEDAE	7159.Q170K8	100	1537.3	AAEL007876	Tyrosine protein kinase with ig domain; Belongs to the protein kinase superfamily. Tyr protein kinase family.
344	tr|Q17KG8|Q17KG8_AEDAE	7159.Q17KG8	100	353.2	AAEL001702	AAEL001702-PA.
345	tr|A0A411JKA7|A0A411JKA7_AEDAE	7159.Q16KP5	100	731.1	GPRALS3	GPCR Galanin/Allatostatin Family; Belongs to the G-protein coupled receptor 1 family.
346	tr|Q8MWG8|Q8MWG8_AEDAE	7159.Q17NE5	97.7	1079.7	AAEL000741	Ecdysone-induced protein 74EF (ETS transcription factor E74A).
348	tr|Q17GI1|Q17GI1_AEDAE	7159.Q17GI1	100	798.9	AAEL003013	AAEL003013-PA; Belongs to the protein kinase superfamily.
349	UPI000B79A431	7159.Q17E44	92	1479.9	AAEL003953	Map/microtubule affinity-regulating kinase 2,4.
350	tr|A0A1S4F5I3|A0A1S4F5I3_AEDAE	7159.Q17EZ8	99.7	1206	AAEL003619	Transporter; Belongs to the sodium:neurotransmitter symporter (SNF) (TC 2.A.22) family.
351	tr|J9HFE1|J9HFE1_AEDAE	7159.J9HFE1	100	1482.2	J9HFE1_AEDAE	Elongation factor Tu.
352	tr|A0A1S4FZC4|A0A1S4FZC4_AEDAE	7159.Q16JC3	99.3	297.7	AAEL013380	AAEL013380-PA.
353	UPI000B772E99	7159.Q17C93	97.4	528.9	AAEL004651	Multiple ankyrin repeats single kh domain protein.
354	tr|Q16SI7|Q16SI7_AEDAE	7159.Q16SI7	100	651.4	AAEL010584	Vesicular mannose-binding lectin.
355	UPI000B777613	7159.Q16PA7	37.4	229.2	AAEL011709	Diacylglycerol kinase.
356	tr|Q16KY3|Q16KY3_AEDAE	7159.Q16KY3	100	119.8	AAEL012837	AAEL012837-PA.
357	UPI000B774F9D	7159.Q16HG5	91.3	632.5	AAEL014033	AAEL014033-PA.
358	UPI000B78C845	7159.Q173C1	98	940.3	AAEL007197	AAEL007197-PA.
359	UPI000B77C0F4	7159.Q16TV9	99.8	1301.2	AAEL010106	Transporter; Belongs to the sodium:neurotransmitter symporter (SNF) (TC 2.A.22) family.
360	tr|Q16KH2|Q16KH2_AEDAE	7159.Q16KH2	100	1505.3	AAEL012988	Guanylate cyclase.
362	UPI000B78F2CF	7159.Q17AX2	98.3	1245.3	AAEL005160	Sulphate transporter.
363	UPI000B77AA48	7159.Q16HG5	92.6	641.3	AAEL014033	AAEL014033-PA.
364	tr|Q16F16|Q16F16_AEDAE	7159.Q16F16	100	421	AAEL014933	Peptidylprolyl isomerase.
365	tr|Q17F07|Q17F07_AEDAE	7159.Q17F07	100	1661	AAEL003609	AAEL003609-PA.
366	tr|Q177H3|Q177H3_AEDAE	7159.Q177H3	100	956.4	AAEL006149	AAEL006149-PA.
367	UPI00043BB16A	7159.Q179Z3	78.9	655.6	AAEL005448	AAEL005448-PA; Belongs to the protein kinase superfamily. Tyr protein kinase family.
368	tr|Q175K5|Q175K5_AEDAE	7159.Q175K5	100	248.8	AAEL006619	AAEL006619-PA.
369	tr|Q16JN7|Q16JN7_AEDAE	7159.Q16JN7	100	543.1	AAEL013268	AAEL013268-PA.
370	tr|Q1HRW3|Q1HRW3_AEDAE	7159.Q1HRW3	100	679.9	AAEL002487	P53 regulated pa26 nuclear protein sestrin.
371	UPI00043BBED9	7159.Q174R9	100	577.4	AAEL006803	AAEL006803-PA.
372	UPI000B78E496	7159.Q17MX6	94.8	579.3	AAEL000908	AAEL000908-PA.
374	tr|Q16TM2|Q16TM2_AEDAE	7159.Q16TM2	100	1633.2	AAEL010198	AAEL010198-PA.
375	tr|Q8MQU9|Q8MQU9_AEDAE	7159.Q171K9	97.2	1302.7	TOLL5A	AAEL007619-PA.
376	UPI00043B9A7F	7159.Q16LI4	100	378.6	AAEL012640	AAEL012640-PA.
377	tr|Q58I85|Q58I85_AEDAE	7159.Q16PT5	99.6	1097.8	AAEL011536	Phosphoacetylglucosamine mutase; Catalyzes the conversion of GlcNAc-6-P into GlcNAc-1-P during the synthesis of uridine diphosphate/UDP-GlcNAc, a sugar nucleotide critical to multiple glycosylation pathways including protein N- and O- glycosylation; Belongs to the phosphohexose mutase family.
378	tr|Q1HRV7|Q1HRV7_AEDAE	7159.Q1HRV7	100	839.7	SRPN25	Fxa-directed anticlotting serpin-like protein; Belongs to the serpin family.
379	tr|A0A1S4FBT4|A0A1S4FBT4_AEDAE	7159.Q178K1	99.1	1987.2	HR4	Hormone receptor-like in 4.
380	tr|A0A1S4FVW5|A0A1S4FVW5_AEDAE	7159.Q1HQT7	99.5	326.2	AAEL012237	Upstream transcription factor 2/L-myc-2.
381	tr|Q16S36|Q16S36_AEDAE	7159.Q16S36	100	930.6	AAEL010716	AAEL010716-PA.
382	tr|Q17CP5|Q17CP5_AEDAE	7159.Q17CP5	100	434.5	AAEL004463	AAEL004463-PA; Belongs to the two pore domain potassium channel (TC 1.A.1.8) family.
383	tr|A0A0P6IW43|A0A0P6IW43_AEDAE	7159.Q178E9	93.3	2340.8	AAEL005937	AAEL005937-PA.
385	UPI000B77C011	7159.Q17L67	99.9	725.3	AAEL001454	AAEL001454-PA.
386	UPI000B78FCD3	7159.Q17D24	96.3	791.2	AAEL004351	AAEL004351-PC; Belongs to the protein kinase superfamily.
387	UPI000B7739E0	7159.Q17A00	100	797.7	AAEL005452	AAEL005452-PA.
388	UPI000B789327	7159.Q172D9	95	916	AAEL007452	AAEL007452-PA.
389	tr|A0A0P6J0U9|A0A0P6J0U9_AEDAE	7159.Q178X8	98.1	617.5	AAEL005741	Forkhead protein/ forkhead protein domain.
390	UPI000B7774DB	7159.Q16U30	100	493	AAEL010041	AAEL010041-PA.
391	tr|A0A1S4F022|A0A1S4F022_AEDAE	7159.Q17K58	87.3	550.8	AAEL001819	AAEL001819-PA.
392	UPI000B77AFCE	7159.Q170K4	99.9	2212.2	AAEL007888	Protein 4.1 homolog (Coracle protein), putative.
393	tr|A0A1S4FFU4|A0A1S4FFU4_AEDAE	7159.Q173C1	99.8	973.4	AAEL007197	AAEL007197-PA.
394	tr|A0A1S4FYY2|A0A1S4FYY2_AEDAE	7159.Q16J72	97.7	350.1	GPROR76	Odorant receptor.
395	tr|Q17ET2|Q17ET2_AEDAE	7159.Q17ET2	100	1933.7	AAEL003688	AAEL003688-PA.
396	tr|Q17AG5|Q17AG5_AEDAE	7159.Q17AG5	100	879	AAEL005302	Beta-1,4-galactosyltransferase.
397	tr|Q16QH9|Q16QH9_AEDAE	7159.Q16QH9	100	421	AAEL011281	AAEL011281-PA.
398	UPI000B76B986	7159.Q16UK9	100	6766	AAEL009869	AAEL009869-PA.
399	tr|Q171J8|Q171J8_AEDAE	7159.Q171J8	100	1586.6	TOLL1A	Toll-like receptor; Belongs to the Toll-like receptor family.
400	tr|A0T2W5|A0T2W5_AEDAE	7159.Q178X8	100	615.1	AAEL005741	Forkhead protein/ forkhead protein domain.
401	UPI000B77E4AA	7159.Q17K95	77.9	475.3	AAEL001760	AAEL001760-PA.
401	UPI000B77E4AA	7159.Q17K95	71.2	345.5	AAEL001760	AAEL001760-PA.
402	tr|Q16ZN0|Q16ZN0_AEDAE	7159.Q16ZN0	100	135.2	AAEL008149	AAEL008149-PA.
403	UPI000B77ED67	7159.Q170K8	93	1422.1	AAEL007876	Tyrosine protein kinase with ig domain; Belongs to the protein kinase superfamily. Tyr protein kinase family.
404	UPI000B783602	7159.Q17D24	87.2	765	AAEL004351	AAEL004351-PC; Belongs to the protein kinase superfamily.
405	tr|Q17FE8|Q17FE8_AEDAE	7159.Q17FE8	100	288.9	AAEL003407	AAEL003407-PA.
406	tr|Q0C7B1|Q0C7B1_AEDAE	7159.Q0C7B1	100	1705.3	AAEL000093	AAEL000093-PA.
407	UPI000B79267E	7159.Q17EB3	98.5	758.1	AAEL003861	AAEL003861-PA.
408	UPI000B784E0C	7159.Q16QH9	100	416.4	AAEL011281	AAEL011281-PA.
409	tr|Q16MK4|Q16MK4_AEDAE	7159.Q16MK4	100	912.5	AAEL012273	AAEL012273-PA.
410	UPI000B78C851	7159.Q17EB3	95.5	751.9	AAEL003861	AAEL003861-PA.
411	UPI000B77F4D6	7159.Q16M53	99.7	855.9	AAEL012420	AAEL012420-PA.
412	UPI000B791CB6	7159.Q17C93	97.4	528.9	AAEL004651	Multiple ankyrin repeats single kh domain protein.
413	UPI000B77C497	7159.Q172D9	97	950.7	AAEL007452	AAEL007452-PA.
414	tr|Q17K22|Q17K22_AEDAE	7159.Q17K23	97.2	350.5	AAEL001798	AAEL001798-PA.
415	tr|Q17J33|Q17J33_AEDAE	7159.Q17J33	100	2293.8	AAEL002171	Ubiquitin specific proteinase.
416	UPI000B78BB96	7159.Q17GP3	99.5	748.8	AAEL002938	Skd/vacuolar sorting; Belongs to the AAA ATPase family.
417	UPI000B775C7F	7159.Q174R9	99.3	569.7	AAEL006803	AAEL006803-PA.
418	tr|Q177S2|Q177S2_AEDAE	7159.Q177S2	100	3123.6	AAEL006038	AAEL006038-PA.
419	UPI000B798EB2	7159.Q17E44	92.2	1503.8	AAEL003953	Map/microtubule affinity-regulating kinase 2,4.
420	UPI000B771ADF	7159.Q17LA6	98.2	704.9	AAEL001437	AAEL001437-PA.
421	UPI00043BD28D	7159.Q17GP4	100	367.9	AAEL002936	AAEL002936-PA.
422	UPI000B795859	7159.Q17HS6	75	728.8	AAEL002594	AAEL002594-PA.
424	UPI000B775389	7159.Q17F08	90.6	2629.7	AAEL003592	AAEL003592-PA.
425	tr|Q16PX0|Q16PX0_AEDAE	7159.Q16PX0	100	183.3	AAEL011485	AAEL011485-PA.
426	tr|Q17H76|Q17H76_AEDAE	7159.Q17H75	100	82.8	AAEL002761	Putative tropomyosin invertebrate; Belongs to the tropomyosin family.
427	tr|Q17IM8|Q17IM8_AEDAE	7159.Q17IM8	100	230.3	AAEL002308	AAEL002308-PA.
428	tr|Q16M54|Q16M54_AEDAE	7159.Q16M54	100	692.2	AAEL012416	AAEL012416-PA.
429	tr|Q16T61|Q16T61_AEDAE	7159.Q16T61	100	2468.7	AAEL010391	Aldehyde oxidase.
430	tr|Q17I67|Q17I67_AEDAE	7159.Q17I67	100	944.5	AAEL002451	Zinc finger protein.
431	tr|Q16Z71|Q16Z71_AEDAE	7159.Q16Z71	100	837.4	GPRDIH1	AAEL008292-PA; Belongs to the G-protein coupled receptor 2 family.
432	tr|Q1HQT7|Q1HQT7_AEDAE	7159.Q1HQT7	100	328.9	AAEL012237	Upstream transcription factor 2/L-myc-2.
433	tr|Q16N85|Q16N85_AEDAE	7159.Q16N85	100	2400.2	AAEL012057	Enhancer of polycomb-like protein.
434	tr|Q17FY6|Q17FY6_AEDAE	7159.Q17FY6	100	5571.5	AAEL003252	AAEL003252-PA.
435	UPI00043BA2B4	7159.Q17EP1	86.3	1821.2	AAEL003733	AAEL003733-PA; Belongs to the peptidase C19 family.
436	tr|Q17K68|Q17K68_AEDAE	7159.Q17K68	100	148.3	AAEL001776	AAEL001776-PA.
437	UPI000B7795B0	7159.Q17B63	94.6	2040.4	AAEL005076	Alanyl aminopeptidase.
438	tr|A0A1S4FPI0|A0A1S4FPI0_AEDAE	7159.Q16U30	99.4	695.7	AAEL010041	AAEL010041-PA.
439	UPI000B781B60	7159.Q17B43	83.5	1605.1	AAEL005099	Rap GTPase-activating protein.
440	tr|Q17NC4|Q17NC4_AEDAE	7159.Q17NC4	100	1790.4	AAEL000723	AAEL000723-PA.
443	tr|A0A1S4F452|A0A1S4F452_AEDAE	7159.Q17FX3	92.1	1233	AAEL003267	AAEL003267-PA.
444	tr|Q17N01|Q17N01_AEDAE	7159.Q17N01	100	902.5	AAEL000860	AAEL000860-PA.
445	tr|Q0IE94|Q0IE94_AEDAE	7159.Q0IE94	100	327	AAEL012974	Glycine cleavage system H protein; The H protein shuttles the methylamine group of glycine from the P protein to the T protein; Belongs to the GcvH family.
446	UPI000B78D999	7159.Q16EF2	90.9	1273.5	AAEL015231	AAEL015231-PA.
447	tr|Q16LK0|Q16LK0_AEDAE	7159.Q16LK0	100	2685.6	AAEL012627	AAEL012627-PA.
448	UPI000B771294	7159.Q17NY9	93	702.2	AAEL000542	Amine oxidase.
449	tr|Q1HR99|Q1HR99_AEDAE	7159.Q1HR99	100	543.5	AAEL010821	60S acidic ribosomal protein P0; Ribosomal protein P0 is the functional equivalent of E.coli protein L10.
450	UPI000B76DE3B	7159.Q17KU1	92.9	804.7	AAEL001567	Myocyte-specific enhancer factor 2d.
451	tr|A0A1S4FD07|A0A1S4FD07_AEDAE	7159.Q176R2	96.1	1648.3	PIWI7	AAEL006287-PA; Belongs to the argonaute family.
452	UPI000B76EEE3	7159.Q17KJ5	98	672.9	AAEL001643	AAEL001643-PA.
453	UPI000B796407	7159.Q17E80	89.6	1071.6	AAEL003875	AAEL003875-PA.
454	tr|Q17L13|Q17L13_AEDAE	7159.Q17L13	100	1441	AAEL001482	AAEL001482-PA.
455	tr|Q16ND4|Q16ND4_AEDAE	7159.Q16ND4	100	906.7	AAEL012002	Beta-1,4-galactosyltransferase.
456	tr|Q17AZ6|Q17AZ6_AEDAE	7159.Q17AZ6	100	969.9	AAEL005147	AAEL005147-PA.
457	tr|Q17NC1|Q17NC1_AEDAE	7159.Q17NC1	100	560.1	AAEL000729	AAEL000729-PA.
458	UPI000B789B83	7159.Q16PA7	34.4	214.2	AAEL011709	Diacylglycerol kinase.
459	tr|Q171K9|Q171K9_AEDAE	7159.Q171K9	100	1860.9	TOLL5A	AAEL007619-PA.
460	tr|Q16UU9|Q16UU9_AEDAE	7159.Q16UU9	100	671.4	AAEL009786	AAEL009786-PA.
461	tr|Q172A6|Q172A6_AEDAE	7159.Q172A6	100	3404.4	AAEL007465	AAEL007465-PA.
462	tr|Q16VP6|Q16VP6_AEDAE	7159.Q16VP6	100	328.9	AAEL009484	AAEL009484-PA.
463	tr|Q16XT3|Q16XT3_AEDAE	7159.Q16XT3	100	5799.6	AAEL008773	AAEL008773-PA.
