#queryIndex	queryItem	stringId	identity	bitscore	preferredName	annotation
183	tr|A0A182H742|A0A182H742_AEDAL	7160.A0A182H742	100	729.6	RP20_CCG023148	J domain-containing protein.
184	UPI0007D10A1C	7160.A0A182GEG3	100	1441.8	RP20_CCG008498	ATP-dependent DNA helicase; Belongs to the helicase family. RecQ subfamily.
185	UPI0007D476DE	7160.A0A182H9T9	100	249.6	RP20_CCG024906	Uncharacterized protein.
186	tr|A0A182GRG7|A0A182GRG7_AEDAL	7160.A0A182GRG7	100	104.8	RP20_CCG014429	Uncharacterized protein.
187	tr|A0A1W7R7C8|A0A1W7R7C8_AEDAL	7160.A0A182GQP1	32.8	191.8	RP20_CCG014045	Aminopeptidase.
188	tr|A0A182GQT6|A0A182GQT6_AEDAL	7160.A0A182HDP9	99	561.6	RP20_CCG027379	Uncharacterized protein.
189	tr|A0A1W7R756|A0A1W7R756_AEDAL	7160.A0A182G204	38.5	122.1	RP20_CCG001108	Uncharacterized protein.
190	tr|A0A182HEB8|A0A182HEB8_AEDAL	7160.A0A182HEB8	100	325.5	RP20_CCG027786	Uncharacterized protein.
191	tr|A0A1W7R5R9|A0A1W7R5R9_AEDAL	7160.A0A182H518	61.2	298.5	RP20_CCG021841	Uncharacterized protein.
192	tr|A0A182GGD0|A0A182GGD0_AEDAL	7160.A0A182GGD0	100	734.6	RP20_CCG009444	Peptidase S1 domain-containing protein; Belongs to the peptidase S1 family.
193	UPI0007D6AC12	7160.A0A182H6T4	100	622.1	RP20_CCG022906	Uncharacterized protein.
194	tr|A0A023EQY2|A0A023EQY2_AEDAL	7160.A0A182G0T6	100	618.6	RP20_CCG000220	CRAL-TRIO domain-containing protein.
195	tr|A0A023ESS5|A0A023ESS5_AEDAL	7160.A0A182HBD0	99.4	648.7	RP20_CCG025859	MI domain-containing protein.
196	UPI0007D55C98	7160.A0A182GZ82	100	258.8	RP20_CCG018534	YchF-GTPase_C domain-containing protein.
197	UPI0007D1999C	7160.A0A182G0Q0	100	314.3	RP20_CCG000121	Cytidine deaminase; This enzyme scavenges exogenous and endogenous cytidine and 2'-deoxycytidine for UMP synthesis; Belongs to the cytidine and deoxycytidylate deaminase family.
198	tr|A0A023EQR6|A0A023EQR6_AEDAL	7160.A0A182GG74	44.7	268.5	RP20_CCG009367	Sidoreflexin.
199	tr|A0A023ETQ3|A0A023ETQ3_AEDAL	7160.A0A182G0L9	99.6	555.4	RP20_CCG000070	NAD(P)-bd_dom domain-containing protein.
200	tr|A0A023ERR0|A0A023ERR0_AEDAL	7160.A0A023EQV8	99.7	636.7	RP20_CCG011874	J domain-containing protein.
201	tr|A0A182GV54|A0A182GV54_AEDAL	7160.A0A182GV54	100	418.3	RP20_CCG016301	HMG box domain-containing protein.
202	UPI0007D3CF33	7160.A0A182H4X0	100	200.7	RP20_CCG021775	Uncharacterized protein.
203	tr|A0A023EMN9|A0A023EMN9_AEDAL	7160.A0A182H856	99.7	230.7	RP20_CCG023812	Uncharacterized protein.
205	tr|A0A023EQW6|A0A023EQW6_AEDAL	7160.A0A182GLN0	99.5	745.3	RP20_CCG012060	Glycosyltransferase family 92 protein; Belongs to the glycosyltransferase 92 family.
206	tr|A0A182GZY2|A0A182GZY2_AEDAL	7160.A0A182GZY2	100	1258.4	RP20_CCG018958	Uncharacterized protein.
207	tr|A0A182H9P7|A0A182H9P7_AEDAL	7160.A0A182H9P7	100	1102	RP20_CCG024828	Uncharacterized protein; Belongs to the class-I aminoacyl-tRNA synthetase family.
208	tr|A0A1W7R626|A0A1W7R626_AEDAL	7160.A0A182HDJ1	70.4	1546.2	RP20_CCG027237	Uncharacterized protein.
210	tr|A0A1W7R911|A0A1W7R911_AEDAL	7160.A0A182GK76	88.5	1582.8	RP20_CCG011363	Angiomotin_C domain-containing protein.
211	tr|A0A023EV19|A0A023EV19_AEDAL	7160.A0A023EXF7	98.1	1127.1	RP20_CCG022326	Putative ferric-chelate reductase 1.
212	tr|A0A182GH27|A0A182GH27_AEDAL	7160.A0A182G6V7	98.9	1123.6	RP20_CCG004244	Transket_pyr domain-containing protein.
213	tr|A0A1W7R681|A0A1W7R681_AEDAL	7160.A0A182G158	49.5	1421	RP20_CCG000451	Uncharacterized protein.
215	UPI0007D0DFDA	7160.A0A182GUV4	100	1562.7	RP20_CCG016161	Uncharacterized protein.
217	UPI0007D4E5DE	7160.A0A182GG15	100	844	RP20_CCG009285	Thioredoxin domain-containing protein.
219	UPI0007D300FE	7160.A0A182GP53	100	501.5	RP20_CCG013278	NR LBD domain-containing protein.
220	UPI0007D44B0A	7160.A0A182GFG3	100	174.9	RP20_CCG008994	Uncharacterized protein.
221	tr|A0A182GBK9|A0A182GBK9_AEDAL	7160.A0A182GBK9	100	105.1	RP20_CCG007010	Uncharacterized protein.
222	tr|A0A182HDQ7|A0A182HDQ7_AEDAL	7160.A0A182HDQ7	100	848.2	RP20_CCG027396	Uncharacterized protein.
223	tr|A0A182GFP3|A0A182GFP3_AEDAL	7160.A0A182GC41	99.2	805.1	RP20_CCG007310	PlsC domain-containing protein.
224	tr|A0A182GF10|A0A182GF10_AEDAL	7160.A0A182H3T2	46.2	466.1	RP20_CCG021138	Protein kinase domain-containing protein; Belongs to the protein kinase superfamily.
225	UPI0007D10508	7160.A0A182H3K3	100	287.7	RP20_CCG020979	U2 snRNP auxiliary factor large subunit; Necessary for the splicing of pre-mRNA. Belongs to the splicing factor SR family.
226	tr|A0A182GQA0|A0A182GQA0_AEDAL	7160.A0A182GEP3	99.2	776.2	RP20_CCG008617	Acyl-coenzyme A oxidase; Belongs to the acyl-CoA oxidase family.
227	UPI0007D41BDE	7160.A0A182HEK1	100	127.9	RP20_CCG027956	Uncharacterized protein.
228	tr|A0A023EWN9|A0A023EWN9_AEDAL	7160.A0A182G3N4	99.7	1571.2	RP20_CCG002230	Uncharacterized protein.
229	tr|A0A182HB57|A0A182HB57_AEDAL	7160.A0A182HB57	100	1234.9	RP20_CCG025714	HATPase_c domain-containing protein.
230	tr|A0A182G7L0|A0A182G7L0_AEDAL	7160.A0A182G7L0	100	804.7	RP20_CCG004693	Integrase catalytic domain-containing protein.
231	tr|A0A1W7R619|A0A1W7R619_AEDAL	7160.A0A182GI84	35.9	193.7	RP20_CCG010352	Reverse transcriptase domain-containing protein.
232	tr|A0A023EJ77|A0A023EJ77_AEDAL	7160.A0A182G4S7	98	385.2	RP20_CCG002936	Uncharacterized protein.
233	tr|A0A182GIH4|A0A182GIH4_AEDAL	7160.A0A182GIH4	100	368.6	RP20_CCG010481	Uncharacterized protein.
234	tr|A0A1W7R6L3|A0A1W7R6L3_AEDAL	7160.A0A182GM87	34.6	297.4	RP20_CCG012365	Uncharacterized protein.
235	tr|A0A182H1A1|A0A182H1A1_AEDAL	7160.A0A182H1A1	100	924.5	RP20_CCG019713	Reverse transcriptase Ty1/copia-type domain-containing protein.
236	UPI0007D1A9BA	7160.A0A182GBY9	100	401.4	RP20_CCG007218	Reverse transcriptase domain-containing protein.
237	tr|A0A023EV58|A0A023EV58_AEDAL	7160.A0A182H9P7	99	1045.4	RP20_CCG024828	Uncharacterized protein; Belongs to the class-I aminoacyl-tRNA synthetase family.
238	tr|A0A182GBZ7|A0A182GBZ7_AEDAL	7160.A0A182H869	100	377.5	RP20_CCG023842	Reverse transcriptase domain-containing protein.
239	tr|A0A182G0N5|A0A182G0N5_AEDAL	7160.A0A182G0N5	100	1492.6	RP20_CCG000101	GAR domain-containing protein.
240	tr|A0A182G0U6|A0A182G0U6_AEDAL	7160.A0A182G0U6	100	1214.1	RP20_CCG000245	SAC domain-containing protein.
241	tr|A0A182GZN0|A0A182GZN0_AEDAL	7160.A0A182GZN0	100	825.5	RP20_CCG018789	WD_REPEATS_REGION domain-containing protein.
242	UPI0007D5E4CA	7160.A0A182G944	100	1475.3	RP20_CCG005533	Uncharacterized protein.
243	tr|A0A023EF61|A0A023EF61_AEDAL	7160.A0A182G0Q0	99.3	298.1	RP20_CCG000121	Cytidine deaminase; This enzyme scavenges exogenous and endogenous cytidine and 2'-deoxycytidine for UMP synthesis; Belongs to the cytidine and deoxycytidylate deaminase family.
244	UPI0007D5511D	7160.A0A182G788	100	300.4	RP20_CCG004464	Thioredoxin domain-containing protein.
245	UPI0007D1B2AF	7160.A0A182G6Q0	100	152.1	RP20_CCG004148	Uncharacterized protein.
247	tr|A0A023ETR3|A0A023ETR3_AEDAL	7160.A0A182GHS1	98.5	915.6	RP20_CCG010133	Elongation factor 1-alpha; This protein promotes the GTP-dependent binding of aminoacyl- tRNA to the A-site of ribosomes during protein biosynthesis.
248	tr|A0A023ES44|A0A023ES44_AEDAL	7160.A0A182GG15	99.8	841.3	RP20_CCG009285	Thioredoxin domain-containing protein.
249	tr|A0A023EVJ6|A0A023EVJ6_AEDAL	7160.A0A182GBS7	99.9	1234.2	RP20_CCG007119	Uncharacterized protein.
250	tr|A0A182GHM7|A0A182GHM7_AEDAL	7160.A0A182GHM7	100	114.4	RP20_CCG010047	Uncharacterized protein.
251	tr|A0A182HD84|A0A182HD84_AEDAL	7160.A0A182HD84	100	164.9	RP20_CCG027041	Uncharacterized protein.
252	tr|A0A182GTH0|A0A182GTH0_AEDAL	7160.A0A182GTH0	100	1203.7	RP20_CCG015467	Polypeptide N-acetylgalactosaminyltransferase.
253	tr|A0A023ED66|A0A023ED66_AEDAL	7160.A0A023ED66	100	222.6	RP20_CCG004030	60S ribosomal protein L36; Belongs to the eukaryotic ribosomal protein eL36 family.
254	tr|A0A182H3W3|A0A182H3W3_AEDAL	7160.A0A182H3W3	100	345.5	RP20_CCG021186	Ig-like domain-containing protein.
255	UPI0007D63967	7160.A0A182GTN5	100	743.4	RP20_CCG015582	CRAL-TRIO domain-containing protein.
256	tr|A0A1W7R898|A0A1W7R898_AEDAL	7160.A0A182GZ08	82.7	778.1	RP20_CCG018418	PlsC domain-containing protein.
257	tr|A0A1W7R5Y7|A0A1W7R5Y7_AEDAL	7160.A0A182GNT2	57.1	98.6	RP20_CCG013108	Uncharacterized protein.
258	UPI0007D13ADF	7160.A0A182GDC3	100	439.5	RP20_CCG007976	Uncharacterized protein.
259	tr|A0A182GYQ8|A0A182GYQ8_AEDAL	7160.A0A182GYQ8	100	1251.5	RP20_CCG018290	Malic enzyme.
261	tr|A0A182G131|A0A182G131_AEDAL	7160.A0A182G131	100	745.3	RP20_CCG000405	Uncharacterized protein.
262	tr|A0A1W7R5G6|A0A1W7R5G6_AEDAL	7160.A0A182G1N5	100	1889.4	RP20_CCG000855	Phospholipid-transporting ATPase; Belongs to the cation transport ATPase (P-type) (TC 3.A.3) family. Type IV subfamily.
263	tr|A0A182GM05|A0A182GM05_AEDAL	7160.A0A182GM05	100	219.5	RP20_CCG012242	BHLH domain-containing protein.
264	tr|A0A023EG21|A0A023EG21_AEDAL	7160.A0A182HAA9	76.9	70.1	RP20_CCG025206	Uncharacterized protein.
265	tr|A0A182H2D3|A0A182H2D3_AEDAL	7160.A0A182H0X1	43.8	220.3	RP20_CCG019480	Protein kinase domain-containing protein.
267	UPI0007D3948B	7160.A0A182G3R2	100	131	RP20_CCG002280	Uncharacterized protein.
268	tr|A0A182G6P1|A0A182G6P1_AEDAL	7160.A0A182G6P1	100	1012.7	RP20_CCG004137	Peptidase_M3 domain-containing protein.
270	tr|A0A182G8W7|A0A182G8W7_AEDAL	7160.A0A182G8W7	100	573.5	RP20_CCG005400	Uncharacterized protein.
271	tr|A0A023ERS1|A0A023ERS1_AEDAL	7160.A0A182GE26	100	641.7	RP20_CCG008319	Serine/threonine-protein phosphatase; Belongs to the PPP phosphatase family.
272	tr|A0A182GDP6|A0A182GDP6_AEDAL	7160.A0A182GDP6	100	1442.9	RP20_CCG008130	Glycogen [starch] synthase; Transfers the glycosyl residue from UDP-Glc to the non- reducing end of alpha-1,4-glucan.
273	UPI0007D22BA2	7160.A0A182GXK9	100	1460.3	RP20_CCG017656	FAM193_C domain-containing protein.
274	tr|A0A182H4K6|A0A182H4K6_AEDAL	7160.A0A182H4K6	100	605.9	RP20_CCG021582	Uncharacterized protein.
275	tr|A0A182GXQ2|A0A182GXQ2_AEDAL	7160.A0A182GXQ2	100	219.5	RP20_CCG000426	Uncharacterized protein.
276	UPI0007D24ABE	7160.A0A182G4S7	100	395.2	RP20_CCG002936	Uncharacterized protein.
277	tr|A0A182G5Y8|A0A182G5Y8_AEDAL	7160.A0A182G5Y8	100	815.1	RP20_CCG003693	SER_THR_PHOSPHATASE domain-containing protein.
278	tr|A0A182H537|A0A182H537_AEDAL	7160.A0A182H537	100	384	RP20_CCG021886	ZAD domain-containing protein.
280	tr|A0A023EMA3|A0A023EMA3_AEDAL	7160.A0A023EMA3	100	335.9	RP20_CCG026959	Putative heat shock protein.
281	UPI0007D52D3E	7160.A0A182GI88	100	102.4	RP20_CCG010358	Uncharacterized protein.
282	tr|A0A182GCC4|A0A182GCC4_AEDAL	7160.A0A182GCC4	100	660.2	RP20_CCG007427	Aldo_ket_red domain-containing protein.
283	tr|A0A182H959|A0A182H959_AEDAL	7160.A0A182H959	100	2197.2	RP20_CCG024490	ANK_REP_REGION domain-containing protein.
284	UPI0007D46261	7160.A0A182GUV3	100	4321.2	RP20_CCG016160	Uncharacterized protein.
285	UPI0007D3D9CE	7160.A0A182GJV0	100	731.9	RP20_CCG011190	Uncharacterized protein; Belongs to the class-III pyridoxal-phosphate-dependent aminotransferase family.
286	tr|A0A023EDY3|A0A023EDY3_AEDAL	7160.A0A023EDY3	100	157.9	RP20_CCG017449	Uncharacterized protein.
287	tr|A0A182GL59|A0A182GL59_AEDAL	7160.A0A182GL59	100	680.6	RP20_CCG011816	Integrase catalytic domain-containing protein.
289	tr|A0A182H100|A0A182H100_AEDAL	7160.A0A182H100	100	501.1	RP20_CCG019543	Uncharacterized protein.
290	tr|A0A023EP17|A0A023EP17_AEDAL	7160.A0A182H0R7	98.2	679.1	RP20_CCG019399	USP domain-containing protein; Belongs to the peptidase C19 family.
291	tr|A0A1W7R5Z4|A0A1W7R5Z4_AEDAL	7160.A0A182GM03	60.9	308.5	RP20_CCG012239	Integrase catalytic domain-containing protein.
292	tr|A0A1W7R6H8|A0A1W7R6H8_AEDAL	7160.A0A182GM87	35.5	294.3	RP20_CCG012365	Uncharacterized protein.
293	tr|A0A182GEE1|A0A182GEE1_AEDAL	7160.A0A182GEE1	100	1659	RP20_CCG008473	Uncharacterized protein.
294	tr|A0A1W7R6H4|A0A1W7R6H4_AEDAL	7160.A0A182G158	52.4	1446.4	RP20_CCG000451	Uncharacterized protein.
295	tr|A0A182GTQ3|A0A182GTQ3_AEDAL	7160.A0A182GTQ3	100	2676.4	RP20_CCG015609	SANT domain-containing protein.
296	UPI0007D652EC	7160.A0A182GJV2	100	185.7	RP20_CCG011195	Uncharacterized protein.
297	tr|A0A182H8E2|A0A182H8E2_AEDAL	7160.A0A182H8E2	100	1264.6	RP20_CCG023968	SANT domain-containing protein.
298	tr|A0A1W7R8K5|A0A1W7R8K5_AEDAL	7160.A0A182GA81	100	1609	RP20_CCG006215	Aminopeptidase.
299	tr|A0A023EKU4|A0A023EKU4_AEDAL	7160.A0A182H6T4	100	513.5	RP20_CCG022906	Uncharacterized protein.
300	UPI0007D50042	7160.A0A182GKR2	100	802.7	RP20_CCG011608	Uncharacterized protein.
301	tr|A0A182GFX2|A0A182GFX2_AEDAL	7160.A0A182GFX2	100	1633.2	RP20_CCG009226	PX domain-containing protein.
302	tr|A0A1W7R6N5|A0A1W7R6N5_AEDAL	7160.A0A182H681	35.2	288.5	RP20_CCG022561	Reverse transcriptase domain-containing protein.
303	UPI0007D5084E	7160.A0A182H356	100	912.1	RP20_CCG020733	HMG box domain-containing protein.
304	tr|A0A182H655|A0A182H655_AEDAL	7160.A0A182GDI3	35.8	238.8	RP20_CCG008046	Coronin; Belongs to the WD repeat coronin family.
305	tr|A0A182H0K9|A0A182H0K9_AEDAL	7160.A0A182H0K9	100	611.3	RP20_CCG019292	PseudoU_synth_2 domain-containing protein.
306	tr|A0A023ETD8|A0A023ETD8_AEDAL	7160.A0A182H9A7	99.4	870.5	RP20_CCG024561	Uncharacterized protein.
307	tr|A0A182GI84|A0A182GI84_AEDAL	7160.A0A182GI84	100	1437.2	RP20_CCG010352	Reverse transcriptase domain-containing protein.
308	UPI0007D470CD	7160.A0A182GVL4	100	1207.6	RP20_CCG016546	Angiomotin_C domain-containing protein.
309	UPI0007D2CEEE	7160.A0A182GR17	100	1333.2	RP20_CCG014226	Uncharacterized protein.
311	tr|A0A182HBR2|A0A182HBR2_AEDAL	7160.A0A182G4U6	20.4	56.2	RP20_CCG002972	BTB domain-containing protein.
312	tr|A0A182HAW0|A0A182HAW0_AEDAL	7160.A0A182HAW0	100	655.2	RP20_CCG025542	Integrase catalytic domain-containing protein.
313	UPI0007D33166	7160.A0A182GMQ0	100	534.3	RP20_CCG012595	EGF-like domain-containing protein.
314	tr|A0A023EQ29|A0A023EQ29_AEDAL	7160.A0A182GVH2	99	389.4	RP20_CCG016461	Uncharacterized protein.
315	tr|A0A023EHB0|A0A023EHB0_AEDAL	7160.A0A023EJK9	100	361.3	RP20_CCG026399	Putative gtpase.
316	UPI0007D263A5	7160.A0A182HAT9	100	994.6	RP20_CCG025490	Uncharacterized protein; Belongs to the membrane-bound acyltransferase family.
318	tr|A0A182GER1|A0A182GER1_AEDAL	7160.A0A182GER1	100	235	RP20_CCG008646	Histone H2B; Belongs to the histone H2B family.
319	tr|A0A023EPH2|A0A023EPH2_AEDAL	7160.A0A182GCC4	99.1	653.7	RP20_CCG007427	Aldo_ket_red domain-containing protein.
321	tr|A0A1W7R628|A0A1W7R628_AEDAL	7160.A0A182GI84	28.4	224.2	RP20_CCG010352	Reverse transcriptase domain-containing protein.
322	tr|A0A182G5F4|A0A182G5F4_AEDAL	7160.A0A182G5F4	100	1087.8	RP20_CCG003366	ANK_REP_REGION domain-containing protein.
323	UPI0007D6BB0E	7160.A0A182H5W3	100	661.4	RP20_CCG022363	Uncharacterized protein.
324	tr|A0A023EHR3|A0A023EHR3_AEDAL	7160.A0A182G2Q1	75.2	326.2	RP20_CCG001576	Cleavage and polyadenylation specificity factor subunit 5; Component of the cleavage factor Im (CFIm) complex that functions as an activator of the pre-mRNA 3'-end cleavage and polyadenylation processing required for the maturation of pre-mRNA into functional mRNAs. CFIm contributes to the recruitment of multiprotein complexes on specific sequences on the pre-mRNA 3'-end, so called cleavage and polyadenylation signals (pA signals). Most pre-mRNAs contain multiple pA signals, resulting in alternative cleavage and polyadenylation (APA) producing mRNAs with variable 3'-end formation. The  [...] 
325	tr|A0A023EK98|A0A023EK98_AEDAL	7160.A0A182GKR1	87.8	82	RP20_CCG011607	Uncharacterized protein.
326	UPI0007D15155	7160.A0A182H432	100	270.8	RP20_CCG021305	Uncharacterized protein.
327	tr|A0A023EQ16|A0A023EQ16_AEDAL	7160.A0A182GE86	100	267.3	RP20_CCG008406	RRM domain-containing protein.
328	UPI0007D2CC26	7160.A0A182G2J8	100	1850.1	RP20_CCG001475	Non-lysosomal glucosylceramidase; Non-lysosomal glucosylceramidase that catalyzes the hydrolysis of glucosylceramide (GlcCer) to free glucose and ceramide.
329	tr|A0A182HEW6|A0A182HEW6_AEDAL	7160.A0A182HEW6	100	2301.9	RP20_CCG028181	UBIQUITIN_CONJUGAT_2 domain-containing protein.
330	tr|A0A182H596|A0A182H596_AEDAL	7160.A0A182H596	100	129.4	RP20_CCG021986	Uncharacterized protein.
331	tr|A0A182G1W4|A0A182G1W4_AEDAL	7160.A0A182G3H6	100	1680.2	RP20_CCG002131	Transcription elongation factor SPT5.
332	tr|A0A182GN25|A0A182GN25_AEDAL	7160.A0A182GN25	100	2571.2	RP20_CCG012769	Uncharacterized protein.
333	UPI0007D1A97F	7160.A0A182GB21	100	625.9	RP20_CCG006713	S5A_REDUCTASE domain-containing protein.
334	tr|A0A023EMI9|A0A023EMI9_AEDAL	7160.A0A182H8F7	100	332.4	RP20_CCG024021	ZAD domain-containing protein.
335	UPI0007D3EECF	7160.A0A182G473	100	415.6	RP20_CCG002568	Uncharacterized protein.
336	tr|A0A182H8Q6|A0A182H8Q6_AEDAL	7160.A0A182GPN4	99.8	2374.7	RP20_CCG013528	Uncharacterized protein.
337	tr|A0A023EQA1|A0A023EQA1_AEDAL	7160.A0A182GTM1	98.2	652.1	RP20_CCG015560	Uncharacterized protein; Belongs to the nucleosome assembly protein (NAP) family.
338	tr|A0A182HC20|A0A182HC20_AEDAL	7160.A0A182HC20	100	1162.5	RP20_CCG026289	WD_REPEATS_REGION domain-containing protein.
339	tr|A0A023EXG8|A0A023EXG8_AEDAL	7160.A0A182H637	33	115.2	RP20_CCG022500	Integrase catalytic domain-containing protein.
340	UPI0007D3026F	7160.A0A182GZZ1	100	216.5	RP20_CCG018973	Uncharacterized protein.
341	tr|Q5MIS6|Q5MIS6_AEDAL	7160.A0A182G788	99.3	299.3	RP20_CCG004464	Thioredoxin domain-containing protein.
342	tr|A0A023EV31|A0A023EV31_AEDAL	7160.A0A182H8F6	99.9	1506.1	RP20_CCG024020	Uncharacterized protein.
343	UPI0007D4461E	7160.A0A182H5V2	100	815.1	RP20_CCG022352	Uncharacterized protein; Belongs to the CDP-alcohol phosphatidyltransferase class-I family.
344	tr|A0A1W7R665|A0A1W7R665_AEDAL	7160.A0A182GQQ4	73.3	468.4	RP20_CCG014064	Reverse transcriptase domain-containing protein.
345	tr|A0A182H3L7|A0A182H3L7_AEDAL	7160.A0A182H3L7	100	396	RP20_CCG020998	Uncharacterized protein.
346	UPI0007D1D052	7160.A0A182GJU2	100	849	RP20_CCG011177	SERPIN domain-containing protein; Belongs to the serpin family.
347	tr|A0A023EUH1|A0A023EUH1_AEDAL	7160.A0A182H343	100	931	RP20_CCG020712	Aa_trans domain-containing protein.
348	tr|A0A023EQ72|A0A023EQ72_AEDAL	7160.A0A182GCC4	99.7	621.7	RP20_CCG007427	Aldo_ket_red domain-containing protein.
349	tr|A0A182H4D2|A0A182H4D2_AEDAL	7160.A0A182H4D2	100	1338.2	RP20_CCG028366	B box-type domain-containing protein.
350	UPI0007D3ED60	7160.A0A182HEI5	100	481.9	RP20_CCG015806	Uncharacterized protein.
351	tr|A0A182GVG6|A0A182GVG6_AEDAL	7160.A0A182GVG6	100	1030.8	RP20_CCG016454	Arf-GAP domain-containing protein.
352	UPI0007D10E2A	7160.A0A182GAK2	100	1209.9	RP20_CCG006404	SAM domain-containing protein.
353	UPI0007D20179	7160.A0A182G149	100	1050	RP20_CCG000432	MFS domain-containing protein; Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family.
354	tr|A0A023EH84|A0A023EH84_AEDAL	7160.A0A023EJQ3	97.8	349.4	RP20_CCG003410	Putative secreted protein.
356	tr|A0A182GFC6|A0A182GFC6_AEDAL	7160.A0A182GFC6	100	483.4	RP20_CCG008947	Uncharacterized protein.
357	UPI0007D17685	7160.A0A182HDI3	100	817.4	RP20_CCG027221	Uncharacterized protein.
358	UPI0007D6C770	7160.A0A182GEQ8	100	373.2	RP20_CCG008643	mRNA_cap_enzyme domain-containing protein.
359	UPI0007D22D6F	7160.A0A182GBV7	100	860.9	RP20_CCG007174	Uncharacterized protein.
360	tr|A0A023EFS1|A0A023EFS1_AEDAL	7160.A0A023EFS1	100	265.8	RP20_CCG010314	Putative fatty acid-binding protein fabp; Belongs to the calycin superfamily. Fatty-acid binding protein (FABP) family.
361	tr|G8GID5|G8GID5_AEDAL	7160.A0A182H086	79.8	172.9	RP20_CCG019112	Malic enzyme.
362	tr|A0A182GKK8|A0A182GKK8_AEDAL	7160.A0A182GKK8	100	835.9	RP20_CCG011530	CNDH2_C domain-containing protein.
363	tr|A0A182GVE2|A0A182GVE2_AEDAL	7160.A0A182GVE2	100	160.2	RP20_CCG016419	Uncharacterized protein.
364	UPI0007D4CFA9	7160.A0A182HF62	100	125.2	RP20_CCG028378	Uncharacterized protein.
365	UPI0007D1366E	7160.A0A182GQ07	100	1327	RP20_CCG013710	Uncharacterized protein.
366	UPI0007D620FD	7160.A0A182H6W8	100	884	RP20_CCG022981	WD_REPEATS_REGION domain-containing protein.
367	UPI0007D1D4B3	7160.A0A182G6A9	100	1222.2	RP20_CCG003891	Uncharacterized protein.
368	tr|A0A182H9R1|A0A182H9R1_AEDAL	7160.A0A182H9R1	100	109.4	RP20_CCG024856	Uncharacterized protein.
369	tr|A0A182H127|A0A182H127_AEDAL	7160.A0A182H127	100	207.6	RP20_CCG019577	Uncharacterized protein.
370	tr|A0A023EQE2|A0A023EQE2_AEDAL	7160.A0A182GXK9	98.9	523.5	RP20_CCG017656	FAM193_C domain-containing protein.
371	UPI0007D249CB	7160.A0A182GPF1	100	2004.9	RP20_CCG013415	Uncharacterized protein.
372	tr|A0A182G2C1|A0A182G2C1_AEDAL	7160.A0A182G2C1	100	1350.9	RP20_CCG001321	Uncharacterized protein.
373	tr|A0A023EQW0|A0A023EQW0_AEDAL	7160.A0A182GD72	100	700.3	RP20_CCG007886	Protein cactus (TOLL pathway signalling).
374	tr|A0A023EU44|A0A023EU44_AEDAL	7160.A0A182HEB8	99.5	324.3	RP20_CCG027786	Uncharacterized protein.
375	tr|A0A182HB25|A0A182HB25_AEDAL	7160.A0A182HB25	100	2394.8	RP20_CCG025658	Uncharacterized protein.
376	tr|A0A182G5F1|A0A182G5F1_AEDAL	7160.A0A182GTM1	99.5	663.3	RP20_CCG015560	Uncharacterized protein; Belongs to the nucleosome assembly protein (NAP) family.
377	tr|A0A182H8Y7|A0A182H8Y7_AEDAL	7160.A0A182GIZ3	98.4	1420.2	RP20_CCG010717	Uncharacterized protein.
378	UPI0007D2D944	7160.A0A182H4M0	100	595.9	RP20_CCG021601	CCHC-type domain-containing protein.
379	tr|A0A023ENJ3|A0A023ENJ3_AEDAL	7160.A0A182GMK4	96.3	582	RP20_CCG012545	Uncharacterized protein.
380	tr|A0A023ET57|A0A023ET57_AEDAL	7160.A0A182G3J1	98.7	716.1	RP20_CCG002156	Uncharacterized protein.
381	UPI0007D27B68	7160.A0A182GM61	100	1485.3	RP20_CCG012320	Uncharacterized protein.
382	UPI0007D4CA1B	7160.A0A182GLU1	100	238.4	RP20_CCG012145	Ig-like domain-containing protein.
383	UPI0007D1709F	7160.A0A182GIV3	100	762.3	RP20_CCG010658	SERPIN domain-containing protein; Belongs to the serpin family.
384	tr|A0A023ET88|A0A023ET88_AEDAL	7160.A0A182GG15	99.3	836.3	RP20_CCG009285	Thioredoxin domain-containing protein.
385	tr|A0A182HBW7|A0A182HBW7_AEDAL	7160.A0A182HBW7	100	164.9	RP20_CCG026194	Uncharacterized protein.
386	tr|A0A182H8M9|A0A182H8M9_AEDAL	7160.A0A182H8M9	100	259.6	RP20_CCG024168	FLYWCH-type domain-containing protein.
387	tr|A0A182HDG6|A0A182HDG6_AEDAL	7160.A0A182HDG6	100	1416.7	RP20_CCG027188	PAT1 domain-containing protein.
388	UPI0007D35DB6	7160.A0A182H0G0	100	114.4	RP20_CCG019204	Uncharacterized protein.
389	tr|A0A182G3R8|A0A182G3R8_AEDAL	7160.A0A182H8J7	100	1345.1	RP20_CCG024102	Dynamin-type G domain-containing protein; Belongs to the TRAFAC class dynamin-like GTPase superfamily. Dynamin/Fzo/YdjA family.
390	tr|A0A182G783|A0A182G783_AEDAL	7160.A0A182H556	37.9	463.8	RP20_CCG021911	Uncharacterized protein; Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Myosin family.
391	tr|A0A023EQV8|A0A023EQV8_AEDAL	7160.A0A023EQV8	100	654.1	RP20_CCG011874	J domain-containing protein.
392	UPI0007D504E3	7160.A0A182GG23	100	437.6	RP20_CCG009300	Uncharacterized protein.
