#queryIndex	queryItem	stringId	identity	bitscore	preferredName	annotation
228	tr|Q1HR82|Q1HR82_AEDAE	7159.Q1HR82	100.0	803.9	AAEL013359	DEAD box ATP-dependent RNA helicase; Belongs to the DEAD box helicase family.
229	tr|Q17PB0|Q17PB0_AEDAE	7159.Q17PB0	100.0	824.7	AAEL000469	AAEL000469-PA.
230	UPI000B78C9B7	7159.Q16VE7	65.4	783.9	AAEL009588	Expressed protein (HR3).
231	UPI000B78E96A	7159.Q17BB1	100.0	944.9	AAEL005033	AAEL005033-PA.
232	tr|A6KW33|A6KW33_AEDAE	7159.Q16ML6	100.0	556.2	AAEL012262	Putative neural cell adhesion molecule l1.
233	tr|Q16W86|Q16W86_AEDAE	7159.Q16W86	100.0	248.1	AAEL009300	AAEL009300-PA.
234	UPI000B77492F	7159.Q17FQ2	92.3	1045.8	AAEL003357	AAEL003357-PA.
235	UPI000B76C789	7159.Q177Z0	98.5	921.4	AAEL005985	Autophagy-related protein 13; Belongs to the ATG13 family. Metazoan subfamily.
237	UPI000B7847FA	7159.Q16PZ2	90.1	2726.8	AAEL011479	AAEL011479-PA.
238	tr|Q17JX3|Q17JX3_AEDAE	7159.Q17JX3	100.0	427.6	AAEL001901	AAEL001901-PA.
239	tr|Q16T89|Q16T89_AEDAE	7159.Q16T89	100.0	664.8	AAEL010344	AAEL010344-PA.
240	UPI000B780E8B	7159.Q174F6	70.7	442.2	AAEL006911	Microtubule-associated protein.
241	tr|A0A0P6J4K9|A0A0P6J4K9_AEDAE	7159.Q16JZ7	100.0	790.8	GPRFZ1	GPCR Frizzled/Smoothened Family; Belongs to the G-protein coupled receptor Fz/Smo family.
242	tr|Q17CX9|Q17CX9_AEDAE	7159.Q17CX9	100.0	2375.1	AAEL004389	Alpha-mannosidase.
243	UPI000B788D5C	7159.Q174F6	70.7	442.2	AAEL006911	Microtubule-associated protein.
244	UPI00043BA485	7159.Q178M9	100.0	398.7	AAEL005836	AAEL005836-PA.
245	UPI000B798B44	7159.Q16HG5	98.6	684.5	AAEL014033	AAEL014033-PA.
246	tr|A0A1S4FM28|A0A1S4FM28_AEDAE	7159.Q16W25	100.0	669.8	AAEL009364	AAEL009364-PA; Belongs to the protein kinase superfamily.
247	UPI000B76DC6B	7159.Q16EP2	98.4	718.0	AAEL015076	AAEL015076-PA.
248	UPI000B790321	7159.Q16KN5	96.3	1317.4	retm	Protein real-time.
249	UPI00093773FB	7159.Q176D4	98.1	413.7	AAEL006439	Dual specificity protein phosphatase; Dual specificity phosphatase able to dephosphorylate phosphotyrosine, phosphoserine and phosphothreonine residues, with a preference for phosphotyrosine as a substrate. Belongs to the protein-tyrosine phosphatase family. Non- receptor class dual specificity subfamily.
250	UPI000B79A2A3	7159.Q16K82	39.4	62.4	AAEL013086	AAEL013086-PA.
251	tr|Q16SQ6|Q16SQ6_AEDAE	7159.Q16SQ6	100.0	1119.0	AAEL010523	AAEL010523-PA.
252	tr|Q16MZ3|Q16MZ3_AEDAE	7159.Q16MZ3	100.0	1034.2	AAEL012138	AAEL012138-PB.
253	tr|A0A1S4FVY7|A0A1S4FVY7_AEDAE	7159.Q16M89	94.7	341.3	AAEL012381	AAEL012381-PA.
254	UPI000B78F566	7159.Q174F6	70.7	442.2	AAEL006911	Microtubule-associated protein.
255	UPI000B79947E	7159.Q16PZ2	90.1	2726.8	AAEL011479	AAEL011479-PA.
256	tr|Q1HRE2|Q1HRE2_AEDAE	7159.Q1HRE2	100.0	546.2	AAEL002436	AAEL002436-PA.
257	tr|Q17GU4|Q17GU4_AEDAE	7159.Q17GU4	100.0	2813.9	AAEL002896	AAEL002896-PA.
258	tr|Q0IEE3|Q0IEE3_AEDAE	7159.Q0IEE3	100.0	430.3	AAEL010809	AAEL010809-PA; Belongs to the nucleosome assembly protein (NAP) family.
260	UPI000B78F1E2	7159.Q0IF91	99.7	660.2	AAEL006426	Beta-1,4-galactosyltransferase.
261	tr|Q16FC5|Q16FC5_AEDAE	7159.Q16FC5	100.0	605.5	AAEL007953	AAEL007953-PA.
262	tr|Q17NX4|Q17NX4_AEDAE	7159.Q17NX4	100.0	1875.1	AAEL000532	AAEL000532-PA.
263	tr|Q17FE9|Q17FE9_AEDAE	7159.Q17FE9	100.0	246.1	AAEL003414	AAEL003414-PA.
264	tr|Q16HZ8|Q16HZ8_AEDAE	7159.Q16HZ8	100.0	627.5	AAEL013849	Diacylglycerol kinase, zeta, iota.
265	UPI000B7928B3	7159.Q17EP7	85.7	977.2	AAEL003731	Nuclear body associated kinase, putative.
266	tr|A0A1S4EX31|A0A1S4EX31_AEDAE	7159.Q17MV9	98.3	958.7	AAEL000863	AAEL000863-PA; Belongs to the amiloride-sensitive sodium channel (TC 1.A.6) family.
267	tr|Q17GH6|Q17GH6_AEDAE	7159.Q17GH6	100.0	615.1	AAEL003014	AAEL003014-PA.
268	tr|Q16RM7|Q16RM7_AEDAE	7159.Q16RM7	100.0	276.9	AAEL010906	AAEL010906-PA.
269	UPI000B794C62	7159.Q16VE7	66.4	785.0	AAEL009588	Expressed protein (HR3).
270	UPI000B772985	7159.Q16GJ0	97.6	2404.8	AAEL014367	AAEL014367-PA.
271	UPI0006453984	7159.Q16HJ7	79.1	518.1	AAEL014003	AAEL014003-PA.
272	UPI000B76E312	7159.Q17G33	89.8	2031.5	AAEL003208	Tubby, putative; Belongs to the TUB family.
273	tr|Q0IFW6|Q0IFW6_AEDAE	7159.Q0IFW6	100.0	576.2	AAEL003930	AAEL003930-PA.
274	tr|Q17GF1|Q17GF1_AEDAE	7159.Q17GF1	100.0	3194.4	AAEL003092	AAEL003092-PA.
275	tr|A0A1S4FJQ3|A0A1S4FJQ3_AEDAE	7159.Q16YN7	99.0	553.5	AAEL008480	AAEL008480-PA.
276	UPI000B78DCE1	7159.Q17G33	91.5	2274.6	AAEL003208	Tubby, putative; Belongs to the TUB family.
277	tr|Q17CH0|Q17CH0_AEDAE	7159.Q17CH0	100.0	981.9	AAEL004542	AAEL004542-PA.
278	UPI00043B91CF	7159.J9HZD6	100.0	815.5	J9HZD6_AEDAE	Phosphoinositide phospholipase C.
279	tr|Q9NFF4|Q9NFF4_AEDAE	7159.Q16TJ0	99.3	1077.8	AAEL010222	AAEL010222-PA.
280	tr|Q17GN3|Q17GN3_AEDAE	7159.Q17GN3	100.0	548.5	AAEL002928	AAEL002928-PA.
281	tr|Q179N7|Q179N7_AEDAE	7159.Q179N7	100.0	1324.7	AAEL005581	Transporter; Belongs to the sodium:neurotransmitter symporter (SNF) (TC 2.A.22) family.
282	tr|Q9NH86|Q9NH86_AEDAE	7159.Q16VE7	99.8	917.5	AAEL009588	Expressed protein (HR3).
283	UPI000B77EBB8	7159.Q16W86	99.2	243.4	AAEL009300	AAEL009300-PA.
284	tr|A0A0P6J4F9|A0A0P6J4F9_AEDAE	7159.Q16PZ2	93.8	2718.3	AAEL011479	AAEL011479-PA.
285	UPI000B7861AE	7159.Q177Z0	100.0	741.5	AAEL005985	Autophagy-related protein 13; Belongs to the ATG13 family. Metazoan subfamily.
286	UPI00043BD335	7159.Q16UG8	100.0	860.9	AAEL009905	AAEL009905-PA.
287	tr|Q16HG5|Q16HG5_AEDAE	7159.Q16HG5	100.0	705.3	AAEL014033	AAEL014033-PA.
288	UPI0000DA9C0D	7159.Q176V0	100.0	171.0	AAEL006251	Ubiquitin-fold modifier 1; Ubiquitin-like modifier protein which binds to a number of as yet unidentified target proteins.
289	tr|Q16WA7|Q16WA7_AEDAE	7159.Q16WA7	100.0	556.6	AAEL009304	AAEL009304-PA; Belongs to the syntaxin family.
290	tr|A0A1S4EWD4|A0A1S4EWD4_AEDAE	7159.Q17NS1	100.0	1102.0	AAEL000623	AAEL000623-PA.
291	tr|Q563C5|Q563C5_AEDAE	7159.Q16NV1	99.6	948.3	CYP315A1	AAEL011850-PA.
292	tr|Q176D1|Q176D1_AEDAE	7159.Q176D1	100.0	915.6	AAEL006445	Phosphatidylinositol-glycan biosynthesis class W protein; Probable acetyltransferase, which acetylates the inositol ring of phosphatidylinositol during biosynthesis of GPI-anchor.
293	tr|A0A0P6IZW2|A0A0P6IZW2_AEDAE	7159.Q174F6	89.2	296.2	AAEL006911	Microtubule-associated protein.
294	UPI0009357C06	7159.Q176D4	98.1	427.6	AAEL006439	Dual specificity protein phosphatase; Dual specificity phosphatase able to dephosphorylate phosphotyrosine, phosphoserine and phosphothreonine residues, with a preference for phosphotyrosine as a substrate. Belongs to the protein-tyrosine phosphatase family. Non- receptor class dual specificity subfamily.
295	tr|J9HZD6|J9HZD6_AEDAE	7159.J9HZD6	100.0	880.2	J9HZD6_AEDAE	Phosphoinositide phospholipase C.
296	tr|Q16UG7|Q16UG7_AEDAE	7159.Q16UG6	99.3	274.2	AAEL009901	AAEL009901-PA.
297	tr|Q175Q0|Q175Q0_AEDAE	7159.Q175Q0	100.0	468.0	AAEL006596	AAEL006596-PA.
298	tr|Q1DGJ8|Q1DGJ8_AEDAE	7159.Q1DGJ8	100.0	735.7	AAEL015603	Ceramide kinase.
299	tr|Q16WI3|Q16WI3_AEDAE	7159.Q16WI5	100.0	754.6	AAEL009212	AAEL009212-PC.
300	UPI00043BB8AD	7159.Q176D4	100.0	419.5	AAEL006439	Dual specificity protein phosphatase; Dual specificity phosphatase able to dephosphorylate phosphotyrosine, phosphoserine and phosphothreonine residues, with a preference for phosphotyrosine as a substrate. Belongs to the protein-tyrosine phosphatase family. Non- receptor class dual specificity subfamily.
301	UPI000B78D404	7159.Q17CY1	99.0	923.7	AAEL004391	AAEL004391-PA.
302	tr|Q16U75|Q16U75_AEDAE	7159.Q16U75	100.0	491.5	AAEL010015	AAEL010015-PA.
303	tr|Q177Z0|Q177Z0_AEDAE	7159.Q177Z0	100.0	929.1	AAEL005985	Autophagy-related protein 13; Belongs to the ATG13 family. Metazoan subfamily.
304	UPI000B7872EA	7159.Q17KU9	99.8	796.6	AAEL001571	AAEL001571-PA.
305	tr|Q16JQ3|Q16JQ3_AEDAE	7159.Q16JQ3	100.0	2328.1	AAEL013250	AAEL013250-PA.
306	UPI00043BC58D	7159.Q0IG40	96.0	1100.1	AAEL003548	AAEL003548-PA.
307	UPI000B795B2D	7159.Q17G33	90.8	2032.3	AAEL003208	Tubby, putative; Belongs to the TUB family.
308	tr|Q1HRQ5|Q1HRQ5_AEDAE	7159.Q1HRQ5	100.0	177.6	AAEL010095	Conserved protein.
309	UPI000B77BC41	7159.Q16TJ0	93.8	1098.6	AAEL010222	AAEL010222-PA.
310	tr|Q16YN7|Q16YN7_AEDAE	7159.Q16YN7	100.0	559.3	AAEL008480	AAEL008480-PA.
311	tr|Q17NP6|Q17NP6_AEDAE	7159.Q17NP6	100.0	3600.4	AAEL000597	AAEL000597-PA; Cadherins are calcium-dependent cell adhesion proteins.
313	UPI000B78F93E	7159.Q174F6	70.7	442.2	AAEL006911	Microtubule-associated protein.
314	UPI000B797AF2	7159.Q16ML6	99.2	507.3	AAEL012262	Putative neural cell adhesion molecule l1.
314	UPI000B797AF2	7159.Q16ML6	37.2	57.8	AAEL012262	Putative neural cell adhesion molecule l1.
315	UPI000B79A250	7159.Q17G33	90.6	2273.8	AAEL003208	Tubby, putative; Belongs to the TUB family.
316	UPI000B77B82A	7159.Q16M76	98.5	726.5	AAEL012388	AAEL012388-PA.
317	tr|Q17B03|Q17B03_AEDAE	7159.Q17B03	100.0	1382.9	AAEL005134	AAEL005134-PA.
318	tr|Q171F9|Q171F9_AEDAE	7159.Q171F9	100.0	643.3	AAEL007659	AAEL007659-PA.
319	UPI00043BC86E	7159.Q0IGE3	83.5	664.5	AAEL000383	Hexosyltransferase.
320	UPI000B78E028	7159.Q17CY1	98.4	915.2	AAEL004391	AAEL004391-PA.
321	UPI000B771956	7159.Q17EX1	91.6	1664.4	AAEL003623	AAEL003623-PA.
322	tr|Q17G33|Q17G33_AEDAE	7159.Q17G33	100.0	2357.0	AAEL003208	Tubby, putative; Belongs to the TUB family.
323	UPI000B775E31	7159.Q177N4	99.7	1227.6	AAEL006074	alpha-1,2-Mannosidase; Belongs to the glycosyl hydrolase 47 family.
324	tr|A0A0P6J6H6|A0A0P6J6H6_AEDAE	7159.Q17BH7	75.2	935.6	AAEL004946	AAEL004946-PA.
325	UPI000B797971	7159.Q17FQ2	96.5	1204.1	AAEL003357	AAEL003357-PA.
326	tr|A0A1S4G7L6|A0A1S4G7L6_AEDAE	7159.Q17FK6	100.0	675.6	AAEL003375	AAEL003375-PA.
327	tr|Q17EP7|Q17EP7_AEDAE	7159.Q17EP7	100.0	1037.7	AAEL003731	Nuclear body associated kinase, putative.
328	tr|Q17E87|Q17E87_AEDAE	7159.Q17E87	100.0	2097.0	AAEL003901	AAEL003901-PA.
329	UPI000B776F6B	7159.Q17KS1	94.8	298.5	AAEL001556	AAEL001556-PA.
330	tr|Q16S85|Q16S85_AEDAE	7159.Q16S85	100.0	378.6	AAEL010664	AAEL010664-PA; Belongs to the small heat shock protein (HSP20) family.
331	tr|A0A1S4FA08|A0A1S4FA08_AEDAE	7159.Q17AN7	99.2	265.8	AAEL005246	AAEL005246-PA.
332	UPI0003938539	7159.Q17BH7	75.2	936.0	AAEL004946	AAEL004946-PA.
333	UPI000B793C12	7159.Q16VT5	98.7	1299.3	AAEL009437	AAEL009437-PA.
334	tr|Q16U83|Q16U83_AEDAE	7159.Q16U83	100.0	428.3	GPRFZ7	AAEL009983-PA; Belongs to the G-protein coupled receptor Fz/Smo family.
335	tr|Q17FH2|Q17FH2_AEDAE	7159.Q17FH2	100.0	1091.6	AAEL003420	AAEL003420-PA.
336	UPI000B78F33A	7159.Q17B94	96.5	2015.0	AAEL005014	AAEL005014-PA; Belongs to the transient receptor (TC 1.A.4) family.
337	UPI00043BC6AC	7159.Q17FQ2	92.6	1053.1	AAEL003357	AAEL003357-PA.
338	tr|A0A0P6JSH8|A0A0P6JSH8_AEDAE	7159.Q17EP7	85.1	961.8	AAEL003731	Nuclear body associated kinase, putative.
339	tr|Q17L17|Q17L17_AEDAE	7159.Q17L17	100.0	2180.2	AAEL001503	Sodium/hydrogen exchanger; Belongs to the monovalent cation:proton antiporter 1 (CPA1) transporter (TC 2.A.36) family.
340	UPI000B773391	7159.Q16U75	98.9	474.9	AAEL010015	AAEL010015-PA.
341	tr|J9HTN1|J9HTN1_AEDAE	7159.J9HTN1	100.0	585.5	GPRGHP4	GPCR Growth Hormone Releasing Hormone Family; Belongs to the G-protein coupled receptor 1 family.
342	tr|A0A1S4F7M2|A0A1S4F7M2_AEDAE	7159.Q17D51	99.7	706.1	AAEL004338	Pyruvate dehydrogenase E1 component subunit beta; The pyruvate dehydrogenase complex catalyzes the overall conversion of pyruvate to acetyl-CoA and CO2.
343	UPI00064535A4	7159.Q16U83	100.0	428.7	GPRFZ7	AAEL009983-PA; Belongs to the G-protein coupled receptor Fz/Smo family.
344	UPI000B789B52	7159.Q16YV5	98.9	3210.6	AAEL008421	AAEL008421-PA.
345	UPI000B76FF7D	7159.Q17L17	87.6	2087.0	AAEL001503	Sodium/hydrogen exchanger; Belongs to the monovalent cation:proton antiporter 1 (CPA1) transporter (TC 2.A.36) family.
346	tr|Q17GD1|Q17GD1_AEDAE	7159.Q17GD1	100.0	345.9	AAEL003122	AAEL003122-PA.
347	tr|Q17C42|Q17C42_AEDAE	7159.Q17C42	100.0	496.5	AAEL004731	AAEL004731-PA.
348	UPI000B77D040	7159.Q16VE7	67.2	790.0	AAEL009588	Expressed protein (HR3).
349	UPI000B773490	7159.Q17EX1	99.7	1760.0	AAEL003623	AAEL003623-PA.
350	tr|Q171F2|Q171F2_AEDAE	7159.Q171F2	100.0	667.2	AAEL007664	Nicotinic acetylcholine receptor subunit.
351	tr|Q17B02|Q17B02_AEDAE	7159.Q17B03	100.0	1229.5	AAEL005134	AAEL005134-PA.
352	tr|Q17IF7|Q17IF7_AEDAE	7159.Q17IF7	100.0	1203.3	AAEL002376	Carboxylic ester hydrolase; Belongs to the type-B carboxylesterase/lipase family.
353	tr|Q16M89|Q16M89_AEDAE	7159.Q16M89	100.0	362.8	AAEL012381	AAEL012381-PA.
354	UPI000B78C42B	7159.Q17GU4	95.6	2768.0	AAEL002896	AAEL002896-PA.
355	UPI000B77E28C	7159.Q0IG40	96.3	1197.6	AAEL003548	AAEL003548-PA.
356	UPI00043BACF6	7159.Q0IGB5	99.3	1962.6	AAEL003046	AAEL003046-PA.
357	tr|Q17FE8|Q17FE8_AEDAE	7159.Q17FE8	100.0	288.9	AAEL003407	AAEL003407-PA.
358	UPI000B78BD41	7159.Q16PY9	100.0	998.4	AAEL011480	AAEL011480-PA.
359	UPI000B787803	7159.Q176R3	60.7	539.7	fru	FRU non-sex-specific P1 isoform.
360	UPI000B78D693	7159.Q17C40	98.4	2939.8	AAEL004720	Dedicator of cytokinesis protein 9; Belongs to the DOCK family.
361	tr|A0A0P6ITV5|A0A0P6ITV5_AEDAE	7159.Q17C40	98.4	2942.9	AAEL004720	Dedicator of cytokinesis protein 9; Belongs to the DOCK family.
362	tr|Q17ET2|Q17ET2_AEDAE	7159.Q17ET2	100.0	1933.7	AAEL003688	AAEL003688-PA.
363	tr|J9HZV2|J9HZV2_AEDAE	7159.J9HZV2	100.0	255.0	J9HZV2_AEDAE	AAEL017168-PA.
364	UPI000B799467	7159.Q174F6	73.4	332.0	AAEL006911	Microtubule-associated protein.
365	tr|Q9NCQ0|Q9NCQ0_AEDAE	7159.Q17L17	99.5	2166.0	AAEL001503	Sodium/hydrogen exchanger; Belongs to the monovalent cation:proton antiporter 1 (CPA1) transporter (TC 2.A.36) family.
366	tr|A0A1S4FV45|A0A1S4FV45_AEDAE	7159.Q16N45	99.3	1264.2	AAEL012092	AAEL012092-PA.
367	tr|A0A1S4FC43|A0A1S4FC43_AEDAE	7159.Q178B3	99.3	866.7	AAEL005957	AAEL005957-PA.
369	UPI000B78B4E6	7159.Q17AN7	99.2	265.8	AAEL005246	AAEL005246-PA.
370	tr|Q17NX3|Q17NX3_AEDAE	7159.Q17NX3	100.0	267.7	AAEL000538	AAEL000538-PA.
371	tr|Q17N59|Q17N59_AEDAE	7159.Q17N59	100.0	846.3	AAEL000807	AAEL000807-PA.
