"species","enrichment_fdr","n_genes","pathway_genes","fold_enrichment","pathway","url","genes","dataset","category_of_interest","enrichment_method","protein_db","taxon_id","assembly_name","ensembl_id"
"Aedes albopictus",1.47e-10,140,2023,1.8004374,"GO:0006725 cellular aromatic compound metabolic proc.","http://amigo.geneontology.org/amigo/term/GO:0006725","CCG000070.1 RP20_CCG000121 RP20_CCG000451 RP20_CCG000617 RP20_CCG001034 CCG001317.1 RP20_CCG001576 CCG002063.1 CCG002124.1 CCG002202.2 RP20_CCG002219 CCG002273.1 RP20_CCG002747 CCG002759.1 CCG003410.1 CCG003891.1 CCG003951.1 CCG003978.1 RP20_CCG004135 RP20_CCG004235 CCG004385.1 CCG004531.1 RP20_CCG004593 RP20_CCG004693 CCG004716.1 CCG005275.1 RP20_CCG005377 CCG005985.1 RP20_CCG006763 CCG006899.1 CCG006980.1 CCG007000.1 RP20_CCG007211 RP20_CCG007238 CCG007240.1 RP20_CCG007352 CCG007410.1 RP20_CCG007466 RP20_CCG007708 RP20_CCG007976 CCG008080.1 RP20_CCG008086 RP20_CCG008228 CCG008406.1 RP20_CCG008498 CCG008536.1 CCG008622.1 CCG008643.1 RP20_CCG008658 CCG008767.3 CCG008772.1 CCG009682.3 RP20_CCG009773 RP20_CCG010187.2 CCG010296.1 RP20_CCG010352 RP20_CCG010842 CCG011519.1 RP20_CCG011816 CCG012242.1 CCG012365.1 RP20_CCG012513 CCG012680.1 CCG012728.1 CCG012762.1 RP20_CCG012900 RP20_CCG012980 RP20_CCG013278 RP20_CCG013505 CCG013576.1 CCG013663.1 RP20_CCG014064 RP20_CCG014223 CCG014290.1 CCG014727.1 RP20_CCG014970 RP20_CCG015350 CCG015370.1 RP20_CCG015806 RP20_CCG015997 CCG016093.1 RP20_CCG016160 CCG016191.1 CCG016238.1 RP20_CCG016301 CCG017118.1 RP20_CCG017781 CCG017793.1 CCG017904.2 RP20_CCG018417 RP20_CCG019292 CCG019692.1 CCG019713.1 CCG020152.1 RP20_CCG020338 CCG020474.1 RP20_CCG020479 RP20_CCG020662 RP20_CCG020703 RP20_CCG020763 CCG020979.1 RP20_CCG020989 CCG021115.1 CCG021176.1 RP20_CCG021891 RP20_CCG022027 CCG022028.1 CCG022238.1 RP20_CCG022391.3 RP20_CCG022468.2 RP20_CCG022500 RP20_CCG022918 CCG022981.2 CCG023342.1 CCG023352.2 RP20_CCG023468 RP20_CCG023780.2 CCG023790.1 CCG024568.1 RP20_CCG024828.2 CCG024857.1 RP20_CCG024906 RP20_CCG025013 RP20_CCG025211 CCG025494.1 RP20_CCG025542 CCG025658.1 CCG025689.1 RP20_CCG026228.2 CCG026525.1 RP20_CCG026758 CCG027072.1 RP20_CCG027114 CCG027115.1 CCG027188.1 CCG027228.2 CCG027237.3 CCG027786.1 RP20_CCG027910 CCG028398.1","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus",1.89e-08,115,1675,1.78619514,"GO:0044249 cellular biosynthetic proc.","http://amigo.geneontology.org/amigo/term/GO:0044249","CCG000070.1 RP20_CCG000451 RP20_CCG001034 RP20_CCG001108 CCG002063.1 CCG002124.1 CCG002273.1 RP20_CCG002747 CCG002759.1 RP20_CCG002897 CCG003159.1 CCG003891.1 CCG003951.1 CCG003978.1 RP20_CCG004030 RP20_CCG004135 CCG004385.1 CCG004531.1 CCG006713.1 CCG006980.1 CCG007000.1 RP20_CCG007211 RP20_CCG007238 CCG007240.1 RP20_CCG007284.3 RP20_CCG007352 CCG007410.1 RP20_CCG007466 RP20_CCG007708 RP20_CCG007976 CCG008080.1 CCG008130.1 RP20_CCG008228 CCG008406.1 CCG008536.1 RP20_CCG008658 CCG008767.3 CCG008772.1 CCG009705.1 RP20_CCG009773 RP20_CCG010133 CCG010259.1 CCG010296.1 RP20_CCG010352 RP20_CCG010842 CCG011519.1 CCG011564.1 RP20_CCG011607 CCG011899.1 CCG012242.1 CCG012365.1 RP20_CCG012513 CCG012626.1 CCG012680.1 RP20_CCG012900 RP20_CCG013278 CCG013590.1 RP20_CCG014064 RP20_CCG014223 RP20_CCG014657 CCG014727.1 RP20_CCG015350 CCG015370.1 CCG015467.1 RP20_CCG015567 RP20_CCG015806 CCG016238.1 RP20_CCG016301 CCG017118.1 RP20_CCG017781 CCG017793.1 RP20_CCG018417 CCG019713.1 CCG020152.1 RP20_CCG020338 CCG020474.1 RP20_CCG020479 RP20_CCG020662 RP20_CCG020763 CCG021115.1 CCG021176.1 RP20_CCG021891 RP20_CCG022019 RP20_CCG022027 CCG022028.1 RP20_CCG022352 RP20_CCG022363 RP20_CCG022391.3 RP20_CCG022468.2 RP20_CCG022500 CCG022981.2 CCG023342.1 CCG023352.2 RP20_CCG023468 RP20_CCG023780.2 CCG024568.1 RP20_CCG024828.2 RP20_CCG024906 RP20_CCG025211 CCG025658.1 CCG025689.1 RP20_CCG026228.2 RP20_CCG026429.2 RP20_CCG026595 RP20_CCG026758 CCG027072.1 RP20_CCG027114 CCG027188.1 CCG027228.2 CCG027237.3 RP20_CCG027396 RP20_CCG027730 CCG027786.1 RP20_CCG027910 CCG028398.1","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus",2.87e-10,140,2044,1.78193976,"GO:1901360 organic cyclic compound metabolic proc.","http://amigo.geneontology.org/amigo/term/GO:1901360","CCG000070.1 RP20_CCG000121 RP20_CCG000451 RP20_CCG000617 RP20_CCG001034 CCG001317.1 RP20_CCG001576 CCG002063.1 CCG002124.1 CCG002202.2 RP20_CCG002219 CCG002273.1 RP20_CCG002747 CCG002759.1 CCG003410.1 CCG003891.1 CCG003951.1 CCG003978.1 RP20_CCG004135 RP20_CCG004235 CCG004385.1 CCG004531.1 RP20_CCG004593 RP20_CCG004693 CCG004716.1 CCG005275.1 RP20_CCG005377 CCG005985.1 RP20_CCG006763 CCG006899.1 CCG006980.1 CCG007000.1 RP20_CCG007211 RP20_CCG007238 CCG007240.1 RP20_CCG007352 CCG007410.1 RP20_CCG007466 RP20_CCG007708 RP20_CCG007976 CCG008080.1 RP20_CCG008086 RP20_CCG008228 CCG008406.1 RP20_CCG008498 CCG008536.1 CCG008622.1 CCG008643.1 RP20_CCG008658 CCG008767.3 CCG008772.1 CCG009682.3 RP20_CCG009773 RP20_CCG010187.2 CCG010296.1 RP20_CCG010352 RP20_CCG010842 CCG011519.1 RP20_CCG011816 CCG012242.1 CCG012365.1 RP20_CCG012513 CCG012680.1 CCG012728.1 CCG012762.1 RP20_CCG012900 RP20_CCG012980 RP20_CCG013278 RP20_CCG013505 CCG013576.1 CCG013663.1 RP20_CCG014064 RP20_CCG014223 CCG014290.1 CCG014727.1 RP20_CCG014970 RP20_CCG015350 CCG015370.1 RP20_CCG015806 RP20_CCG015997 CCG016093.1 RP20_CCG016160 CCG016191.1 CCG016238.1 RP20_CCG016301 CCG017118.1 RP20_CCG017781 CCG017793.1 CCG017904.2 RP20_CCG018417 RP20_CCG019292 CCG019692.1 CCG019713.1 CCG020152.1 RP20_CCG020338 CCG020474.1 RP20_CCG020479 RP20_CCG020662 RP20_CCG020703 RP20_CCG020763 CCG020979.1 RP20_CCG020989 CCG021115.1 CCG021176.1 RP20_CCG021891 RP20_CCG022027 CCG022028.1 CCG022238.1 RP20_CCG022391.3 RP20_CCG022468.2 RP20_CCG022500 RP20_CCG022918 CCG022981.2 CCG023342.1 CCG023352.2 RP20_CCG023468 RP20_CCG023780.2 CCG023790.1 CCG024568.1 RP20_CCG024828.2 CCG024857.1 RP20_CCG024906 RP20_CCG025013 RP20_CCG025211 CCG025494.1 RP20_CCG025542 CCG025658.1 CCG025689.1 RP20_CCG026228.2 CCG026525.1 RP20_CCG026758 CCG027072.1 RP20_CCG027114 CCG027115.1 CCG027188.1 CCG027228.2 CCG027237.3 CCG027786.1 RP20_CCG027910 CCG028398.1","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus",7.83e-08,116,1739,1.73541873,"GO:0009058 biosynthetic proc.","http://amigo.geneontology.org/amigo/term/GO:0009058","CCG000070.1 RP20_CCG000451 RP20_CCG001034 RP20_CCG001108 CCG002063.1 CCG002124.1 CCG002273.1 RP20_CCG002747 CCG002759.1 RP20_CCG002897 CCG003159.1 CCG003891.1 CCG003951.1 CCG003978.1 RP20_CCG004030 RP20_CCG004135 CCG004385.1 CCG004531.1 CCG006713.1 CCG006980.1 CCG007000.1 RP20_CCG007211 RP20_CCG007238 CCG007240.1 RP20_CCG007284.3 RP20_CCG007352 CCG007410.1 RP20_CCG007466 RP20_CCG007708 RP20_CCG007976 CCG008080.1 CCG008130.1 RP20_CCG008228 CCG008406.1 CCG008536.1 RP20_CCG008617.2 RP20_CCG008658 CCG008767.3 CCG008772.1 CCG009705.1 RP20_CCG009773 RP20_CCG010133 CCG010259.1 CCG010296.1 RP20_CCG010352 RP20_CCG010842 CCG011519.1 CCG011564.1 RP20_CCG011607 CCG011899.1 CCG012242.1 CCG012365.1 RP20_CCG012513 CCG012626.1 CCG012680.1 RP20_CCG012900 RP20_CCG013278 CCG013590.1 RP20_CCG014064 RP20_CCG014223 RP20_CCG014657 CCG014727.1 RP20_CCG015350 CCG015370.1 CCG015467.1 RP20_CCG015567 RP20_CCG015806 CCG016238.1 RP20_CCG016301 CCG017118.1 RP20_CCG017781 CCG017793.1 RP20_CCG018417 CCG019713.1 CCG020152.1 RP20_CCG020338 CCG020474.1 RP20_CCG020479 RP20_CCG020662 RP20_CCG020763 CCG021115.1 CCG021176.1 RP20_CCG021891 RP20_CCG022019 RP20_CCG022027 CCG022028.1 RP20_CCG022352 RP20_CCG022363 RP20_CCG022391.3 RP20_CCG022468.2 RP20_CCG022500 CCG022981.2 CCG023342.1 CCG023352.2 RP20_CCG023468 RP20_CCG023780.2 CCG024568.1 RP20_CCG024828.2 RP20_CCG024906 RP20_CCG025211 CCG025658.1 CCG025689.1 RP20_CCG026228.2 RP20_CCG026429.2 RP20_CCG026595 RP20_CCG026758 CCG027072.1 RP20_CCG027114 CCG027188.1 CCG027228.2 CCG027237.3 RP20_CCG027396 RP20_CCG027730 CCG027786.1 RP20_CCG027910 CCG028398.1","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus",3.07e-10,155,2355,1.71232683,"GO:0034641 cellular nitrogen compound metabolic proc.","http://amigo.geneontology.org/amigo/term/GO:0034641","CCG000070.1 RP20_CCG000121 RP20_CCG000451 RP20_CCG000617 RP20_CCG001034 CCG001317.1 CCG001475.1 RP20_CCG001576 CCG002063.1 CCG002124.1 CCG002202.2 RP20_CCG002219 RP20_CCG002230.2 CCG002273.1 RP20_CCG002747 CCG002759.1 RP20_CCG002897 CCG003159.1 CCG003410.1 CCG003891.1 CCG003951.1 CCG003978.1 RP20_CCG004030 RP20_CCG004135 RP20_CCG004235 CCG004385.1 CCG004531.1 RP20_CCG004593 RP20_CCG004693 CCG004716.1 CCG005275.1 RP20_CCG005377 CCG005985.1 RP20_CCG006763 CCG006899.1 CCG006980.1 CCG007000.1 RP20_CCG007211 RP20_CCG007238 CCG007240.1 RP20_CCG007352 CCG007410.1 RP20_CCG007466 RP20_CCG007708 RP20_CCG007976 CCG008080.1 RP20_CCG008086 RP20_CCG008228 CCG008406.1 RP20_CCG008439 RP20_CCG008498 CCG008536.1 CCG008622.1 CCG008643.1 RP20_CCG008658 CCG008767.3 CCG008772.1 CCG009682.3 CCG009705.1 RP20_CCG009773 RP20_CCG010133 RP20_CCG010187.2 CCG010296.1 RP20_CCG010352 RP20_CCG010842 CCG011519.1 RP20_CCG011607 RP20_CCG011816 CCG011899.1 CCG012242.1 CCG012365.1 RP20_CCG012513 CCG012680.1 CCG012728.1 CCG012762.1 RP20_CCG012900 RP20_CCG012980 RP20_CCG013278 RP20_CCG013505 CCG013576.1 CCG013590.1 CCG013663.1 RP20_CCG014064 RP20_CCG014223 CCG014290.1 RP20_CCG014657 CCG014727.1 RP20_CCG014970 RP20_CCG015350 CCG015370.1 RP20_CCG015806 RP20_CCG015997 CCG016093.1 RP20_CCG016160 CCG016191.1 CCG016238.1 RP20_CCG016301 CCG017118.1 RP20_CCG017781 CCG017793.1 CCG017904.2 RP20_CCG018417 RP20_CCG019292 CCG019692.1 CCG019713.1 CCG020152.1 RP20_CCG020338 CCG020474.1 RP20_CCG020479 RP20_CCG020662 RP20_CCG020703 RP20_CCG020763 CCG020979.1 RP20_CCG020989 CCG021115.1 CCG021176.1 RP20_CCG021891 RP20_CCG022019 RP20_CCG022027 CCG022028.1 CCG022238.1 RP20_CCG022391.3 RP20_CCG022468.2 RP20_CCG022500 RP20_CCG022918 CCG022981.2 CCG023342.1 CCG023352.2 RP20_CCG023468 RP20_CCG023780.2 CCG023790.1 CCG024568.1 RP20_CCG024828.2 CCG024857.1 RP20_CCG024906 RP20_CCG025013 RP20_CCG025211 CCG025494.1 RP20_CCG025542 CCG025658.1 CCG025689.1 RP20_CCG026228.2 CCG026525.1 RP20_CCG026595 RP20_CCG026758 CCG027072.1 RP20_CCG027114 CCG027115.1 CCG027188.1 CCG027228.2 CCG027237.3 RP20_CCG027730 CCG027786.1 RP20_CCG027910 CCG028398.1","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus",7.09e-11,223,3743,1.54999719,"GO:0044237 cellular metabolic proc.","http://amigo.geneontology.org/amigo/term/GO:0044237","CCG000070.1 RP20_CCG000121 RP20_CCG000451 RP20_CCG000617 RP20_CCG001034 RP20_CCG001108 CCG001317.1 RP20_CCG001347 CCG001475.1 RP20_CCG001575 RP20_CCG001576 RP20_CCG001707 CCG002063.1 CCG002124.1 RP20_CCG002156.2 CCG002202.2 RP20_CCG002219 RP20_CCG002230.2 CCG002273.1 RP20_CCG002747 CCG002759.1 RP20_CCG002897 CCG002974.1 CCG003159.1 CCG003410.1 RP20_CCG003693 CCG003891.1 CCG003951.1 CCG003978.1 RP20_CCG004030 RP20_CCG004135 RP20_CCG004235 CCG004244.1 CCG004385.1 CCG004531.1 RP20_CCG004593 RP20_CCG004693 CCG004698.1 CCG004716.1 CCG005275.1 RP20_CCG005310.2 RP20_CCG005377 RP20_CCG005741 CCG005985.1 RP20_CCG006265 CCG006713.1 RP20_CCG006763 CCG006899.1 RP20_CCG006965 CCG006980.1 CCG007000.1 RP20_CCG007211 RP20_CCG007238 CCG007240.1 RP20_CCG007284.3 RP20_CCG007352 CCG007410.1 RP20_CCG007466 CCG007520.1 RP20_CCG007686 RP20_CCG007708 CCG007750.2 CCG007937.2 RP20_CCG007976 CCG008080.1 RP20_CCG008086 CCG008130.1 RP20_CCG008228 RP20_CCG008318 CCG008406.1 RP20_CCG008414 RP20_CCG008439 RP20_CCG008498 CCG008536.1 RP20_CCG008617.2 CCG008622.1 CCG008643.1 RP20_CCG008658 CCG008767.3 CCG008772.1 RP20_CCG008785 RP20_CCG008879 RP20_CCG008969.2 RP20_CCG009151 CCG009682.3 CCG009705.1 RP20_CCG009737 CCG009771.2 RP20_CCG009773 RP20_CCG010133 RP20_CCG010187.2 CCG010259.1 CCG010296.1 RP20_CCG010352 CCG010658.1 RP20_CCG010842 RP20_CCG011177 CCG011190.1 CCG011519.1 CCG011564.1 RP20_CCG011607 RP20_CCG011816 CCG011899.1 CCG012242.1 CCG012365.1 RP20_CCG012513 CCG012626.1 CCG012680.1 CCG012728.1 CCG012762.1 RP20_CCG012900 RP20_CCG012980 RP20_CCG013127 RP20_CCG013219 RP20_CCG013278 RP20_CCG013505 CCG013576.1 CCG013590.1 CCG013663.1 RP20_CCG013836.3 RP20_CCG014064 RP20_CCG014223 CCG014290.1 RP20_CCG014552 RP20_CCG014657 CCG014727.1 RP20_CCG014760 RP20_CCG014779 RP20_CCG014970 RP20_CCG015350 CCG015370.1 CCG015467.1 CCG015473.1 RP20_CCG015567 RP20_CCG015580 RP20_CCG015806 RP20_CCG015997 CCG016093.1 RP20_CCG016160 CCG016191.1 CCG016238.1 RP20_CCG016301 CCG017118.1 RP20_CCG017400 RP20_CCG017609.3 RP20_CCG017781 CCG017793.1 CCG017904.2 RP20_CCG018417 RP20_CCG018905 CCG019013.1 RP20_CCG019292 RP20_CCG019399.2 CCG019551.1 CCG019692.1 CCG019713.1 CCG020002.2 CCG020152.1 RP20_CCG020334 RP20_CCG020338 CCG020474.1 RP20_CCG020479 CCG020574.1 RP20_CCG020662 RP20_CCG020703 RP20_CCG020763 RP20_CCG020801 CCG020921.1 CCG020979.1 RP20_CCG020989 CCG021115.1 CCG021176.1 CCG021402.1 RP20_CCG021651 CCG021652.1 CCG021809.1 RP20_CCG021891 RP20_CCG022019 RP20_CCG022027 CCG022028.1 CCG022238.1 RP20_CCG022352 RP20_CCG022363 RP20_CCG022391.3 RP20_CCG022468.2 RP20_CCG022500 RP20_CCG022918 CCG022981.2 CCG023342.1 CCG023352.2 RP20_CCG023468 RP20_CCG023780.2 CCG023790.1 CCG024568.1 RP20_CCG024828.2 CCG024857.1 RP20_CCG024906 RP20_CCG025013 RP20_CCG025211 CCG025494.1 RP20_CCG025542 CCG025658.1 CCG025689.1 CCG026098.1 RP20_CCG026228.2 RP20_CCG026317 RP20_CCG026429.2 CCG026525.1 RP20_CCG026595 RP20_CCG026758 CCG027072.1 RP20_CCG027114 CCG027115.1 CCG027188.1 CCG027228.2 CCG027237.3 RP20_CCG027396 CCG027634.1 RP20_CCG027730 CCG027786.1 RP20_CCG027910 RP20_CCG028043 CCG028398.1","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus",5.93e-08,218,3945,1.43765725,"GO:0006807 nitrogen compound metabolic proc.","http://amigo.geneontology.org/amigo/term/GO:0006807","CCG000070.1 RP20_CCG000121 RP20_CCG000451 RP20_CCG000617 RP20_CCG001034 RP20_CCG001108 CCG001317.1 RP20_CCG001347 CCG001475.1 RP20_CCG001575 RP20_CCG001576 CCG002063.1 CCG002124.1 RP20_CCG002156.2 CCG002202.2 RP20_CCG002219 RP20_CCG002230.2 CCG002273.1 RP20_CCG002318.4 RP20_CCG002747 CCG002759.1 RP20_CCG002897 CCG002974.1 CCG003159.1 CCG003410.1 RP20_CCG003693 CCG003891.1 CCG003951.1 CCG003978.1 RP20_CCG004030 RP20_CCG004135 CCG004137.1 RP20_CCG004235 CCG004385.1 CCG004531.1 RP20_CCG004593 RP20_CCG004693 CCG004698.1 CCG004716.1 CCG005275.1 RP20_CCG005310.2 RP20_CCG005377 RP20_CCG005741 CCG005985.1 CCG006215.3 RP20_CCG006265 CCG006713.1 RP20_CCG006763 CCG006899.1 CCG006980.1 CCG007000.1 RP20_CCG007211 RP20_CCG007238 CCG007240.1 RP20_CCG007284.3 RP20_CCG007352 CCG007410.1 RP20_CCG007416 RP20_CCG007466 CCG007520.1 RP20_CCG007708 CCG007750.2 CCG007937.2 RP20_CCG007976 CCG008080.1 RP20_CCG008086 RP20_CCG008228 RP20_CCG008318 CCG008406.1 RP20_CCG008414 RP20_CCG008439 RP20_CCG008498 CCG008536.1 CCG008622.1 CCG008643.1 RP20_CCG008658 CCG008767.3 CCG008772.1 RP20_CCG008785 RP20_CCG008969.2 RP20_CCG009151 CCG009444.1 CCG009682.3 CCG009705.1 RP20_CCG009737 RP20_CCG009773 RP20_CCG010133 RP20_CCG010187.2 CCG010296.1 RP20_CCG010352 CCG010658.1 RP20_CCG010842 RP20_CCG011177 CCG011519.1 CCG011564.1 RP20_CCG011607 RP20_CCG011816 CCG011899.1 CCG012242.1 CCG012365.1 RP20_CCG012513 CCG012626.1 CCG012680.1 CCG012728.1 CCG012762.1 RP20_CCG012900 RP20_CCG012980 RP20_CCG013219 RP20_CCG013278 RP20_CCG013505 CCG013576.1 CCG013590.1 CCG013663.1 RP20_CCG014045 RP20_CCG014064 RP20_CCG014223 CCG014290.1 RP20_CCG014552 RP20_CCG014657 CCG014727.1 RP20_CCG014760 RP20_CCG014779 RP20_CCG014970 RP20_CCG015350 CCG015370.1 CCG015467.1 CCG015473.1 RP20_CCG015567 RP20_CCG015580 RP20_CCG015806 RP20_CCG015997 CCG016093.1 RP20_CCG016160 CCG016191.1 CCG016238.1 RP20_CCG016301 CCG017118.1 RP20_CCG017400 RP20_CCG017609.3 RP20_CCG017781 CCG017793.1 CCG017904.2 RP20_CCG018417 RP20_CCG018905 CCG018968.1 RP20_CCG019046.2 RP20_CCG019292 RP20_CCG019399.2 CCG019692.1 CCG019713.1 CCG020002.2 CCG020152.1 RP20_CCG020202 RP20_CCG020334 RP20_CCG020338 CCG020474.1 RP20_CCG020479 CCG020574.1 RP20_CCG020662 RP20_CCG020703 RP20_CCG020763 RP20_CCG020801 CCG020921.1 CCG020979.1 RP20_CCG020989 CCG021115.1 CCG021176.1 RP20_CCG021651 CCG021652.1 CCG021809.1 RP20_CCG021891 RP20_CCG022019 RP20_CCG022027 CCG022028.1 CCG022238.1 RP20_CCG022363 RP20_CCG022391.3 RP20_CCG022468.2 RP20_CCG022500 RP20_CCG022918 CCG022981.2 CCG023342.1 CCG023352.2 RP20_CCG023468 RP20_CCG023738 RP20_CCG023780.2 CCG023790.1 CCG024568.1 RP20_CCG024828.2 CCG024857.1 RP20_CCG024906 RP20_CCG025013 RP20_CCG025211 CCG025494.1 RP20_CCG025542 CCG025658.1 CCG025689.1 CCG026098.1 RP20_CCG026228.2 RP20_CCG026317 RP20_CCG026400.2 RP20_CCG026429.2 CCG026525.1 RP20_CCG026595 RP20_CCG026758 CCG027072.1 RP20_CCG027114 CCG027115.1 CCG027188.1 CCG027228.2 CCG027237.3 RP20_CCG027396 CCG027634.1 RP20_CCG027730 CCG027786.1 RP20_CCG027910 RP20_CCG028043 CCG028398.1","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus",1.51e-05,18,104,4.5028247,"GO:0042575 DNA polymerase complex","http://amigo.geneontology.org/amigo/term/GO:0042575","RP20_CCG000451 RP20_CCG002747 RP20_CCG007211 RP20_CCG007238 RP20_CCG007708 CCG008772.1 CCG012365.1 CCG015370.1 RP20_CCG017781 RP20_CCG020479 CCG022028.1 RP20_CCG022391.3 RP20_CCG022500 RP20_CCG023468 RP20_CCG024906 CCG025658.1 CCG025689.1 CCG027237.3","GO Cellular Component",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus",0.00924,18,170,2.75466923,"GO:0061695 transferase complex transferring phosphorus-containing groups","http://amigo.geneontology.org/amigo/term/GO:0061695","RP20_CCG000451 RP20_CCG002747 RP20_CCG007211 RP20_CCG007238 RP20_CCG007708 CCG008772.1 CCG012365.1 CCG015370.1 RP20_CCG017781 RP20_CCG020479 CCG022028.1 RP20_CCG022391.3 RP20_CCG022500 RP20_CCG023468 RP20_CCG024906 CCG025658.1 CCG025689.1 CCG027237.3","GO Cellular Component",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus",1.43e-12,18,44,10.6430402,"GO:0004190 aspartic-type endopeptidase activity","http://amigo.geneontology.org/amigo/term/GO:0004190","RP20_CCG002747 CCG003891.1 RP20_CCG007211 RP20_CCG007416 CCG008772.1 RP20_CCG010842 CCG012365.1 CCG015370.1 RP20_CCG015806 RP20_CCG017781 RP20_CCG020479 RP20_CCG020763 CCG021115.1 RP20_CCG022391.3 RP20_CCG022500 RP20_CCG024906 RP20_CCG027114 RP20_CCG027910","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus",1.43e-12,18,44,10.6430402,"GO:0070001 aspartic-type peptidase activity","http://amigo.geneontology.org/amigo/term/GO:0070001","RP20_CCG002747 CCG003891.1 RP20_CCG007211 RP20_CCG007416 CCG008772.1 RP20_CCG010842 CCG012365.1 CCG015370.1 RP20_CCG015806 RP20_CCG017781 RP20_CCG020479 RP20_CCG020763 CCG021115.1 RP20_CCG022391.3 RP20_CCG022500 RP20_CCG024906 RP20_CCG027114 RP20_CCG027910","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus",9.15e-13,20,53,9.81747942,"GO:0003964 RNA-directed DNA polymerase activity","http://amigo.geneontology.org/amigo/term/GO:0003964","RP20_CCG002747 RP20_CCG004135 RP20_CCG007352 RP20_CCG007466 CCG008772.1 CCG010296.1 RP20_CCG010352 CCG012365.1 RP20_CCG012900 RP20_CCG014064 RP20_CCG017781 RP20_CCG020479 CCG022028.1 RP20_CCG022500 CCG023342.1 CCG024568.1 RP20_CCG025211 CCG025689.1 CCG027228.2 CCG027237.3","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus",0.00103,6,18,8.67210682,"GO:0017018 myosin phosphatase activity","http://amigo.geneontology.org/amigo/term/GO:0017018","RP20_CCG003693 CCG007988.1 CCG008319.2 RP20_CCG020338 RP20_CCG020920 CCG022055.1","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus",0.00103,7,26,7.00439397,"GO:0004722 protein serine/threonine phosphatase activity","http://amigo.geneontology.org/amigo/term/GO:0004722","RP20_CCG003693 CCG007988.1 CCG008319.2 RP20_CCG020338 RP20_CCG020920 CCG022055.1 CCG026212.1","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus",2.83e-12,29,135,5.58869106,"GO:0034061 DNA polymerase activity","http://amigo.geneontology.org/amigo/term/GO:0034061","RP20_CCG000451 RP20_CCG002747 RP20_CCG004135 RP20_CCG007211 RP20_CCG007238 RP20_CCG007352 RP20_CCG007466 RP20_CCG007708 CCG008772.1 CCG010296.1 RP20_CCG010352 CCG012365.1 RP20_CCG012900 RP20_CCG014064 CCG015370.1 RP20_CCG017781 RP20_CCG020479 CCG022028.1 RP20_CCG022391.3 RP20_CCG022500 CCG023342.1 RP20_CCG023468 CCG024568.1 RP20_CCG024906 RP20_CCG025211 CCG025658.1 CCG025689.1 CCG027228.2 CCG027237.3","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus",3.42e-06,18,103,4.54654144,"GO:0003887 DNA-directed DNA polymerase activity","http://amigo.geneontology.org/amigo/term/GO:0003887","RP20_CCG000451 RP20_CCG002747 RP20_CCG007211 RP20_CCG007238 RP20_CCG007708 CCG008772.1 CCG012365.1 CCG015370.1 RP20_CCG017781 RP20_CCG020479 CCG022028.1 RP20_CCG022391.3 RP20_CCG022500 RP20_CCG023468 RP20_CCG024906 CCG025658.1 CCG025689.1 CCG027237.3","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
