#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
UPI0007D5354F	7159.AAEL002049-PC	7.64e-119	360	"KOG3561@1|root,KOG3561@2759|Eukaryota,38GV1@33154|Opisthokonta,3B9NK@33208|Metazoa,3CYH2@33213|Bilateria,41VZT@6656|Arthropoda,3SHET@50557|Insecta,451VU@7147|Diptera,45FQ9@7148|Nematocera"	33208|Metazoa	K	PAS fold	ARNTL	"GO:0000003,GO:0000060,GO:0000122,GO:0000976,GO:0000977,GO:0000978,GO:0000980,GO:0000981,GO:0000982,GO:0000987,GO:0000988,GO:0000989,GO:0001012,GO:0001067,GO:0001076,GO:0001077,GO:0001158,GO:0001190,GO:0001228,GO:0002027,GO:0002791,GO:0003053,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003700,GO:0005102,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005667,GO:0005737,GO:0005829,GO:0006139,GO:0006351,GO:0006355,GO:0006357,GO:0006366,GO:0006508,GO:0006511,GO:0006606,GO:0006725,GO:0006807,GO:0006810,GO:0006886,GO:0006913,GO:0006950,GO:0006979,GO:0007275,GO:0007276,GO:0007283,GO:0007399,GO:0007562,GO:0007567,GO:0007568,GO:0007569,GO:0007610,GO:0007622,GO:0007623,GO:0007626,GO:0008016,GO:0008062,GO:0008104,GO:0008134,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009058,GO:0009059,GO:0009410,GO:0009605,GO:0009889,GO:0009890,GO:0009891,GO:0009892,GO:0009893,GO:0009894,GO:0009966,GO:0009967,GO:0009968,GO:0009987,GO:0009991,GO:0010033,GO:0010243,GO:0010467,GO:0010468,GO:0010498,GO:0010556,GO:0010557,GO:0010558,GO:0010604,GO:0010605,GO:0010628,GO:0010629,GO:0010646,GO:0010647,GO:0010648,GO:0010817,GO:0014070,GO:0015031,GO:0015833,GO:0016070,GO:0016202,GO:0016604,GO:0017038,GO:0017162,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0019538,GO:0019941,GO:0019953,GO:0022008,GO:0022414,GO:0023051,GO:0023056,GO:0023057,GO:0030111,GO:0030154,GO:0030163,GO:0030177,GO:0030534,GO:0030856,GO:0031072,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031327,GO:0031328,GO:0031399,GO:0031401,GO:0031667,GO:0031974,GO:0031981,GO:0032006,GO:0032007,GO:0032268,GO:0032270,GO:0032501,GO:0032502,GO:0032504,GO:0032774,GO:0032879,GO:0032880,GO:0032922,GO:0032991,GO:0033036,GO:0033143,GO:0033144,GO:0033365,GO:0033391,GO:0033554,GO:0034504,GO:0034599,GO:0034613,GO:0034641,GO:0034645,GO:0034654,GO:0035326,GO:0035770,GO:0036464,GO:0042176,GO:0042220,GO:0042221,GO:0042493,GO:0042594,GO:0042634,GO:0042749,GO:0042752,GO:0042753,GO:0042886,GO:0043161,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043279,GO:0043425,GO:0043565,GO:0043632,GO:0044057,GO:0044212,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044271,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044446,GO:0044451,GO:0044464,GO:0044703,GO:0044706,GO:0045184,GO:0045187,GO:0045475,GO:0045595,GO:0045596,GO:0045597,GO:0045598,GO:0045599,GO:0045844,GO:0045892,GO:0045893,GO:0045934,GO:0045935,GO:0045944,GO:0046483,GO:0046883,GO:0046907,GO:0046982,GO:0046983,GO:0048148,GO:0048232,GO:0048511,GO:0048512,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048583,GO:0048584,GO:0048585,GO:0048609,GO:0048634,GO:0048636,GO:0048641,GO:0048643,GO:0048699,GO:0048731,GO:0048856,GO:0048869,GO:0050708,GO:0050767,GO:0050789,GO:0050793,GO:0050794,GO:0050795,GO:0050796,GO:0050896,GO:0051046,GO:0051049,GO:0051093,GO:0051094,GO:0051169,GO:0051170,GO:0051171,GO:0051172,GO:0051173,GO:0051179,GO:0051223,GO:0051234,GO:0051239,GO:0051240,GO:0051246,GO:0051247,GO:0051252,GO:0051253,GO:0051254,GO:0051603,GO:0051641,GO:0051649,GO:0051704,GO:0051716,GO:0051726,GO:0051775,GO:0051879,GO:0051960,GO:0060137,GO:0060255,GO:0060284,GO:0060359,GO:0060828,GO:0065007,GO:0065008,GO:0070013,GO:0070201,GO:0070491,GO:0070727,GO:0070887,GO:0070888,GO:0071684,GO:0071702,GO:0071704,GO:0071705,GO:0072347,GO:0072594,GO:0080090,GO:0080134,GO:0080135,GO:0090087,GO:0090263,GO:0090276,GO:0090304,GO:0090342,GO:0090398,GO:0090400,GO:0090403,GO:0097159,GO:0097659,GO:0140110,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901565,GO:1901575,GO:1901576,GO:1901698,GO:1901700,GO:1901861,GO:1901863,GO:1901983,GO:1901985,GO:1902531,GO:1902532,GO:1902679,GO:1902680,GO:1903506,GO:1903507,GO:1903508,GO:1903522,GO:1903530,GO:1990837,GO:1990904,GO:2000026,GO:2000074,GO:2000112,GO:2000113,GO:2000322,GO:2000323,GO:2000772,GO:2001014,GO:2001016,GO:2001141"	-	ko:K02296	"ko04710,ko04711,ko04728,ko05168,map04710,map04711,map04728,map05168"	-	-	-	"ko00000,ko00001,ko03000"	-	-	-	"HLH,PAS,PAS_11,PAS_3"
tr|A0A182GSS4|A0A182GSS4_AEDAL	7159.AAEL007484-PA	0	1566	"COG5047@1|root,KOG1986@2759|Eukaryota,38B49@33154|Opisthokonta,3BDF4@33208|Metazoa,3CV03@33213|Bilateria,41VP1@6656|Arthropoda,3SJWD@50557|Insecta,44X25@7147|Diptera,45G1Y@7148|Nematocera"	33208|Metazoa	U	Protein transport protein sec23	SEC23A	"GO:0000139,GO:0001501,GO:0002164,GO:0002165,GO:0002168,GO:0002376,GO:0002474,GO:0002478,GO:0002495,GO:0002504,GO:0003002,GO:0003330,GO:0003331,GO:0003400,GO:0003674,GO:0005096,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005789,GO:0005794,GO:0005795,GO:0005798,GO:0005829,GO:0006810,GO:0006886,GO:0006888,GO:0006900,GO:0006901,GO:0006903,GO:0006996,GO:0007029,GO:0007030,GO:0007163,GO:0007275,GO:0007389,GO:0007399,GO:0007424,GO:0007517,GO:0007591,GO:0008047,GO:0008104,GO:0008150,GO:0008270,GO:0008360,GO:0008363,GO:0009653,GO:0009790,GO:0009791,GO:0009792,GO:0009887,GO:0009888,GO:0009987,GO:0010256,GO:0010720,GO:0010769,GO:0010770,GO:0010975,GO:0010976,GO:0012505,GO:0012506,GO:0012507,GO:0015031,GO:0015833,GO:0016020,GO:0016043,GO:0016050,GO:0016192,GO:0016203,GO:0019882,GO:0019884,GO:0019886,GO:0019898,GO:0022008,GO:0022407,GO:0022409,GO:0022603,GO:0022604,GO:0022607,GO:0030011,GO:0030117,GO:0030120,GO:0030127,GO:0030133,GO:0030134,GO:0030135,GO:0030154,GO:0030155,GO:0030198,GO:0030234,GO:0030658,GO:0030659,GO:0030660,GO:0030662,GO:0030695,GO:0031090,GO:0031344,GO:0031346,GO:0031410,GO:0031982,GO:0031984,GO:0032386,GO:0032501,GO:0032502,GO:0032879,GO:0032991,GO:0033036,GO:0033043,GO:0033333,GO:0033334,GO:0033339,GO:0034394,GO:0034613,GO:0034622,GO:0035017,GO:0035107,GO:0035138,GO:0035148,GO:0035149,GO:0035152,GO:0035239,GO:0035293,GO:0035295,GO:0035459,GO:0040003,GO:0042175,GO:0042303,GO:0042335,GO:0042337,GO:0042886,GO:0043009,GO:0043062,GO:0043085,GO:0043087,GO:0043167,GO:0043169,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043254,GO:0043547,GO:0043933,GO:0044085,GO:0044087,GO:0044093,GO:0044422,GO:0044424,GO:0044425,GO:0044431,GO:0044432,GO:0044433,GO:0044444,GO:0044446,GO:0044464,GO:0045184,GO:0045595,GO:0045597,GO:0045664,GO:0045666,GO:0045785,GO:0046872,GO:0046907,GO:0046914,GO:0048002,GO:0048070,GO:0048079,GO:0048081,GO:0048087,GO:0048193,GO:0048194,GO:0048199,GO:0048207,GO:0048208,GO:0048209,GO:0048471,GO:0048475,GO:0048513,GO:0048518,GO:0048522,GO:0048562,GO:0048568,GO:0048598,GO:0048646,GO:0048699,GO:0048701,GO:0048702,GO:0048704,GO:0048705,GO:0048706,GO:0048731,GO:0048736,GO:0048814,GO:0048856,GO:0048869,GO:0050767,GO:0050769,GO:0050773,GO:0050775,GO:0050789,GO:0050790,GO:0050793,GO:0050794,GO:0051046,GO:0051047,GO:0051049,GO:0051050,GO:0051094,GO:0051128,GO:0051130,GO:0051179,GO:0051216,GO:0051234,GO:0051239,GO:0051240,GO:0051336,GO:0051345,GO:0051640,GO:0051641,GO:0051648,GO:0051649,GO:0051650,GO:0051656,GO:0051668,GO:0051960,GO:0051962,GO:0060284,GO:0060341,GO:0060538,GO:0060541,GO:0060589,GO:0060627,GO:0060628,GO:0061024,GO:0061061,GO:0061448,GO:0065003,GO:0065007,GO:0065008,GO:0065009,GO:0070727,GO:0070971,GO:0071702,GO:0071705,GO:0071711,GO:0071840,GO:0072657,GO:0072659,GO:0090110,GO:0090113,GO:0090114,GO:0097708,GO:0098588,GO:0098772,GO:0098791,GO:0098796,GO:0098805,GO:0098827,GO:0120035,GO:1900006,GO:1903053,GO:1903055,GO:1903530,GO:1903532,GO:1904888,GO:1990778,GO:2000026"	-	ko:K14006	"ko04141,map04141"	M00404	-	-	"ko00000,ko00001,ko00002,ko04131"	-	-	-	"Gelsolin,Sec23_BS,Sec23_helical,Sec23_trunk,zf-Sec23_Sec24"
tr|A0A023ECJ9|A0A023ECJ9_AEDAL	7159.AAEL008723-PB	1.48e-57	179	"KOG4431@1|root,KOG4431@2759|Eukaryota,3A79D@33154|Opisthokonta,3BT4B@33208|Metazoa,3D8D0@33213|Bilateria,423K8@6656|Arthropoda,3SP99@50557|Insecta,45442@7147|Diptera,45J1X@7148|Nematocera"	33208|Metazoa	S	Hypoxia induced protein conserved region	HIGD1C	"GO:0008150,GO:0042592,GO:0048878,GO:0050801,GO:0055065,GO:0055070,GO:0055076,GO:0055080,GO:0065007,GO:0065008,GO:0098771"	-	-	-	-	-	-	-	-	-	-	HIG_1_N
UPI0007D0E200	7159.AAEL004327-PA	0	1942	"COG0525@1|root,KOG0432@2759|Eukaryota,38BX5@33154|Opisthokonta,3BDDJ@33208|Metazoa,3CUM1@33213|Bilateria,41VUH@6656|Arthropoda,3SK5M@50557|Insecta,450SW@7147|Diptera,45F71@7148|Nematocera"	33208|Metazoa	J	Belongs to the class-I aminoacyl-tRNA synthetase family	VARS	"GO:0003674,GO:0003824,GO:0004812,GO:0004832,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006139,GO:0006399,GO:0006412,GO:0006418,GO:0006438,GO:0006518,GO:0006520,GO:0006725,GO:0006807,GO:0007275,GO:0007568,GO:0008150,GO:0008152,GO:0008340,GO:0009058,GO:0009059,GO:0009987,GO:0010259,GO:0010467,GO:0016070,GO:0016874,GO:0016875,GO:0019538,GO:0019752,GO:0032501,GO:0032502,GO:0034641,GO:0034645,GO:0034660,GO:0043038,GO:0043039,GO:0043043,GO:0043170,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0048856,GO:0071704,GO:0090304,GO:0140098,GO:0140101,GO:1901360,GO:1901564,GO:1901566,GO:1901576"	6.1.1.9	ko:K01873	"ko00970,map00970"	"M00359,M00360"	R03665	"RC00055,RC00523"	"ko00000,ko00001,ko00002,ko01000,ko01007,ko03016"	-	-	-	"Anticodon_1,GST_C,Val_tRNA-synt_C,tRNA-synt_1"
tr|A0A182GRH9|A0A182GRH9_AEDAL	7159.AAEL018280-PA	0	1082	"28W3C@1|root,2R2VA@2759|Eukaryota,39MV0@33154|Opisthokonta,3CPEG@33208|Metazoa,3E5JH@33213|Bilateria,41XR8@6656|Arthropoda,3SKQI@50557|Insecta,44XHE@7147|Diptera,45DGS@7148|Nematocera"	33208|Metazoa	S	Ninein-like	NINL	"GO:0000086,GO:0000242,GO:0000278,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005576,GO:0005622,GO:0005623,GO:0005737,GO:0005813,GO:0005815,GO:0005829,GO:0005856,GO:0006996,GO:0006997,GO:0006998,GO:0007049,GO:0007346,GO:0008017,GO:0008092,GO:0008150,GO:0009987,GO:0010256,GO:0010389,GO:0010564,GO:0015630,GO:0015631,GO:0016043,GO:0022402,GO:0022406,GO:0022607,GO:0030030,GO:0030031,GO:0034994,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044085,GO:0044421,GO:0044422,GO:0044424,GO:0044430,GO:0044444,GO:0044446,GO:0044450,GO:0044464,GO:0044770,GO:0044772,GO:0044782,GO:0044839,GO:0045171,GO:0050789,GO:0050794,GO:0051179,GO:0051640,GO:0051641,GO:0051726,GO:0060271,GO:0061024,GO:0065007,GO:0070925,GO:0071840,GO:0097711,GO:0120031,GO:0120036,GO:0140056,GO:1901987,GO:1901990,GO:1902749,GO:1903047"	-	"ko:K16476,ko:K16477"	-	-	-	-	"ko00000,ko03036"	-	-	-	EF-hand_7
tr|A0A182GH02|A0A182GH02_AEDAL	7159.AAEL010184-PA	0	1258	"COG5560@1|root,KOG1870@2759|Eukaryota,38FGF@33154|Opisthokonta,3BCZZ@33208|Metazoa,3CU7C@33213|Bilateria,41XN8@6656|Arthropoda,3SIHA@50557|Insecta,44ZTW@7147|Diptera,45FUV@7148|Nematocera"	33208|Metazoa	O	Belongs to the peptidase C19 family	USP32	"GO:0000323,GO:0003674,GO:0003676,GO:0003824,GO:0004175,GO:0004197,GO:0004843,GO:0005096,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005764,GO:0005768,GO:0005773,GO:0005794,GO:0005829,GO:0005886,GO:0006464,GO:0006508,GO:0006807,GO:0006810,GO:0006886,GO:0008047,GO:0008104,GO:0008150,GO:0008152,GO:0008233,GO:0008234,GO:0009987,GO:0012505,GO:0015031,GO:0015833,GO:0016020,GO:0016579,GO:0016787,GO:0017016,GO:0017137,GO:0019538,GO:0019783,GO:0019899,GO:0030234,GO:0030695,GO:0031267,GO:0031338,GO:0031410,GO:0031982,GO:0032879,GO:0033036,GO:0033043,GO:0034613,GO:0036211,GO:0036459,GO:0042886,GO:0043085,GO:0043087,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0043547,GO:0044093,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0045184,GO:0046907,GO:0050789,GO:0050790,GO:0050794,GO:0051020,GO:0051049,GO:0051128,GO:0051179,GO:0051234,GO:0051336,GO:0051345,GO:0051641,GO:0051649,GO:0055037,GO:0060589,GO:0060627,GO:0065007,GO:0065009,GO:0070011,GO:0070646,GO:0070647,GO:0070727,GO:0071702,GO:0071704,GO:0071705,GO:0071944,GO:0090630,GO:0097159,GO:0097708,GO:0098772,GO:0101005,GO:0140096,GO:1901363,GO:1901564"	3.4.19.12	ko:K11837	-	-	-	-	"ko00000,ko01000,ko01002,ko04121"	-	-	-	"DUSP,EF-hand_5,UCH,Ubiquitin_3"
tr|A0A182GER1|A0A182GER1_AEDAL	7159.AAEL015674-PA	3.46e-68	208	"KOG1744@1|root,KOG1744@2759|Eukaryota,3A1HW@33154|Opisthokonta,3BQEI@33208|Metazoa,3D7NQ@33213|Bilateria,41ZBP@6656|Arthropoda,3SQBI@50557|Insecta,453E7@7147|Diptera,45ING@7148|Nematocera"	33208|Metazoa	B	Histone H2B	-	"GO:0000228,GO:0000785,GO:0000786,GO:0000788,GO:0000790,GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005694,GO:0006323,GO:0006325,GO:0006333,GO:0006334,GO:0006996,GO:0008150,GO:0009987,GO:0016043,GO:0022607,GO:0031497,GO:0031974,GO:0031981,GO:0032991,GO:0032993,GO:0034622,GO:0034728,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043933,GO:0044085,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044446,GO:0044454,GO:0044464,GO:0044815,GO:0051276,GO:0065003,GO:0065004,GO:0070013,GO:0071103,GO:0071824,GO:0071840,GO:0097159,GO:1901363"	-	"ko:K11252,ko:K11275"	"ko05034,ko05203,ko05322,map05034,map05203,map05322"	-	-	-	"ko00000,ko00001,ko03036,ko04147"	-	-	-	Histone
UPI0007D62EC4	7159.AAEL011663-PA	0	2779	"KOG2071@1|root,KOG2071@2759|Eukaryota,38EY0@33154|Opisthokonta,3BBS5@33208|Metazoa,3CV3E@33213|Bilateria,41THQ@6656|Arthropoda,3SHZZ@50557|Insecta,44YE0@7147|Diptera,45DX4@7148|Nematocera"	33208|Metazoa	A	RPR	-	"GO:0000993,GO:0001098,GO:0001099,GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005737,GO:0005849,GO:0006139,GO:0006351,GO:0006353,GO:0006366,GO:0006369,GO:0006378,GO:0006379,GO:0006396,GO:0006397,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0016071,GO:0018130,GO:0019438,GO:0019899,GO:0031123,GO:0031124,GO:0031974,GO:0031981,GO:0032774,GO:0032991,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0043175,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043631,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044451,GO:0044464,GO:0044877,GO:0046483,GO:0070013,GO:0070063,GO:0071704,GO:0090304,GO:0090305,GO:0090501,GO:0097159,GO:0097659,GO:1901360,GO:1901362,GO:1901363,GO:1901576"	-	ko:K14400	"ko03015,map03015"	-	-	-	"ko00000,ko00001,ko03019,ko03021"	-	-	-	"CFIA_Pcf11,CTD_bind"
tr|A0A182HB08|A0A182HB08_AEDAL	400682.PAC_15699201	5.79e-22	92.8	"COG2801@1|root,KOG0017@2759|Eukaryota,3AR45@33154|Opisthokonta"	400682.PAC_15699201|-	L	"transposition, RNA-mediated"	-	-	-	-	-	-	-	-	-	-	-	-	-
UPI0007D139C5	7159.AAEL001252-PA	0	1119	"KOG4500@1|root,KOG4500@2759|Eukaryota,39TZJ@33154|Opisthokonta,3BDZS@33208|Metazoa,3CVM0@33213|Bilateria,41W33@6656|Arthropoda,3SIB4@50557|Insecta,44YY4@7147|Diptera,45FEY@7148|Nematocera"	33208|Metazoa	T	Armadillo/beta-catenin-like repeats	RAP1GDS1	"GO:0001654,GO:0001745,GO:0001751,GO:0001754,GO:0003674,GO:0005096,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005783,GO:0005829,GO:0006082,GO:0006091,GO:0006099,GO:0006101,GO:0006873,GO:0006874,GO:0006875,GO:0006996,GO:0007154,GO:0007165,GO:0007264,GO:0007275,GO:0007399,GO:0007423,GO:0008047,GO:0008150,GO:0008152,GO:0009060,GO:0009653,GO:0009887,GO:0009987,GO:0010941,GO:0010942,GO:0012505,GO:0015980,GO:0016043,GO:0016999,GO:0017144,GO:0019725,GO:0019752,GO:0022008,GO:0023052,GO:0030003,GO:0030154,GO:0030182,GO:0030234,GO:0030695,GO:0032469,GO:0032471,GO:0032501,GO:0032502,GO:0035556,GO:0042051,GO:0042052,GO:0042461,GO:0042462,GO:0042592,GO:0043085,GO:0043087,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043436,GO:0043547,GO:0044093,GO:0044237,GO:0044238,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0045333,GO:0046530,GO:0046716,GO:0048468,GO:0048513,GO:0048518,GO:0048522,GO:0048592,GO:0048666,GO:0048699,GO:0048731,GO:0048749,GO:0048856,GO:0048869,GO:0048878,GO:0050789,GO:0050790,GO:0050794,GO:0050801,GO:0050896,GO:0051336,GO:0051345,GO:0051560,GO:0051561,GO:0051716,GO:0055065,GO:0055074,GO:0055080,GO:0055082,GO:0055114,GO:0060249,GO:0060589,GO:0065007,GO:0065008,GO:0065009,GO:0071704,GO:0071840,GO:0072350,GO:0072503,GO:0072507,GO:0090596,GO:0098771,GO:0098772,GO:1901214,GO:1901216"	-	-	-	-	-	-	-	-	-	-	Arm
UPI0007D0DFDA	7159.AAEL014059-PA	0	1474	"COG1253@1|root,KOG2118@2759|Eukaryota,38BRM@33154|Opisthokonta,3BFQM@33208|Metazoa,3CSQT@33213|Bilateria,41WUT@6656|Arthropoda,3SHBU@50557|Insecta,44YWC@7147|Diptera,45HB4@7148|Nematocera"	33208|Metazoa	S	Domain of unknown function DUF21	CNNM2	"GO:0000003,GO:0000166,GO:0003006,GO:0003674,GO:0005215,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006812,GO:0006814,GO:0006873,GO:0007275,GO:0007548,GO:0007568,GO:0008144,GO:0008150,GO:0008324,GO:0008340,GO:0008406,GO:0009653,GO:0009887,GO:0009888,GO:0009987,GO:0010035,GO:0010038,GO:0010259,GO:0010960,GO:0015075,GO:0015077,GO:0015081,GO:0015095,GO:0015318,GO:0015672,GO:0015693,GO:0016020,GO:0016323,GO:0017076,GO:0019725,GO:0022414,GO:0022857,GO:0022890,GO:0030001,GO:0030425,GO:0030554,GO:0031214,GO:0032026,GO:0032501,GO:0032502,GO:0032553,GO:0032555,GO:0032559,GO:0032991,GO:0034220,GO:0034505,GO:0035262,GO:0035639,GO:0035725,GO:0036094,GO:0036477,GO:0040008,GO:0040014,GO:0040018,GO:0040026,GO:0040028,GO:0042221,GO:0042475,GO:0042476,GO:0042592,GO:0042995,GO:0043005,GO:0043025,GO:0043167,GO:0043168,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043900,GO:0043902,GO:0044297,GO:0044424,GO:0044425,GO:0044459,GO:0044463,GO:0044464,GO:0045137,GO:0045927,GO:0046873,GO:0048513,GO:0048518,GO:0048580,GO:0048582,GO:0048608,GO:0048638,GO:0048639,GO:0048646,GO:0048731,GO:0048856,GO:0048878,GO:0050789,GO:0050793,GO:0050801,GO:0050896,GO:0051094,GO:0051179,GO:0051234,GO:0051239,GO:0051240,GO:0055065,GO:0055080,GO:0055082,GO:0055085,GO:0061062,GO:0061063,GO:0061458,GO:0065007,GO:0065008,GO:0070166,GO:0070838,GO:0071944,GO:0072507,GO:0072511,GO:0080154,GO:0097159,GO:0097186,GO:0097367,GO:0097447,GO:0097458,GO:0098590,GO:0098655,GO:0098660,GO:0098662,GO:0098771,GO:0120025,GO:0120038,GO:1901265,GO:1901363,GO:1903830,GO:1905516,GO:2000026,GO:2000241,GO:2000243"	-	ko:K16302	-	-	-	-	"ko00000,ko02000"	9.A.40.3	-	-	"CBS,DUF21"
tr|A0A182G9G7|A0A182G9G7_AEDAL	7159.AAEL000810-PA	0	977	"KOG0694@1|root,KOG0694@2759|Eukaryota,38B5Z@33154|Opisthokonta,3BDW7@33208|Metazoa,3CRM6@33213|Bilateria,41W4F@6656|Arthropoda,3SHHZ@50557|Insecta,44ZPF@7147|Diptera,45BP2@7148|Nematocera"	33208|Metazoa	T	Protein kinase c	-	"GO:0003002,GO:0003008,GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0004697,GO:0005575,GO:0005622,GO:0005623,GO:0005886,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0006996,GO:0007030,GO:0007275,GO:0007389,GO:0007610,GO:0007611,GO:0007613,GO:0007616,GO:0008150,GO:0008152,GO:0008285,GO:0009636,GO:0009798,GO:0009950,GO:0009953,GO:0009987,GO:0010033,GO:0010256,GO:0016020,GO:0016043,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0018105,GO:0018193,GO:0018209,GO:0019538,GO:0032501,GO:0032502,GO:0034389,GO:0036211,GO:0042127,GO:0042221,GO:0042493,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044464,GO:0045471,GO:0046677,GO:0048519,GO:0048523,GO:0048856,GO:0050789,GO:0050794,GO:0050877,GO:0050890,GO:0050896,GO:0065007,GO:0071704,GO:0071840,GO:0071944,GO:0097305,GO:0140096,GO:1901564,GO:1901700"	2.7.11.13	ko:K18050	"ko04022,ko04071,ko04270,ko04371,ko04530,ko04666,ko04750,ko04925,ko04930,ko04931,ko04933,ko05206,map04022,map04071,map04270,map04371,map04530,map04666,map04750,map04925,map04930,map04931,map04933,map05206"	-	-	-	"ko00000,ko00001,ko01000,ko01001"	-	-	-	"C1_1,C2,Pkinase,Pkinase_C"
