"uniprot_id","species","mirna","term_ID","term_description","observed_gene_count","background_gene_count","strength","signal","false_discovery_rate","matching_proteins_labels_network","annotation_stringdb","protein_name_uniprot","cc_function_uniprot","go_p_uniprot","go_f_uniprot","description_eggnog","preferred_name_eggnog","pfams_eggnog","interpro_description_ips","signature_description_ips","dataset","category_of_interest","enrichment_method","protein_db","taxon_id","assembly_name","stringdb_id"
"A0A182GK16","Aedes albopictus","aal-mir-4728-5p","GOCC:0005622","Intracellular",101,8504,0.14,0.36,0.0028,"RP20_CCG011270","CPSF_A domain-containing protein.","Cleavage and polyadenylation specificity factor subunit 1",NA,NA,"nucleic acid binding","Mono-functional DNA-alkylating methyl methanesulfonate N-term","CPSF1","CPSF_A,MMS1_N","RSE1/DDB1/CPSF1, second beta-propeller","RSE1/DDB1/CPSF1 second beta-propeller","Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182GKR1","Aedes albopictus","aal-mir-4728-5p","GOCC:0005622","Intracellular",101,8504,0.14,0.36,0.0028,"RP20_CCG011607","Uncharacterized protein.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182GLB9","Aedes albopictus","aal-mir-4728-5p","GOCC:0005622","Intracellular",101,8504,0.14,0.36,0.0028,"RP20_CCG011899","KH domain-containing protein.","K Homology domain-containing protein",NA,"regulation of mRNA splicing, via spliceosome","mRNA binding","Homodimerisation region of STAR domain protein","QKI","KH_1,Quaking_NLS,STAR_dimer","KHDC4/BBP-like, KH-domain type I","KHDC4/BBP-like, KH-domain type I","Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182GLI1","Aedes albopictus","aal-mir-4728-5p","GOCC:0005622","Intracellular",101,8504,0.14,0.36,0.0028,"RP20_CCG012000","UDP-glucuronosyltransferase; Belongs to the UDP-glycosyltransferase family.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182GLJ0","Aedes albopictus","aal-mir-4728-5p","GOCC:0005622","Intracellular",101,8504,0.14,0.36,0.0028,"RP20_CCG012009","Uncharacterized protein.",NA,NA,NA,"nuclear receptor activity; sequence-specific DNA binding; zinc ion binding","Nuclear hormone receptor ftz-f1 beta","Hr39","Hormone_recep,zf-C4","Nuclear hormone receptor, ligand-binding domain","Ligand-binding domain of nuclear hormone receptor","Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182GLV4","Aedes albopictus","aal-mir-4728-5p","GOCC:0005622","Intracellular",101,8504,0.14,0.36,0.0028,"RP20_CCG012161","TPR_REGION domain-containing protein.","Cell division cycle protein 27 homolog",NA,"anaphase-promoting complex-dependent catabolic process; cell division; metaphase/anaphase transition of mitotic cell cycle; protein ubiquitination",NA,"Anaphase-promoting complex, cyclosome, subunit 3","CDC27","ANAPC3,TPR_1,TPR_16,TPR_6,TPR_8",NA,"Anaphase-promoting complex, cyclosome, subunit 3","Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182GM05","Aedes albopictus","aal-mir-4728-5p","GOCC:0005622","Intracellular",101,8504,0.14,0.36,0.0028,"RP20_CCG012242","BHLH domain-containing protein.",NA,NA,"cell differentiation; circadian regulation of gene expression; negative regulation of transcription by RNA polymerase II","protein dimerization activity","helix loop helix domain","ID2","HLH","Myc-type, basic helix-loop-helix (bHLH) domain","Helix-loop-helix DNA-binding domain","Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182GMC1","Aedes albopictus","aal-mir-4728-5p","GOCC:0005622","Intracellular",101,8504,0.14,0.36,0.0028,"RP20_CCG012416","Coatomer subunit gamma; The coatomer is a cytosolic protein complex that binds to dilysine motifs and reversibly associates with Golgi non-clathrin- coated vesicles, which further mediate biosynthetic protein transport from the ER, via the Golgi up to the trans Golgi network. Coatomer complex is required for budding from Golgi membranes, and is essential for the retrograde Golgi-to-ER transport of dilysine-tagged proteins.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182GMD7","Aedes albopictus","aal-mir-4728-5p","GOCC:0005622","Intracellular",101,8504,0.14,0.36,0.0028,"RP20_CCG012454","RRM domain-containing protein.","Cleavage and polyadenylation specificity factor subunit 6",NA,"mRNA processing","RNA binding","RNA recognition motif","CPSF6","RRM_1","CPSF6/7, RSLD domain, N-terminal region","CPSF6-like, RSLD domain, N-terminal region","Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182GMS9","Aedes albopictus","aal-mir-4728-5p","GOCC:0005622","Intracellular",101,8504,0.14,0.36,0.0028,"RP20_CCG012629","Lipid_DES domain-containing protein; Belongs to the fatty acid desaturase type 1 family. DEGS subfamily.","sphingolipid 4-desaturase",NA,"ceramide biosynthetic process","sphingolipid delta-4 desaturase activity","Sphingolipid delta 4 desaturase c-4 hydroxylase protein des2","DEGS1","FA_desaturase,Lipid_DES","Fatty acid desaturase domain","Fatty acid desaturase","Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182GP53","Aedes albopictus","aal-mir-4728-5p","GOCC:0005622","Intracellular",101,8504,0.14,0.36,0.0028,"RP20_CCG013278","NR LBD domain-containing protein.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182GQ91","Aedes albopictus","aal-mir-4728-5p","GOCC:0005622","Intracellular",101,8504,0.14,0.36,0.0028,"RP20_CCG013827","Uncharacterized protein.",NA,NA,NA,NA,"Eukaryotic protein of unknown function (DUF872)","TMEM134","DUF872","Transmembrane protein 230/134","Transmembrane proteins 230/134","Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182GR14","Aedes albopictus","aal-mir-4728-5p","GOCC:0005622","Intracellular",101,8504,0.14,0.36,0.0028,"RP20_CCG014223","BZIP domain-containing protein.",NA,NA,NA,"DNA-binding transcription factor activity",NA,NA,NA,"Basic-leucine zipper domain","bZIP transcription factor","Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182GRH9","Aedes albopictus","aal-mir-4728-5p","GOCC:0005622","Intracellular",101,8504,0.14,0.36,0.0028,"RP20_CCG014445","Uncharacterized protein.",NA,NA,"microtubule anchoring at centrosome",NA,"Ninein-like","NINL","EF-hand_7",NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182GRS0","Aedes albopictus","aal-mir-4728-5p","GOCC:0005622","Intracellular",101,8504,0.14,0.36,0.0028,"RP20_CCG014597","Uncharacterized protein.",NA,NA,NA,NA,"Reverse transcriptase (RNA-dependent DNA polymerase)",NA,"RVT_2,rve",NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182GS49","Aedes albopictus","aal-mir-4728-5p","GOCC:0005622","Intracellular",101,8504,0.14,0.36,0.0028,"RP20_CCG014779","RBR-type E3 ubiquitin transferase.","RBR-type E3 ubiquitin transferase",NA,"protein ubiquitination","ubiquitin-protein transferase activity; zinc ion binding","In Between Ring fingers","ARIH1","IBR,zf-C3HC4,zf-C3HC4_2","IBR domain","IBR domain, a half RING-finger domain","Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182GTM7","Aedes albopictus","aal-mir-4728-5p","GOCC:0005622","Intracellular",101,8504,0.14,0.36,0.0028,"RP20_CCG015568","Cystathionine beta-synthase; Belongs to the cysteine synthase/cystathionine beta- synthase family.","Cystathionine beta-synthase","Hydro-lyase catalyzing the first step of the transsulfuration pathway, where the hydroxyl group of L-serine is displaced by L-homocysteine in a beta-replacement reaction to form L-cystathionine, the precursor of L-cysteine. This catabolic route allows the elimination of L-methionine and the toxic metabolite L-homocysteine. Also involved in the production of hydrogen sulfide, a gasotransmitter with signaling and cytoprotective effects on neurons","anterograde synaptic vesicle transport; cysteine biosynthetic process from serine; cysteine biosynthetic process via cystathionine; Golgi to vacuole transport; neurotransmitter receptor transport, postsynaptic endosome to lysosome; protein targeting to vacuole; synaptic vesicle budding from endosome; synaptic vesicle membrane organization","cystathionine beta-synthase activity","Belongs to the adaptor complexes large subunit family","AP3D1","AP3D1,Adaptin_N","Clathrin/coatomer adaptor, adaptin-like, N-terminal","Adaptin N terminal region","Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182GTN5","Aedes albopictus","aal-mir-4728-5p","GOCC:0005622","Intracellular",101,8504,0.14,0.36,0.0028,"RP20_CCG015582","CRAL-TRIO domain-containing protein.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182GTQ3","Aedes albopictus","aal-mir-4728-5p","GOCC:0005622","Intracellular",101,8504,0.14,0.36,0.0028,"RP20_CCG015609","SANT domain-containing protein.",NA,NA,"regulation of transcription by RNA polymerase II",NA,"SANT  SWI3, ADA2, N-CoR and TFIIIB'' DNA-binding domains","gei-8","GPS2_interact,Myb_DNA-binding","N-CoR, GPS2-interacting domain","G-protein pathway suppressor 2-interacting domain","Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182GUV4","Aedes albopictus","aal-mir-4728-5p","GOCC:0005622","Intracellular",101,8504,0.14,0.36,0.0028,"RP20_CCG016161","Uncharacterized protein.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182GV08","Aedes albopictus","aal-mir-4728-5p","GOCC:0005622","Intracellular",101,8504,0.14,0.36,0.0028,"RP20_CCG016231","DUF4149 domain-containing protein.","TMEM205-like domain-containing protein",NA,NA,NA,"Domain of unknown function (DUF4149)","TMEM205","DUF4149","TMEM205-like","Domain of unknown function (DUF4149)","Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182GV15","Aedes albopictus","aal-mir-4728-5p","GOCC:0005622","Intracellular",101,8504,0.14,0.36,0.0028,"RP20_CCG016238","Uncharacterized protein; Belongs to the class-I aminoacyl-tRNA synthetase family.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182GV54","Aedes albopictus","aal-mir-4728-5p","GOCC:0005622","Intracellular",101,8504,0.14,0.36,0.0028,"RP20_CCG016301","HMG box domain-containing protein.",NA,NA,"brain development; negative regulation of transcription by RNA polymerase II; neuron differentiation","DNA-binding transcription activator activity, RNA polymerase II-specific; RNA polymerase II cis-regulatory region sequence-specific DNA binding","SOX transcription factor","SOX2","HMG_box,SOXp","Transcription factor SOX","SOX transcription factor","Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182GVH7","Aedes albopictus","aal-mir-4728-5p","GOCC:0005622","Intracellular",101,8504,0.14,0.36,0.0028,"RP20_CCG016471","BAH domain-containing protein.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182GXI4","Aedes albopictus","aal-mir-4728-5p","GOCC:0005622","Intracellular",101,8504,0.14,0.36,0.0028,"RP20_CCG017612","Plug_translocon domain-containing protein.",NA,NA,NA,NA,"pronephric nephron development","sec61a1","Plug_translocon,SecY","Translocon Sec61/SecY, plug domain","Plug domain of Sec61p","Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182GXK9","Aedes albopictus","aal-mir-4728-5p","GOCC:0005622","Intracellular",101,8504,0.14,0.36,0.0028,"RP20_CCG017656","FAM193_C domain-containing protein.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182GY18","Aedes albopictus","aal-mir-4728-5p","GOCC:0005622","Intracellular",101,8504,0.14,0.36,0.0028,"RP20_CCG017904","Uncharacterized protein.",NA,NA,"regulation of cell cycle; regulation of mRNA splicing, via spliceosome","RNA binding","double strand RNA binding domain from DEAD END PROTEIN 1","SON","DND1_DSRM,G-patch,RSRP,dsrm","Double-stranded RNA-binding domain","Double-stranded RNA binding motif","Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182GZZ1","Aedes albopictus","aal-mir-4728-5p","GOCC:0005622","Intracellular",101,8504,0.14,0.36,0.0028,"RP20_CCG018973","Uncharacterized protein.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182H044","Aedes albopictus","aal-mir-4728-5p","GOCC:0005622","Intracellular",101,8504,0.14,0.36,0.0028,"RP20_CCG019046","Uncharacterized protein.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182H0X1","Aedes albopictus","aal-mir-4728-5p","GOCC:0005622","Intracellular",101,8504,0.14,0.36,0.0028,"RP20_CCG019480","Protein kinase domain-containing protein.","non-specific serine/threonine protein kinase",NA,NA,"ATP binding; protein serine/threonine kinase activity","Serine/Threonine protein kinases, catalytic domain","STK24","DUF1241,Pkinase","Protein kinase domain","Protein kinase domain","Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182H0Y8","Aedes albopictus","aal-mir-4728-5p","GOCC:0005622","Intracellular",101,8504,0.14,0.36,0.0028,"RP20_CCG019499","C2H2-type domain-containing protein.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182H146","Aedes albopictus","aal-mir-4728-5p","GOCC:0005622","Intracellular",101,8504,0.14,0.36,0.0028,"RP20_CCG019603","Nudix hydrolase domain-containing protein.",NA,NA,NA,"8-oxo-dGDP phosphatase activity; 8-oxo-GDP phosphatase activity; metal ion binding","NUDIX domain","NUDT18","NUDIX","NUDIX hydrolase domain","NUDIX domain","Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182H338","Aedes albopictus","aal-mir-4728-5p","GOCC:0005622","Intracellular",101,8504,0.14,0.36,0.0028,"RP20_CCG020703","Replication protein A subunit; As part of the heterotrimeric replication protein A complex (RPA/RP-A), binds and stabilizes single-stranded DNA intermediates, that form during DNA replication or upon DNA stress. It prevents their reannealing and in parallel, recruits and activates different proteins and complexes involved in DNA metabolism. Thereby, it plays an essential role both in DNA replication and the cellular response to DNA damage.","Replication protein A subunit","As part of the heterotrimeric replication protein A complex (RPA/RP-A), binds and stabilizes single-stranded DNA intermediates, that form during DNA replication or upon DNA stress. It prevents their reannealing and in parallel, recruits and activates different proteins and complexes involved in DNA metabolism. Thereby, it plays an essential role both in DNA replication and the cellular response to DNA damage","DNA recombination; DNA repair; DNA replication","DNA binding; zinc ion binding","As part of the heterotrimeric replication protein A complex (RPA RP-A), binds and stabilizes single-stranded DNA intermediates, that form during DNA replication or upon DNA stress. It prevents their reannealing and in parallel, recruits and activates different proteins and complexes involved in DNA metabolism. Thereby, it plays an essential role both in DNA replication and the cellular response to DNA damage","RPA1","REPA_OB_2,Rep-A_N,Rep_fac-A_C,tRNA_anti-codon","Replication protein A, OB domain","Replication protein A OB domain","Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182H345","Aedes albopictus","aal-mir-4728-5p","GOCC:0005622","Intracellular",101,8504,0.14,0.36,0.0028,"RP20_CCG020716","Uncharacterized protein.",NA,NA,NA,"DNA binding; zinc ion binding","Zinc finger, C2H2 type",NA,"zf-C2H2","Zinc finger C2H2-type","Zinc finger, C2H2 type","Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182H3T2","Aedes albopictus","aal-mir-4728-5p","GOCC:0005622","Intracellular",101,8504,0.14,0.36,0.0028,"RP20_CCG021138","Protein kinase domain-containing protein; Belongs to the protein kinase superfamily.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182H443","Aedes albopictus","aal-mir-4728-5p","GOCC:0005622","Intracellular",101,8504,0.14,0.36,0.0028,"RP20_CCG021323","Uncharacterized protein.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182H4D2","Aedes albopictus","aal-mir-4728-5p","GOCC:0005622","Intracellular",101,8504,0.14,0.36,0.0028,"RP20_CCG028366","B box-type domain-containing protein.","B box-type domain-containing protein",NA,NA,"mRNA 3'-UTR binding; zinc ion binding","B-Box-type zinc finger","brat","NHL,zf-B_box,zf-C3HC4,zf-RING_UBOX","B-box-type zinc finger","B-box zinc finger","Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182H4G7","Aedes albopictus","aal-mir-4728-5p","GOCC:0005622","Intracellular",101,8504,0.14,0.36,0.0028,"RP20_CCG021504","Uncharacterized protein; Belongs to the heat shock protein 70 family.","Endoplasmic reticulum chaperone BIP","Endoplasmic reticulum chaperone that plays a key role in protein folding and quality control in the endoplasmic reticulum lumen. Involved in the correct folding of proteins and degradation of misfolded proteins. Acts as a key repressor of the unfolded protein response (UPR)",NA,"ATP binding; ATP-dependent protein folding chaperone","MreB/Mbl protein","HSPA5","HSP70","Heat shock protein 70 family","Hsp70 protein","Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182H540","Aedes albopictus","aal-mir-4728-5p","GOCC:0005622","Intracellular",101,8504,0.14,0.36,0.0028,"RP20_CCG021891","Fork-head domain-containing protein.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182H556","Aedes albopictus","aal-mir-4728-5p","GOCC:0005622","Intracellular",101,8504,0.14,0.36,0.0028,"RP20_CCG021911","Uncharacterized protein; Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Myosin family.","Myosin-VIIa",NA,"animal organ morphogenesis; neuron differentiation","actin binding; ATP binding; cytoskeletal motor activity","Domain in Myosin and Kinesin Tails","MYO7A","FERM_M,IQ,MyTH4,Myosin_head,SH3_2",NA,"RA like domain","Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182H5B1","Aedes albopictus","aal-mir-4728-5p","GOCC:0005622","Intracellular",101,8504,0.14,0.36,0.0028,"RP20_CCG022019","Nanos-type domain-containing protein; Belongs to the nanos family.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182H5J7","Aedes albopictus","aal-mir-4728-5p","GOCC:0005622","Intracellular",101,8504,0.14,0.36,0.0028,"RP20_CCG022170","OTU domain-containing protein.",NA,NA,NA,NA,"OTU-like cysteine protease","OTUD6B","OTU","OTU domain","OTU-like cysteine protease","Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182H5Q9","Aedes albopictus","aal-mir-4728-5p","GOCC:0005622","Intracellular",101,8504,0.14,0.36,0.0028,"RP20_CCG022282","KLRAQ domain-containing protein.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182H615","Aedes albopictus","aal-mir-4728-5p","GOCC:0005622","Intracellular",101,8504,0.14,0.36,0.0028,"MED19","Mediator of RNA polymerase II transcription subunit 19; Component of the Mediator complex, a coactivator involved in the regulated transcription of nearly all RNA polymerase II-dependent genes. Mediator functions as a bridge to convey information from gene- specific regulatory proteins to the basal RNA polymerase II transcription machinery. Mediator is recruited to promoters by direct interactions with regulatory proteins and serves as a scaffold for the assembly of a functional preinitiation complex with RNA polymerase II and the general transcription factors.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182H6P5","Aedes albopictus","aal-mir-4728-5p","GOCC:0005622","Intracellular",101,8504,0.14,0.36,0.0028,"RP20_CCG022841","Ras-GEF domain-containing protein.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182H6W8","Aedes albopictus","aal-mir-4728-5p","GOCC:0005622","Intracellular",101,8504,0.14,0.36,0.0028,"RP20_CCG022981","WD_REPEATS_REGION domain-containing protein.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182H812","Aedes albopictus","aal-mir-4728-5p","GOCC:0005622","Intracellular",101,8504,0.14,0.36,0.0028,"RP20_CCG023740","Uncharacterized protein.",NA,NA,NA,NA,"Muskelin N-terminus","MKLN1","Kelch_1,Kelch_3,Muskelin_N",NA,"KLHDC2/KLHL20/DRC7 Kelch-repeats domain","Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182H8T1","Aedes albopictus","aal-mir-4728-5p","GOCC:0005622","Intracellular",101,8504,0.14,0.36,0.0028,"RP20_CCG024251","B30.2/SPRY domain-containing protein.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182H8W0","Aedes albopictus","aal-mir-4728-5p","GOCC:0005622","Intracellular",101,8504,0.14,0.36,0.0028,"RP20_CCG024306","AB hydrolase-1 domain-containing protein.",NA,NA,NA,"hydrolase activity","Serine aminopeptidase, S33",NA,"Abhydrolase_1","Alpha/beta hydrolase fold-1","alpha/beta hydrolase fold","Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182H9A7","Aedes albopictus","aal-mir-4728-5p","GOCC:0005622","Intracellular",101,8504,0.14,0.36,0.0028,"RP20_CCG024561","Uncharacterized protein.",NA,NA,NA,"protein phosphatase regulator activity","protein phosphatase regulator activity","PPP4R1","HEAT,WRNPLPNID",NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182HA79","Aedes albopictus","aal-mir-4728-5p","GOCC:0005622","Intracellular",101,8504,0.14,0.36,0.0028,"RP20_CCG025159","SWIM-type domain-containing protein.",NA,NA,NA,"zinc ion binding","zinc ion binding","ZSWIM6",NA,"ZSWIM4-8, C-terminal","ZSWIM4-8, C-terminal","Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182HAA9","Aedes albopictus","aal-mir-4728-5p","GOCC:0005622","Intracellular",101,8504,0.14,0.36,0.0028,"RP20_CCG025206","Uncharacterized protein.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182HB08","Aedes albopictus","aal-mir-4728-5p","GOCC:0005622","Intracellular",101,8504,0.14,0.36,0.0028,"RP20_CCG025628","Uncharacterized protein.",NA,NA,NA,NA,"transposition, RNA-mediated",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182HBL3","Aedes albopictus","aal-mir-4728-5p","GOCC:0005622","Intracellular",101,8504,0.14,0.36,0.0028,"RP20_CCG026001","Uncharacterized protein.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182HBZ8","Aedes albopictus","aal-mir-4728-5p","GOCC:0005622","Intracellular",101,8504,0.14,0.36,0.0028,"RP20_CCG026228","IRO domain-containing protein.",NA,NA,"regulation of DNA-templated transcription","DNA binding","Sequence-specific DNA binding. It is involved in the biological process described with regulation of transcription, DNA-templated","IRX4","Homeobox_KN",NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182HC86","Aedes albopictus","aal-mir-4728-5p","GOCC:0005622","Intracellular",101,8504,0.14,0.36,0.0028,"RP20_CCG026423","BHLH domain-containing protein.",NA,NA,NA,"protein dimerization activity","helix loop helix domain","MYC","HLH,Myc-LZ,Myc_N","Myc-type, basic helix-loop-helix (bHLH) domain","Helix-loop-helix DNA-binding domain","Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182HCT5","Aedes albopictus","aal-mir-4728-5p","GOCC:0005622","Intracellular",101,8504,0.14,0.36,0.0028,"RP20_CCG026764","Uncharacterized protein.",NA,NA,NA,NA,NA,"PLEKHA5","PH","Pleckstrin homology domain-containing family A member 4-7, TBCA domain","PH domain-containing proteins, TBCA domain","Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182HDC1","Aedes albopictus","aal-mir-4728-5p","GOCC:0005622","Intracellular",101,8504,0.14,0.36,0.0028,"RP20_CCG027115","Poly(A) polymerase; Polymerase that creates the 3'-poly(A) tail of mRNA's.","Poly(A) polymerase","Polymerase that creates the 3'-poly(A) tail of mRNA's","mRNA processing; RNA 3'-end processing","ATP binding; metal ion binding; poly(A) RNA polymerase activity; RNA binding","Polymerase","hrg","NTP_transf_2,PAP_RNA-bind,PAP_central","Poly(A) polymerase, RNA-binding domain","Poly(A) polymerase predicted RNA binding domain","Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182HDF6","Aedes albopictus","aal-mir-4728-5p","GOCC:0005622","Intracellular",101,8504,0.14,0.36,0.0028,"RP20_CCG027168","MYND-type domain-containing protein.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
